datetime,sal_0,sal_0.5,sal_1,sal_1.5,sal_2,sal_2.5,sal_3,sal_3.5,sal_4,sal_4.5,sal_5,sal_5.5,sal_6,sal_6.5,sal_7,sal_7.5,sal_8,sal_8.5,sal_9,sal_9.5,sal_10,sal_10.5,sal_11,sal_11.5,sal_11.7,sal_12,sal_12.5,sal_13,sal_13.5,sal_14,sal_14.5,sal_15,sal_15.5,sal_16,sal_16.5,sal_17,sal_17.5,sal_17.7,sal_18,sal_18.5,sal_18.7,sal_19,sal_19.1,sal_19.2,sal_19.3,sal_19.5,sal_20,sal_20.1,sal_20.2,sal_20.3,sal_20.4,sal_20.5,sal_20.6,sal_20.9,sal_21,sal_21.1,sal_21.2,sal_21.3,sal_21.4,sal_21.5,sal_21.6,sal_21.7,sal_21.8,sal_21.9,sal_22,sal_22.1,sal_22.2,sal_22.3,sal_22.4,sal_22.5,sal_22.6,sal_22.8,sal_22.9,sal_23
1999-05-26 00:00:00,0.64,0.64,0.64,0.64,0.64,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.69,0.75,0.82,0.86,0.88,0.89,0.9,0.91,0.92,0.92,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
1999-05-27 00:00:00,0.64,0.64,0.64,0.64,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.67,0.75,0.84,0.87,0.89,0.9,0.91,0.91,0.92,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.94,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
1999-05-28 00:00:00,0.61,0.62,0.62,0.63,0.63,0.63,0.64,0.64,0.65,0.65,0.65,0.65,0.66,0.67,0.69,0.75,0.81,0.86,0.88,0.89,0.9,0.91,0.92,0.92,0.92,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.94,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
1999-05-29 00:00:00,0.58,0.58,0.6,0.61,0.62,0.63,0.63,0.64,0.64,0.65,0.65,0.66,0.66,0.68,0.71,0.75,0.8,0.84,0.87,0.89,0.9,0.91,0.91,0.92,0.92,0.92,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.94,0.94,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
1999-05-30 00:00:00,0.55,0.56,0.57,0.58,0.6,0.62,0.63,0.64,0.64,0.65,0.65,0.66,0.67,0.69,0.71,0.75,0.8,0.83,0.86,0.88,0.89,0.9,0.91,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
1999-05-31 00:00:00,0.54,0.54,0.55,0.56,0.59,0.62,0.63,0.64,0.64,0.65,0.66,0.66,0.68,0.69,0.72,0.75,0.79,0.83,0.85,0.87,0.89,0.9,0.91,0.91,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
1999-06-01 00:00:00,0.53,0.53,0.53,0.54,0.57,0.61,0.63,0.64,0.64,0.65,0.66,0.67,0.68,0.7,0.72,0.76,0.79,0.82,0.85,0.87,0.88,0.89,0.9,0.91,0.91,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
1999-06-02 00:00:00,0.51,0.51,0.52,0.53,0.56,0.6,0.62,0.63,0.64,0.65,0.66,0.67,0.69,0.7,0.73,0.76,0.79,0.82,0.84,0.86,0.88,0.89,0.9,0.91,0.91,0.91,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
1999-06-03 00:00:00,0.51,0.51,0.51,0.51,0.53,0.57,0.61,0.63,0.64,0.65,0.66,0.67,0.69,0.71,0.73,0.76,0.79,0.81,0.84,0.86,0.87,0.88,0.89,0.9,0.9,0.91,0.91,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
1999-06-04 00:00:00,0.5,0.5,0.5,0.51,0.51,0.54,0.6,0.62,0.64,0.65,0.66,0.68,0.69,0.71,0.73,0.76,0.79,0.81,0.83,0.85,0.87,0.88,0.89,0.9,0.9,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
1999-06-05 00:00:00,0.51,0.51,0.51,0.51,0.51,0.52,0.55,0.59,0.63,0.65,0.67,0.68,0.69,0.71,0.73,0.76,0.78,0.81,0.83,0.85,0.86,0.88,0.89,0.89,0.9,0.9,0.91,0.91,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
1999-06-06 00:00:00,0.51,0.51,0.51,0.51,0.52,0.52,0.52,0.55,0.6,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.81,0.83,0.84,0.86,0.87,0.88,0.89,0.89,0.9,0.9,0.91,0.91,0.92,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
1999-06-07 00:00:00,0.49,0.49,0.5,0.5,0.5,0.52,0.53,0.55,0.59,0.63,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.85,0.87,0.88,0.89,0.89,0.89,0.9,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
1999-06-08 00:00:00,0.49,0.49,0.49,0.49,0.49,0.49,0.52,0.56,0.59,0.63,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.85,0.86,0.87,0.88,0.89,0.89,0.9,0.9,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
1999-06-09 00:00:00,0.47,0.48,0.48,0.48,0.48,0.49,0.51,0.55,0.59,0.63,0.65,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.83,0.85,0.86,0.87,0.88,0.88,0.89,0.89,0.9,0.9,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
1999-06-10 00:00:00,0.46,0.46,0.46,0.47,0.48,0.49,0.51,0.55,0.59,0.62,0.65,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.83,0.85,0.86,0.87,0.88,0.88,0.88,0.89,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1999-06-11 00:00:00,0.44,0.44,0.45,0.45,0.47,0.49,0.52,0.55,0.59,0.62,0.65,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.81,0.83,0.84,0.85,0.86,0.87,0.88,0.88,0.89,0.89,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1999-06-12 00:00:00,0.44,0.44,0.44,0.44,0.45,0.48,0.52,0.55,0.59,0.62,0.65,0.67,0.7,0.72,0.74,0.76,0.78,0.8,0.81,0.83,0.84,0.85,0.86,0.87,0.87,0.88,0.88,0.89,0.89,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1999-06-13 00:00:00,0.43,0.43,0.43,0.43,0.44,0.47,0.51,0.55,0.59,0.62,0.65,0.67,0.7,0.72,0.74,0.76,0.78,0.79,0.81,0.82,0.84,0.85,0.86,0.87,0.87,0.87,0.88,0.89,0.89,0.89,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1999-06-14 00:00:00,0.42,0.42,0.42,0.42,0.43,0.45,0.5,0.55,0.59,0.62,0.65,0.67,0.7,0.72,0.74,0.76,0.78,0.79,0.81,0.82,0.83,0.85,0.86,0.86,0.87,0.87,0.88,0.88,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1999-06-15 00:00:00,0.44,0.44,0.44,0.44,0.44,0.44,0.45,0.49,0.54,0.61,0.65,0.67,0.7,0.72,0.74,0.76,0.78,0.79,0.81,0.82,0.83,0.84,0.85,0.86,0.86,0.87,0.88,0.88,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1999-06-16 00:00:00,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.47,0.53,0.62,0.67,0.69,0.72,0.74,0.76,0.77,0.79,0.81,0.82,0.83,0.84,0.85,0.86,0.86,0.87,0.87,0.88,0.88,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1999-06-17 00:00:00,0.45,0.45,0.46,0.46,0.46,0.46,0.46,0.46,0.47,0.52,0.6,0.66,0.69,0.71,0.74,0.76,0.77,0.79,0.8,0.82,0.83,0.84,0.85,0.86,0.86,0.86,0.87,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1999-06-18 00:00:00,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.48,0.55,0.64,0.68,0.71,0.73,0.75,0.77,0.79,0.8,0.81,0.83,0.84,0.85,0.85,0.86,0.86,0.87,0.87,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1999-06-19 00:00:00,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.48,0.54,0.62,0.67,0.71,0.73,0.75,0.77,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.85,0.86,0.86,0.87,0.87,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1999-06-20 00:00:00,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.46,0.46,0.49,0.54,0.6,0.66,0.7,0.73,0.75,0.77,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.85,0.86,0.86,0.87,0.87,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1999-06-21 00:00:00,0.44,0.44,0.44,0.45,0.45,0.45,0.45,0.45,0.47,0.49,0.54,0.6,0.65,0.69,0.72,0.75,0.77,0.78,0.8,0.81,0.82,0.83,0.84,0.85,0.85,0.85,0.86,0.86,0.87,0.87,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
1999-06-22 00:00:00,0.43,0.43,0.43,0.44,0.44,0.44,0.45,0.46,0.47,0.5,0.54,0.59,0.64,0.68,0.72,0.74,0.76,0.78,0.8,0.81,0.82,0.83,0.84,0.84,0.85,0.85,0.86,0.86,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
1999-06-23 00:00:00,0.42,0.42,0.42,0.42,0.43,0.44,0.45,0.46,0.48,0.51,0.54,0.59,0.64,0.68,0.71,0.74,0.76,0.78,0.79,0.81,0.82,0.83,0.83,0.84,0.84,0.85,0.85,0.86,0.86,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
1999-06-24 00:00:00,0.42,0.42,0.42,0.42,0.42,0.43,0.44,0.46,0.48,0.51,0.55,0.59,0.63,0.67,0.71,0.73,0.76,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.84,0.85,0.85,0.86,0.86,0.86,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
1999-06-25 00:00:00,0.41,0.42,0.42,0.42,0.42,0.42,0.42,0.45,0.48,0.52,0.55,0.59,0.63,0.67,0.7,0.73,0.75,0.77,0.79,0.8,0.81,0.82,0.83,0.84,0.84,0.84,0.85,0.85,0.86,0.86,0.87,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
1999-06-26 00:00:00,0.4,0.4,0.41,0.41,0.42,0.43,0.43,0.45,0.48,0.52,0.55,0.59,0.63,0.66,0.7,0.73,0.75,0.77,0.78,0.8,0.81,0.82,0.83,0.83,0.84,0.84,0.85,0.85,0.86,0.86,0.86,0.87,0.87,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
1999-06-27 00:00:00,0.4,0.4,0.4,0.4,0.41,0.42,0.44,0.46,0.49,0.52,0.55,0.59,0.62,0.66,0.69,0.72,0.75,0.77,0.78,0.8,0.81,0.82,0.82,0.83,0.84,0.84,0.84,0.85,0.85,0.86,0.86,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
1999-06-28 00:00:00,0.39,0.39,0.39,0.39,0.4,0.42,0.44,0.46,0.49,0.52,0.55,0.59,0.62,0.66,0.69,0.72,0.74,0.76,0.78,0.79,0.8,0.81,0.82,0.83,0.83,0.84,0.84,0.85,0.85,0.86,0.86,0.86,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
1999-06-29 00:00:00,0.38,0.38,0.38,0.39,0.4,0.42,0.44,0.46,0.49,0.52,0.55,0.59,0.62,0.66,0.69,0.72,0.74,0.76,0.78,0.79,0.8,0.81,0.82,0.83,0.83,0.83,0.84,0.85,0.85,0.85,0.86,0.86,0.86,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
1999-06-30 00:00:00,0.4,0.4,0.4,0.4,0.4,0.4,0.41,0.43,0.48,0.52,0.55,0.59,0.62,0.65,0.68,0.71,0.74,0.76,0.77,0.79,0.8,0.81,0.82,0.83,0.83,0.83,0.84,0.84,0.85,0.85,0.85,0.86,0.86,0.86,0.86,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
1999-07-01 00:00:00,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.44,0.5,0.55,0.59,0.62,0.65,0.68,0.71,0.73,0.75,0.77,0.78,0.8,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.84,0.85,0.85,0.85,0.86,0.86,0.86,0.86,0.86,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
1999-07-02 00:00:00,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.42,0.46,0.54,0.58,0.62,0.65,0.68,0.71,0.73,0.75,0.77,0.78,0.79,0.8,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.85,0.85,0.85,0.85,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
1999-07-03 00:00:00,0.4,0.4,0.4,0.41,0.41,0.41,0.41,0.42,0.43,0.47,0.53,0.58,0.62,0.65,0.68,0.71,0.73,0.75,0.77,0.78,0.79,0.8,0.81,0.82,0.82,0.82,0.83,0.84,0.84,0.84,0.85,0.85,0.85,0.85,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
1999-07-04 00:00:00,0.4,0.4,0.4,0.4,0.4,0.4,0.41,0.42,0.44,0.48,0.52,0.57,0.61,0.65,0.68,0.7,0.73,0.75,0.76,0.78,0.79,0.8,0.81,0.82,0.82,0.82,0.83,0.83,0.84,0.84,0.84,0.85,0.85,0.85,0.85,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
1999-07-05 00:00:00,0.39,0.39,0.39,0.39,0.39,0.4,0.41,0.43,0.45,0.48,0.52,0.57,0.61,0.64,0.67,0.7,0.72,0.74,0.76,0.77,0.79,0.8,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.84,0.84,0.85,0.85,0.85,0.85,0.85,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
1999-07-06 00:00:00,0.39,0.39,0.39,0.39,0.39,0.39,0.4,0.42,0.46,0.49,0.52,0.56,0.6,0.64,0.67,0.7,0.72,0.74,0.76,0.77,0.78,0.79,0.8,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.84,0.84,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
1999-07-07 00:00:00,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.41,0.45,0.49,0.53,0.56,0.6,0.64,0.67,0.69,0.72,0.74,0.76,0.77,0.78,0.79,0.8,0.81,0.81,0.82,0.82,0.83,0.83,0.83,0.84,0.84,0.84,0.84,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
