"","GLM.rmse","GLM.nse","GLM.r","GLM.bias","GLM.mae","GLM.nmae","GOTM.rmse","GOTM.nse","GOTM.r","GOTM.bias","GOTM.mae","GOTM.nmae","Simstrat.rmse","Simstrat.nse","Simstrat.r","Simstrat.bias","Simstrat.mae","Simstrat.nmae","ensemble_mean.rmse","ensemble_mean.nse","ensemble_mean.r","ensemble_mean.bias","ensemble_mean.mae","ensemble_mean.nmae"
"1",2.18092873312434,0.877050977155912,0.9483538618214,-0.183154279939057,1.59474677050352,0.158748900894871,2.56463401258061,0.823262192442973,0.945166917252783,-1.5350610524978,2.20712199059798,0.214531462675156,2.24178428716171,0.864958793440818,0.940973776822944,-0.7929647406484,1.55250692352549,0.137016953200873,1.65764068373611,0.926165478915295,0.97291363881688,-0.838661761478647,1.27925462150423,0.124541798035089
