"","GLM.rmse","GLM.nse","GLM.r","GLM.bias","GLM.mae","GLM.nmae","GOTM.rmse","GOTM.nse","GOTM.r","GOTM.bias","GOTM.mae","GOTM.nmae","Simstrat.rmse","Simstrat.nse","Simstrat.r","Simstrat.bias","Simstrat.mae","Simstrat.nmae","ensemble_mean.rmse","ensemble_mean.nse","ensemble_mean.r","ensemble_mean.bias","ensemble_mean.mae","ensemble_mean.nmae"
"1",2.39056405112653,0.858395519394248,0.960432879067131,1.54345517181793,1.75331806863187,Inf,2.24945425851731,0.87453519344257,0.950750899969942,-1.0870527365619,1.8238135509581,Inf,1.69740431268513,0.928560535411684,0.963972742887643,-0.0229158755941913,1.1450460719411,0.132421033231809,1.42486677040207,0.94965966456135,0.974771410701549,0.143905900956917,1.03091030060438,Inf
