"",-21.000,-20.500,-20.000,-19.500,-19.000,-18.500,-18.000,-17.500,-17.000,-16.500,-16.000,-15.500,-15.000,-14.500,-14.000,-13.500,-13.000,-12.500,-12.000,-11.500,-11.000,-10.500,-10.000,-9.500,-9.000,-8.500,-8.000,-7.500,-7.000,-6.500,-6.000,-5.500,-5.000,-4.500,-4.000,-3.500,-3.000,-2.500,-2.000,-1.500,-1.000,-0.500,0.000
0.0000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000
1.0000,-3.8194E-041,-3.9203E-041,-4.1502E-041,-5.0034E-041,-5.8431E-041,-1.4521E-040,-5.5412E-039,-1.9358E-037,-6.9182E-036,-2.4310E-034,-8.6577E-033,-2.8376E-031,-9.4535E-030,-3.1306E-028,-1.0371E-026,-3.3939E-025,-1.0984E-023,-3.4842E-022,-1.0760E-020,-3.1755E-019,-9.0233E-018,-2.4497E-016,-6.2724E-015,-1.4968E-013,-3.2323E-012,-6.2010E-011,-9.7046E-010,-1.0738E-008,-5.8056E-008,-1.0918E-007,-1.3861E-007,-1.9038E-007,-3.3763E-007,-1.2524E-006,-1.6377E-005,-1.9312E-004,-1.9675E-003,-1.8755E-002,-6.4092E-002,-9.8251E-002,-1.0552E-001,-1.1484E-001,-1.2695E-001
2.0000,-1.1240E-039,6.5110E-039,4.0453E-038,3.2812E-037,7.3569E-036,2.9657E-034,1.1851E-032,4.1012E-031,1.3166E-029,3.8407E-028,1.0687E-026,2.5196E-025,5.5545E-024,1.1440E-022,2.1899E-021,3.8797E-020,6.3827E-019,9.8308E-018,1.4249E-016,1.9403E-015,2.5824E-014,3.5331E-013,5.2255E-012,8.4630E-011,1.4133E-009,2.2807E-008,3.2021E-007,3.4938E-006,2.4735E-005,6.1970E-005,9.8189E-005,1.4321E-004,2.3897E-004,6.5192E-004,2.3770E-003,2.1486E-002,4.3517E-002,4.9992E-002,5.4425E-002,5.9770E-002,6.5034E-002,7.0731E-002,7.7765E-002
3.0000,3.5655E-039,-3.8467E-037,-9.0841E-036,-2.2067E-034,-5.7181E-033,-1.4003E-031,-3.8518E-030,-1.0306E-028,-2.7488E-027,-6.9415E-026,-1.7037E-024,-3.6287E-023,-7.3586E-022,-1.4179E-020,-2.6586E-019,-4.9113E-018,-9.2102E-017,-1.7837E-015,-3.6207E-014,-7.5655E-013,-1.6134E-011,-3.4153E-010,-6.9654E-009,-1.3406E-007,-2.3680E-006,-3.8355E-005,-5.5242E-004,-2.1949E-003,-3.6682E-003,-4.1607E-003,-4.4582E-003,-4.6615E-003,-4.8261E-003,-4.9771E-003,-5.1243E-003,-5.2731E-003,-5.4283E-003,-5.6009E-003,-5.8177E-003,-6.1316E-003,-6.6997E-003,-7.7574E-003,-9.1161E-003
4.0000,2.2290E-028,1.3482E-028,2.4079E-029,-4.7668E-029,-1.7933E-028,-1.6795E-027,-8.9906E-026,-2.9668E-024,-8.4933E-023,-2.1942E-021,-5.4688E-020,-1.1650E-018,-2.3595E-017,-4.4169E-016,-7.8393E-015,-1.3141E-013,-2.0794E-012,-3.0548E-011,-4.1491E-010,-5.1063E-009,-5.7098E-008,-5.7467E-007,-5.1188E-006,-3.9664E-005,-2.5870E-004,-1.3940E-003,-5.0687E-003,-9.6573E-003,-1.2989E-002,-1.6776E-002,-2.0999E-002,-2.3613E-002,-2.4520E-002,-2.4765E-002,-2.4814E-002,-2.4825E-002,-2.4832E-002,-2.4839E-002,-2.4843E-002,-2.4845E-002,-2.4879E-002,-2.5039E-002,-2.5294E-002
5.0000,4.1511E-028,5.7833E-028,4.9148E-028,3.6244E-027,8.1363E-026,1.8577E-024,4.7631E-023,1.1761E-021,2.8605E-020,6.4995E-019,1.4124E-017,2.5924E-016,4.3606E-015,6.6803E-014,9.3965E-013,1.2050E-011,1.4137E-010,1.4985E-009,1.4351E-008,1.2193E-007,9.2162E-007,6.1627E-006,3.5983E-005,1.8102E-004,7.6344E-004,2.6676E-003,7.5424E-003,1.5689E-002,2.3365E-002,2.8227E-002,3.1552E-002,3.4385E-002,3.7557E-002,3.9511E-002,3.9707E-002,3.9720E-002,3.9731E-002,3.9749E-002,3.9780E-002,3.9816E-002,3.9844E-002,3.9991E-002,4.0261E-002
6.0000,-1.4256E-024,-1.1603E-024,-5.4469E-025,1.2540E-025,-3.7565E-025,-1.6282E-023,-4.3633E-022,-1.1002E-020,-2.6973E-019,-6.0950E-018,-1.3002E-016,-2.2920E-015,-3.5994E-014,-5.0166E-013,-6.2649E-012,-7.0373E-011,-6.9370E-010,-6.0712E-009,-4.7367E-008,-3.2411E-007,-1.9520E-006,-1.0331E-005,-4.7687E-005,-1.9091E-004,-6.5344E-004,-1.9162E-003,-4.7238E-003,-9.4078E-003,-1.5145E-002,-2.1834E-002,-2.6819E-002,-2.8365E-002,-2.8713E-002,-2.8764E-002,-2.8767E-002,-2.8764E-002,-2.8759E-002,-2.8756E-002,-2.8751E-002,-2.8749E-002,-2.8797E-002,-2.9230E-002,-3.0002E-002
7.0000,2.2704E-026,3.2764E-026,-2.0893E-026,-2.7326E-026,2.0807E-026,2.2936E-025,8.7767E-024,2.9670E-022,9.0069E-021,2.3769E-019,5.7181E-018,1.0921E-016,1.8040E-015,2.5595E-014,3.0809E-013,3.1469E-012,2.7782E-011,2.1536E-010,1.4758E-009,8.8147E-009,4.6106E-008,2.1161E-007,8.4927E-007,2.9770E-006,9.0346E-006,2.3942E-005,5.5422E-005,1.1444E-004,2.2568E-004,3.3614E-004,3.8238E-004,3.9279E-004,3.9429E-004,3.9431E-004,3.9413E-004,3.9391E-004,3.9370E-004,3.9351E-004,3.9336E-004,3.9342E-004,3.9494E-004,4.0215E-004,4.1378E-004
8.0000,1.7695E-024,-2.5865E-023,9.7177E-024,1.9203E-023,-1.5055E-023,2.4410E-023,1.1813E-021,4.4121E-020,1.4261E-018,3.9124E-017,9.6446E-016,1.8551E-014,3.0673E-013,4.1309E-012,4.6556E-011,4.4488E-010,3.6506E-009,2.6117E-008,1.6428E-007,8.9732E-007,4.2801E-006,1.7910E-005,6.5740E-005,2.1234E-004,6.0243E-004,1.5279E-003,3.4986E-003,7.2513E-003,1.3573E-002,2.1045E-002,2.6012E-002,2.7687E-002,2.8026E-002,2.8101E-002,2.8131E-002,2.8147E-002,2.8159E-002,2.8172E-002,2.8184E-002,2.8190E-002,2.8246E-002,2.8577E-002,2.9127E-002
9.0000,4.5763E-024,-1.3132E-024,5.0850E-024,8.6616E-025,-1.1918E-023,-2.0433E-022,-8.2511E-021,-2.5580E-019,-6.8171E-018,-1.5630E-016,-3.2710E-015,-5.3999E-014,-7.6404E-013,-9.3795E-012,-9.9678E-011,-9.1532E-010,-7.1711E-009,-4.8684E-008,-2.8944E-007,-1.4905E-006,-6.6934E-006,-2.6390E-005,-9.1634E-005,-2.8205E-004,-7.7097E-004,-1.9071E-003,-4.2949E-003,-8.7068E-003,-1.5598E-002,-2.4080E-002,-3.1910E-002,-3.7103E-002,-3.9274E-002,-3.9745E-002,-3.9813E-002,-3.9812E-002,-3.9806E-002,-3.9801E-002,-3.9793E-002,-3.9779E-002,-3.9773E-002,-3.9814E-002,-3.9890E-002
