"","GLM.rmse","GLM.nse","GLM.r","GLM.bias","GLM.mae","GLM.nmae","GOTM.rmse","GOTM.nse","GOTM.r","GOTM.bias","GOTM.mae","GOTM.nmae","Simstrat.rmse","Simstrat.nse","Simstrat.r","Simstrat.bias","Simstrat.mae","Simstrat.nmae","ensemble_mean.rmse","ensemble_mean.nse","ensemble_mean.r","ensemble_mean.bias","ensemble_mean.mae","ensemble_mean.nmae"
"1",2.2572487292668,0.873558399926148,0.964233017519343,1.44974011421935,1.65897400483189,0.31499042497455,2.18499052395579,0.88141768255594,0.955299149113764,-1.11733236359662,1.77322610509043,0.189160095485605,1.75550480156396,0.923453584026627,0.961474389346153,-0.0992849037057763,1.17535473610517,0.139859419192942,1.37753683187149,0.952866764090467,0.976227841867842,0.0769960209259712,0.981041001831997,0.143161241747932
