"","GLM.rmse","GLM.nse","GLM.r","GLM.bias","GLM.mae","GLM.nmae","GOTM.rmse","GOTM.nse","GOTM.r","GOTM.bias","GOTM.mae","GOTM.nmae","Simstrat.rmse","Simstrat.nse","Simstrat.r","Simstrat.bias","Simstrat.mae","Simstrat.nmae","ensemble_mean.rmse","ensemble_mean.nse","ensemble_mean.r","ensemble_mean.bias","ensemble_mean.mae","ensemble_mean.nmae"
"1",2.55610198930431,0.831285896594454,0.948170817692481,1.32704135844171,1.77673430986684,0.185649761501546,2.48689335855761,0.833814551699995,0.937618724732242,-1.14744736865256,2.10957374326749,0.193838850850159,2.03721629166711,0.888479951635271,0.945743759830491,0.0414846349252787,1.37739367877383,0.129290686895377,1.67129725335178,0.924943887451429,0.964204426769141,0.0566621809520032,1.24261384261464,0.121916583759358
