par_id,rmse,nse,r,bias,mae,nmae
p0001,2.68300475763744,0.80637374888263,0.906166014098277,-0.415321076044989,2.06654872083263,0.17264973952861
p0002,2.03317179906748,0.888809033342429,0.945786810715418,-0.111994030552291,1.40506831626658,0.12421993668309
p0003,2.01522842291961,0.890762963125601,0.947973516076078,-0.357430617760618,1.38742407084103,0.130174668591313
p0004,2.54934469316623,0.825185090008115,0.928612165045782,-1.14382810642941,1.74859363270102,0.141179086629947
p0005,3.14817806200392,0.733412410445275,0.929589840975279,1.82124072016115,2.19521790666443,0.19303973853938
p0006,2.406071072923,0.844282201537924,0.941825155003252,0.918947102568407,1.62258846231324,0.151887929393824
p0007,3.77045077495408,0.617608788893037,0.875946084709691,-2.30950693805607,2.76519016786973,0.205788274833165
p0008,2.6803224755763,0.80676070355224,0.906216718942967,-0.420204057411449,2.05494241228806,0.171670692636285
p0009,3.94867231316172,0.580604717917724,0.927060621128051,2.87742713278496,3.07044869061608,0.256931069727236
p0010,2.83750753718128,0.783431444903702,0.942719393387563,1.73708747188182,2.15955123887863,0.191391119606605
p0011,2.21743795006395,0.867741283658632,0.942512399912126,0.670835262716132,1.73584838005708,0.155672570972367
p0012,2.18183720503689,0.871953993663128,0.94777818034056,0.792460914890045,1.6671640238375,0.150234030064394
p0013,2.32550955652123,0.854535302381891,0.947336308533898,1.07801435789827,1.82830209333557,0.165100508959005
p0014,2.19186093903738,0.870774760481297,0.945342768798456,0.624728611717307,1.48948907503777,0.136159562250547
p0015,3.04687148686238,0.750293628089874,0.903434696628909,-1.50263692630519,2.21893267248615,0.17124461013327
p0016,4.24774710961541,0.514668301338253,0.815654062205975,-2.04064009232835,3.3635658469028,0.255433083921152
p0017,2.37958773175591,0.847691271066919,0.9381396450967,0.667973745173745,1.60288986738291,0.156163868776341
p0018,2.06615215947167,0.885172488146751,0.945640453238032,-0.431962784958872,1.40125823568911,0.125724005443052
p0019,2.47053243410524,0.835826721472328,0.936609846001935,0.820802890716804,1.64782611045828,0.157374633521448
p0020,2.71095860554253,0.802318001079693,0.927625217179525,0.960541410105758,1.83270490179621,0.176847882192291
p0021,3.87837358199683,0.595404888406063,0.923207384538347,2.70826451401712,2.93334234178278,0.246258370591995
p0022,2.39484764117724,0.845731545194454,0.929293901335631,-0.728584280678194,1.70733004868222,0.138323335015868
p0023,3.18735138443425,0.726736743328657,0.923747120887203,1.71861954843042,2.16804382575122,0.193486666701259
p0024,2.15616114638568,0.874949974927218,0.945305963948799,0.49595466677858,1.48489214201779,0.137873424492411
p0025,2.65222864757608,0.810790353289675,0.910630813442166,-0.635513189524929,2.00762931509149,0.16395096593499
p0026,2.47245912889581,0.835570553905202,0.948677619194637,1.38520578143361,2.00769604163169,0.180839241470216
p0027,4.68885990411798,0.408634662323354,0.820086889187904,-2.98473041631694,3.6136845912372,0.26181876222865
p0028,2.6658402931118,0.808843263652373,0.931394444033544,1.02658044821219,1.77916777404734,0.168937828723036
p0029,2.24715735299169,0.864172308464075,0.932778025948462,-0.0302112892395501,1.69674057579318,0.14531990492083
p0030,2.214220085566,0.868124863119878,0.946444878867576,0.830950575793185,1.72503716300151,0.15497289586416
p0031,4.39077970586285,0.48143327258065,0.857796202939958,-3.03908269263052,3.3082382407252,0.242705274888716
p0032,2.39035981565771,0.846309186294049,0.925793021469333,0.276641109618936,1.86708092496223,0.163225662532647
p0033,2.16199223358967,0.874272693834088,0.950023201119824,0.810747225113312,1.57885048514353,0.141967303449703
p0034,2.14364561410359,0.876397478400074,0.949535862368694,0.757526882659057,1.59030223938224,0.142418376768314
p0035,4.29371538993579,0.504107135872237,0.842966247217967,-2.66321009904314,3.24735524928655,0.23643778662535
p0036,2.2054884055716,0.869162900010422,0.935537499275757,-0.168771477253651,1.6340350931677,0.140527717214294
p0037,2.9740884853581,0.762081001804971,0.932928882978299,1.63540202316602,2.06108853248279,0.184146540573095
p0038,4.35638360070827,0.489526054812046,0.822607447779424,-2.42768958704046,3.38250108947457,0.251577647906661
p0039,2.2897306365226,0.858976937585675,0.934571092432198,0.450724634883331,1.78499357226792,0.158202798204954
p0040,2.58863068093441,0.819755699905742,0.940732005382882,1.24606117508813,1.79175808964244,0.162842028083145
p0041,3.66557706437646,0.638585094063424,0.892871127104522,-2.40987129427564,2.66076485479268,0.201138700283286
p0042,2.24595756297137,0.864317310507619,0.93922575499874,-0.741588004028874,1.5377399395669,0.132988910539526
p0043,2.03803357065535,0.888276632280108,0.948024717696879,0.309027774047339,1.41494391640087,0.127761002917217
p0044,3.94128432015159,0.582172632659449,0.836905787201801,-1.83550669464496,3.07798656370656,0.235857786690523
p0045,3.79254946663632,0.613113247214431,0.929873219158299,2.74325046499916,2.94801418499245,0.248751980472976
p0046,2.29845834022963,0.857899821175029,0.946948716586648,0.959905979519893,1.66047632029545,0.148963244287308
p0047,2.91203752129785,0.771905252578428,0.893061902260524,-0.716366061776062,2.22593694309216,0.182073566205899
p0048,4.66597479143544,0.41439317761288,0.834300964645506,-3.14910397683398,3.55770699848917,0.259304380980342
p0049,3.28702064248524,0.709379520946339,0.892537618972257,-1.7446694947121,2.37076770186335,0.1790207122433
