par_id,rmse,nse,r,bias,mae,nmae
p00001,2.81332005615944,0.795350659845385,0.92251788963582,0.888158714862964,2.05684239282995,0.225611741244919
p00002,4.41918438801772,0.4946027237922,0.911369787987144,3.16110937493024,3.23798344783384,0.289932632647362
p00003,2.03102343654501,0.893372782199039,0.951357222853532,0.298783727582286,1.53013495821558,0.174025085304668
p00004,2.6972516087922,0.811994264773903,0.932790803838696,1.00839769210793,1.86040142027154,0.20360948882447
p00005,3.57633391801444,0.669508168614426,0.893316284714373,1.40734048827903,2.4922612994256,0.242629738188852
p00006,2.7866181762429,0.799097737691464,0.948906759118869,1.77314226666173,2.0451611695125,0.20270359396777
p00007,2.69393463922585,0.812386554286368,0.94378399082423,1.40579035639149,1.86472849243034,0.187314476034342
p00008,4.31701361697396,0.517545510054739,0.898118670785119,2.80712975165148,2.98092333948767,0.271001407507672
p00009,2.40964931462515,0.849900282127273,0.937819337163671,0.599153758150445,1.75338581075606,0.203886405592178
p00010,3.39643730354355,0.701779801503643,0.910057651526864,1.53893436936248,2.3096381925459,0.221824799441284
p00011,1.82213007684573,0.914221491123279,0.962946684032369,-0.517832553322065,1.36198618902216,0.160063197419107
p00012,3.22717227912434,0.73081530896084,0.926703968479183,1.77162364521329,2.18803165956695,0.213563723647996
p00013,2.27194623715427,0.866544620763107,0.941987241494702,0.457785390239307,1.66167238687748,0.196261596747154
p00014,2.3101722601577,0.861957796255126,0.94476610617937,0.716425064266439,1.624399851225,0.190119534221714
p00015,1.79792589210456,0.916422641107865,0.967146783853573,0.545302941646003,1.33053203383029,0.146359467640732
p00016,3.40483478554753,0.700334448409305,0.912766675606438,1.60803735221688,2.29101922692337,0.219196059678398
p00017,3.12461933086718,0.747641978582819,0.927964749484477,1.69883298150894,2.11728909755765,0.209297699703529
p00018,4.47253540888148,0.482926465774156,0.853739942780273,2.11026901168957,3.01616754203127,0.28061949617129
p00019,3.33462889255766,0.712685217317639,0.894973683047892,0.874943959255106,2.43013858834846,0.240136866583145
p00020,2.67035351797074,0.815781570997426,0.92748827635423,0.647400273154443,1.96205934123937,0.217228480293811
p00021,2.98389399913241,0.769705228157863,0.94545597193961,1.92539049502696,2.15817779145035,0.2078077387607
p00022,2.71826945967805,0.808994927467547,0.930302617445137,0.897249256333865,1.90792405560151,0.202788516970597
p00023,3.18995363809709,0.736955859610652,0.911218909642825,1.26606986965991,2.22534747943545,0.231054219582598
p00024,1.96945623187289,0.899707084443364,0.961737505878855,0.590241227135198,1.4848746893247,0.1626695433658
p00025,4.58092322206474,0.456770806993497,0.899564972533284,3.15268086019269,3.24635211443743,0.286257737817165
p00026,4.72475474296507,0.422218099473833,0.862228006416712,2.76766142032344,3.2012277132257,0.293092781580832
p00027,4.31784615982727,0.517772885289205,0.905755328044739,2.93645723872579,3.0412378016071,0.271261603855801
p00028,4.25359871929605,0.532507868941932,0.849421974336887,1.48100816822427,2.98773460731831,0.278772751865975
p00029,4.5550750450451,0.463641737381282,0.880094567595821,2.75677815215038,3.07762017943363,0.266403302687545
p00030,4.04082477758256,0.577440396047771,0.922886681292018,2.91884663093363,3.01253122716566,0.280386176674516
p00031,3.89662963006767,0.607601651171411,0.888802321523335,1.98030035373365,2.64507540148905,0.250809058062421
p00032,2.77602873373473,0.800808426947124,0.930203167889898,1.23173559026282,1.91075553108599,0.211585872723057
p00033,1.8484992960838,0.911679478183017,0.961271540959814,0.376733688368984,1.36210780818557,0.162361269606639
p00034,2.867798671027,0.787383340137964,0.932956444150841,1.47151078946993,1.93920966168532,0.208462766870427
p00035,2.66735362480839,0.816098937008478,0.936244369646659,1.15554756641007,1.82325454407409,0.197771044158568
p00036,3.84924956792338,0.616972094565154,0.893795374888267,2.03761696282284,2.61582306611286,0.250968304596791
p00037,3.11848685556424,0.748363998905022,0.93512415463414,1.9403025678727,2.23628921484577,0.219661352819429
p00038,4.279176307257,0.526649468543036,0.892692728599624,2.61761440858494,2.88875503727625,0.254712795375154
p00039,2.25414363764831,0.868686504086819,0.941970557435995,0.463708557468107,1.63621255649278,0.195721916182955
p00040,3.28039748841826,0.721955327244674,0.919747720972812,1.69509128870945,2.2236624349266,0.222008385903582
p00041,3.94488446312023,0.598096287192474,0.872864916838978,1.54455940223404,2.73462655134798,0.262068655284112
p00042,3.82484216359354,0.621355495033192,0.931394399107793,2.73934443398949,2.83327002634322,0.260902623031386
p00043,4.68274238251343,0.432764129825472,0.872900372781715,2.8218185648127,3.14294632054767,0.278229640660471
p00044,4.68746568525645,0.432092678280103,0.853812644721527,2.43646880240705,3.11689804025821,0.281744793510266
p00045,3.14712571081812,0.743817164366421,0.924456907934865,1.72342621812084,2.12493578666235,0.218793724814442
p00046,3.26754199928108,0.723840712476679,0.93170511778796,2.0103844392025,2.26528541853,0.218373879654465
p00047,3.8745169581766,0.611916674797704,0.888105824156177,1.85697856561502,2.64660894295157,0.252300137792496
p00048,2.89457244422427,0.783422377846423,0.932755537432125,1.3888520783047,1.97057660635501,0.202577173268391
p00049,2.17233223964757,0.878018234242458,0.94955686224532,0.565777421413218,1.59515382883548,0.177558716811478
p00050,4.53063169090802,0.468900207207951,0.898478852725494,3.08145631864454,3.2306809659427,0.288032781978153
p00051,2.2968512129296,0.863627872580486,0.94533403987929,0.607758405720199,1.63272426868548,0.190428993956043
p00052,4.62413035537646,0.446788572209702,0.879038501926099,2.91215807512553,3.20493943095446,0.295150322457418
p00053,3.03448260081447,0.762134876910627,0.923765418902625,1.48027443580601,2.06423422872164,0.221447528354493
p00054,3.92175174070403,0.601951356476435,0.916687212117978,2.61616030069738,2.77347109152589,0.255267081220668
p00055,2.47370070558548,0.84191529224415,0.937902840950587,0.536734257831948,1.7648708949951,0.188384702040673
p00056,2.93787439566339,0.776876802672631,0.926245657591983,1.39459989324872,1.98815126279624,0.210594926372198
p00057,3.54969423154834,0.674210979019385,0.915351398235298,2.02599901576175,2.39449792049147,0.22621432971025
p00058,3.44583785989416,0.692931576655174,0.915496609007011,1.91226904756722,2.36344065171914,0.234164426163268
p00059,3.35817728950726,0.708513486732862,0.905134924277698,1.33273461675547,2.37198428550165,0.234944697121833
p00060,2.7030951158372,0.811109137971256,0.934076136129196,1.01624661541591,1.9032289335787,0.197035076967855
p00061,4.41378474380325,0.496615141574313,0.862343439369037,2.17604304512511,2.96420503815509,0.274271636538281
p00062,4.41475547948281,0.495883856604518,0.899837389339501,2.97113908279273,3.08012378935096,0.273602977323531
p00063,4.51505228845253,0.472070845499222,0.890568286983579,2.91993574957888,3.15758843923045,0.285310981985828
p00064,3.54339623840175,0.675476989530146,0.905263193993794,1.81771405402756,2.42362309865006,0.238485920078269
p00065,3.11220364099127,0.749667406672678,0.930642872833354,1.6995761806786,2.14400113093292,0.20650113556368
p00066,5.43831239044944,0.23477893473036,0.872428996222977,3.83528941812299,3.9102077830638,0.326025515654247
p00067,4.78491081314317,0.407611921997746,0.8841876969891,3.17153508429534,3.35527868065856,0.295850702132325
p00068,1.96376059982259,0.900389093351524,0.953901348210396,-0.416037922496665,1.47280308040112,0.177433908294227
p00069,2.5813732472139,0.827758355099706,0.941576471305166,1.2286362656578,1.73858937305537,0.186060026948144
