datetime,depth,temp,OXY_oxy
1999-10-07 00:00:00,13,14.6,237.5
1999-10-07 00:00:00,14,14.6,237.5
1999-10-07 00:00:00,15,14.6,237.5
1999-10-07 00:00:00,16,14.6,237.5
1999-10-07 00:00:00,17,14.5,228.125
1999-10-07 00:00:00,18,13.3,9.375
1999-10-07 00:00:00,19,12.5,6.25
1999-10-07 00:00:00,20,12.4,6.25
1999-10-07 00:00:00,21,12.3,6.25
1999-10-07 00:00:00,22,12.2,6.25
1999-10-07 00:00:00,23,12,3.125
1999-10-07 00:00:00,24,12,3.125
1999-10-26 00:00:00,0,11.5,359.375
1999-10-26 00:00:00,1,11.4,356.25
1999-10-26 00:00:00,2,11.4,356.25
1999-10-26 00:00:00,3,11.4,343.75
1999-10-26 00:00:00,4,11.4,337.5
1999-10-26 00:00:00,5,11.4,325
1999-10-26 00:00:00,6,11.4,328.125
1999-10-26 00:00:00,7,11.4,328.125
1999-10-26 00:00:00,8,11.4,328.125
1999-10-26 00:00:00,9,11.4,328.125
1999-10-26 00:00:00,10,11.4,328.125
1999-10-26 00:00:00,11,11.4,328.125
1999-10-26 00:00:00,12,11.4,325
1999-10-26 00:00:00,13,11.4,325
1999-10-26 00:00:00,14,11.4,325
1999-10-26 00:00:00,15,11.4,321.875
1999-10-26 00:00:00,16,11.4,318.75
1999-10-26 00:00:00,17,11.4,321.875
1999-10-26 00:00:00,18,11.4,318.75
1999-10-26 00:00:00,19,11.4,321.875
1999-10-26 00:00:00,20,11.4,321.875
1999-10-26 00:00:00,21,11.4,321.875
1999-10-26 00:00:00,22,11.4,321.875
1999-10-26 00:00:00,23,11.4,321.875
1999-11-22 00:00:00,0,9.4,331.25
1999-11-22 00:00:00,1,9.4,331.25
1999-11-22 00:00:00,2,9.3,331.25
1999-11-22 00:00:00,3,9.3,331.25
1999-11-22 00:00:00,4,9.3,331.25
1999-11-22 00:00:00,5,9.3,331.25
1999-11-22 00:00:00,6,9.3,328.125
1999-11-22 00:00:00,7,9.3,328.125
1999-11-22 00:00:00,8,9.3,328.125
1999-11-22 00:00:00,9,9.3,328.125
1999-11-22 00:00:00,10,9.3,328.125
1999-11-22 00:00:00,11,9.3,325
1999-11-22 00:00:00,12,9.3,325
1999-11-22 00:00:00,13,9.3,325
1999-11-22 00:00:00,14,9.3,325
1999-11-22 00:00:00,15,9.3,325
1999-11-22 00:00:00,16,9.3,325
1999-11-22 00:00:00,17,9.3,325
1999-11-22 00:00:00,18,9.3,325
1999-11-22 00:00:00,19,9.3,325
1999-11-22 00:00:00,20,9.3,325
1999-11-22 00:00:00,21,9.3,321.875
1999-11-22 00:00:00,22,9.3,321.875
1999-11-22 00:00:00,23,9.3,315.625
2000-01-24 00:00:00,0,0.8,446.875
2000-01-24 00:00:00,1,0.4,493.75
2000-01-24 00:00:00,2,0.4,493.75
2000-01-24 00:00:00,3,0.3,493.75
2000-01-24 00:00:00,4,0.4,481.25
2000-01-24 00:00:00,5,0.4,481.25
2000-01-24 00:00:00,6,0.4,478.125
2000-01-24 00:00:00,7,0.4,478.125
2000-01-24 00:00:00,8,0.4,475
2000-01-24 00:00:00,9,0.4,471.875
2000-01-24 00:00:00,10,0.4,471.875
2000-01-24 00:00:00,11,0.4,468.75
2000-01-24 00:00:00,12,0.4,468.75
2000-01-24 00:00:00,13,0.4,468.75
2000-01-24 00:00:00,14,0.4,468.75
2000-01-24 00:00:00,15,0.4,468.75
2000-01-24 00:00:00,16,0.5,465.625
2000-01-24 00:00:00,17,0.6,459.375
2000-01-24 00:00:00,18,0.7,428.125
2000-01-24 00:00:00,19,0.9,415.625
2000-01-24 00:00:00,20,1,403.125
2000-01-24 00:00:00,21,1.1,378.125
2000-01-24 00:00:00,22,1.2,375
2000-01-24 00:00:00,23,1.2,400
2000-01-24 00:00:00,24,1.6,284.375
2000-02-28 00:00:00,0,1.2,421.875
2000-02-28 00:00:00,1,1.4,437.5
2000-02-28 00:00:00,2,1.2,446.875
2000-02-28 00:00:00,3,1.2,450
2000-02-28 00:00:00,4,1.1,450
2000-02-28 00:00:00,5,1.1,453.125
2000-02-28 00:00:00,6,1.1,453.125
2000-02-28 00:00:00,7,1.1,443.75
2000-02-28 00:00:00,8,1.1,443.75
2000-02-28 00:00:00,9,1.1,443.75
2000-02-28 00:00:00,10,1.1,446.875
2000-02-28 00:00:00,11,1.1,446.875
2000-02-28 00:00:00,12,1.1,446.875
2000-02-28 00:00:00,13,1.1,446.875
2000-02-28 00:00:00,14,1.1,446.875
2000-02-28 00:00:00,15,1.1,446.875
2000-02-28 00:00:00,16,1.1,421.875
2000-02-28 00:00:00,17,1.2,384.375
2000-02-28 00:00:00,18,1.5,331.25
2000-02-28 00:00:00,19,1.7,284.375
2000-02-28 00:00:00,20,2,228.125
2000-02-28 00:00:00,21,2.2,12.5
2000-03-13 00:00:00,0,3,409.375
2000-03-13 00:00:00,1,2.9,406.25
2000-03-13 00:00:00,2,2.9,406.25
2000-03-13 00:00:00,3,2.9,406.25
2000-03-13 00:00:00,4,2.9,406.25
2000-03-13 00:00:00,5,2.9,406.25
2000-03-13 00:00:00,6,2.8,403.125
2000-03-13 00:00:00,7,2.8,406.25
2000-03-13 00:00:00,8,2.8,406.25
2000-03-13 00:00:00,9,2.8,406.25
2000-03-13 00:00:00,10,2.8,406.25
2000-03-13 00:00:00,11,2.8,406.25
2000-03-13 00:00:00,12,2.8,406.25
2000-03-13 00:00:00,13,2.8,406.25
2000-03-13 00:00:00,14,2.8,406.25
2000-03-13 00:00:00,15,2.8,406.25
2000-03-13 00:00:00,16,2.8,406.25
2000-03-13 00:00:00,17,2.8,406.25
2000-03-13 00:00:00,18,2.8,406.25
2000-03-13 00:00:00,19,2.8,406.25
2000-03-13 00:00:00,20,2.9,406.25
2000-03-13 00:00:00,21,2.9,406.25
2000-03-13 00:00:00,22,2.9,406.25
2000-03-13 00:00:00,23,2.9,406.25
2000-03-13 00:00:00,24,2.9,406.25
2000-03-29 00:00:00,0,4.4,421.875
2000-03-29 00:00:00,1,4.3,425
2000-03-29 00:00:00,2,4.3,425
2000-03-29 00:00:00,3,4.3,425
2000-03-29 00:00:00,4,4.3,425
2000-03-29 00:00:00,5,4.2,431.25
2000-03-29 00:00:00,6,4.3,428.125
2000-03-29 00:00:00,7,4.2,431.25
2000-03-29 00:00:00,8,4.2,428.125
2000-03-29 00:00:00,9,4.2,428.125
2000-03-29 00:00:00,10,4.2,428.125
2000-03-29 00:00:00,11,4.2,425
2000-03-29 00:00:00,12,4.2,425
2000-03-29 00:00:00,13,4.2,425
2000-03-29 00:00:00,14,4.2,425
2000-03-29 00:00:00,15,4.2,425
2000-03-29 00:00:00,16,4.2,425
2000-03-29 00:00:00,17,4.2,425
2000-03-29 00:00:00,18,4.2,428.125
2000-03-29 00:00:00,19,4.2,425
2000-03-29 00:00:00,20,4.1,428.125
2000-03-29 00:00:00,21,4.1,425
2000-03-29 00:00:00,22,4.2,425
2000-03-29 00:00:00,23,4.1,425
2000-04-10 00:00:00,0,5.7,406.25
2000-04-10 00:00:00,1,5.7,400
2000-04-10 00:00:00,2,5.7,400
2000-04-10 00:00:00,3,5.7,400
2000-04-10 00:00:00,4,5.7,403.125
2000-04-10 00:00:00,5,5.7,403.125
2000-04-10 00:00:00,6,5.7,409.375
2000-04-10 00:00:00,7,5.7,409.375
2000-04-10 00:00:00,8,5.7,412.5
2000-04-10 00:00:00,9,5.7,412.5
2000-04-10 00:00:00,10,5.7,415.625
2000-04-10 00:00:00,11,5.7,415.625
2000-04-10 00:00:00,12,5.7,418.75
2000-04-10 00:00:00,13,5.6,418.75
2000-04-10 00:00:00,14,5.6,418.75
2000-04-10 00:00:00,15,5.6,418.75
2000-04-10 00:00:00,16,5.6,418.75
2000-04-10 00:00:00,17,5.6,421.875
2000-04-10 00:00:00,18,5.6,418.75
2000-04-10 00:00:00,19,5.6,418.75
2000-04-10 00:00:00,20,5.6,418.75
2000-04-10 00:00:00,21,5.6,418.75
2000-04-10 00:00:00,22,5.6,418.75
2000-04-10 00:00:00,23,5.6,418.75
2000-04-10 00:00:00,24,5.6,409.375
2000-04-25 00:00:00,0,7.5,368.75
2000-04-25 00:00:00,1,7.3,371.875
2000-04-25 00:00:00,2,7.2,371.875
2000-04-25 00:00:00,3,7.2,371.875
2000-04-25 00:00:00,4,7.2,371.875
2000-04-25 00:00:00,5,7.1,368.75
2000-04-25 00:00:00,6,7.1,368.75
2000-04-25 00:00:00,7,7.1,365.625
2000-04-25 00:00:00,8,7.1,365.625
2000-04-25 00:00:00,9,7.1,365.625
2000-04-25 00:00:00,10,7.1,368.75
2000-04-25 00:00:00,11,7.1,368.75
2000-04-25 00:00:00,12,7.1,371.875
2000-04-25 00:00:00,13,7.1,371.875
2000-04-25 00:00:00,14,7.1,371.875
2000-04-25 00:00:00,15,7.1,371.875
2000-04-25 00:00:00,16,7,371.875
2000-04-25 00:00:00,17,7,371.875
2000-04-25 00:00:00,18,6.7,365.625
2000-04-25 00:00:00,19,6.6,362.5
2000-04-25 00:00:00,20,6.5,359.375
2000-04-25 00:00:00,21,6.5,359.375
2000-04-25 00:00:00,22,6.5,356.25
2000-04-25 00:00:00,23,6.4,356.25
2000-04-25 00:00:00,24,6.4,353.125
2000-05-09 00:00:00,0,16.8,315.625
2000-05-09 00:00:00,1,16.8,318.75
2000-05-09 00:00:00,2,16.8,318.75
2000-05-09 00:00:00,3,16.8,318.75
2000-05-09 00:00:00,4,16.6,318.75
2000-05-09 00:00:00,5,16.5,318.75
2000-05-09 00:00:00,6,16,321.875
2000-05-09 00:00:00,7,9.7,331.25
2000-05-09 00:00:00,8,9.3,331.25
2000-05-09 00:00:00,9,8.8,331.25
2000-05-09 00:00:00,10,8.6,328.125
2000-05-09 00:00:00,11,8.2,331.25
2000-05-09 00:00:00,12,7.9,318.75
2000-05-09 00:00:00,13,7.8,318.75
2000-05-09 00:00:00,14,7.7,318.75
2000-05-09 00:00:00,15,7.6,321.875
2000-05-09 00:00:00,16,7.5,315.625
2000-05-09 00:00:00,17,7.4,321.875
2000-05-09 00:00:00,18,7.3,334.375
2000-05-09 00:00:00,19,7.1,315.625
2000-05-09 00:00:00,20,7,318.75
2000-05-09 00:00:00,21,6.9,287.5
2000-05-09 00:00:00,22,6.9,281.25
2000-05-09 00:00:00,23,6.8,278.125
2000-05-09 00:00:00,24,6.8,278.125
2000-05-22 00:00:00,0,13.7,303.125
2000-05-22 00:00:00,1,13.7,303.125
2000-05-22 00:00:00,2,13.7,303.125
2000-05-22 00:00:00,3,13.7,303.125
2000-05-22 00:00:00,4,13.7,303.125
2000-05-22 00:00:00,5,13.7,303.125
2000-05-22 00:00:00,6,13.6,300
2000-05-22 00:00:00,7,13.6,303.125
2000-05-22 00:00:00,8,13.5,300
2000-05-22 00:00:00,9,12.1,293.75
2000-05-22 00:00:00,9.5,11.8,287.5
2000-05-22 00:00:00,10,11.7,284.375
2000-05-22 00:00:00,10.5,11.6,284.375
2000-05-22 00:00:00,11,11.5,284.375
2000-05-22 00:00:00,11.5,11.4,287.5
2000-05-22 00:00:00,12,11.3,290.625
2000-05-22 00:00:00,13,11.2,281.25
2000-05-22 00:00:00,14,11.1,278.125
2000-05-22 00:00:00,15,10.6,271.875
2000-05-22 00:00:00,16,9.8,253.125
2000-05-22 00:00:00,17,9.1,243.75
2000-05-22 00:00:00,18,8.9,240.625
2000-05-22 00:00:00,19,8.8,234.375
2000-05-22 00:00:00,20,8.7,231.25
2000-05-22 00:00:00,21,8.6,228.125
2000-05-22 00:00:00,22,8.5,228.125
2000-05-22 00:00:00,23,8.4,221.875
2000-05-22 00:00:00,24,8.1,196.875
2000-05-22 00:00:00,24.5,8.1,3.125
2000-06-06 00:00:00,0,15.7,293.75
2000-06-06 00:00:00,1,15.7,290.625
2000-06-06 00:00:00,2,15.5,290.625
2000-06-06 00:00:00,3,15.4,290.625
2000-06-06 00:00:00,4,15.3,287.5
2000-06-06 00:00:00,5,15.3,284.375
2000-06-06 00:00:00,6,15.3,284.375
2000-06-06 00:00:00,7,15.3,281.25
2000-06-06 00:00:00,8,15.3,281.25
2000-06-06 00:00:00,9,15.3,281.25
2000-06-06 00:00:00,10,15.3,281.25
2000-06-06 00:00:00,11,15.2,281.25
2000-06-06 00:00:00,12,15.2,281.25
2000-06-06 00:00:00,13,15.2,281.25
2000-06-06 00:00:00,14,14.7,265.625
2000-06-06 00:00:00,14.5,13.6,243.75
2000-06-06 00:00:00,15,13.4,240.625
2000-06-06 00:00:00,15.5,13.3,237.5
2000-06-06 00:00:00,16,12.8,231.25
2000-06-06 00:00:00,16.5,12.5,225
2000-06-06 00:00:00,17,12.1,218.75
2000-06-06 00:00:00,17.5,11.9,209.375
2000-06-06 00:00:00,18,11.5,200
2000-06-06 00:00:00,18.5,11.4,196.875
2000-06-06 00:00:00,19,11.1,187.5
2000-06-06 00:00:00,19.5,11,181.25
2000-06-06 00:00:00,20,10.9,178.125
2000-06-06 00:00:00,21,10.7,171.875
2000-06-06 00:00:00,22,10.6,165.625
2000-06-06 00:00:00,23,10.5,156.25
2000-06-06 00:00:00,24,10.3,125
2000-06-06 00:00:00,25,10.2,100
2000-06-06 00:00:00,25.2,10.1,3.125
2000-06-19 00:00:00,0,19.5,312.5
2000-06-19 00:00:00,1,19.3,312.5
2000-06-19 00:00:00,2,19.3,315.625
2000-06-19 00:00:00,3,19.2,312.5
2000-06-19 00:00:00,4,19.1,309.375
2000-06-19 00:00:00,5,19.1,309.375
2000-06-19 00:00:00,6,19,303.125
2000-06-19 00:00:00,7,19,296.875
2000-06-19 00:00:00,8,18.9,296.875
2000-06-19 00:00:00,9,18.6,281.25
2000-06-19 00:00:00,10,18.3,262.5
2000-06-19 00:00:00,11,18,256.25
2000-06-19 00:00:00,12,15.8,209.375
2000-06-19 00:00:00,12.5,14.4,190.625
2000-06-19 00:00:00,13,13.8,175
2000-06-19 00:00:00,13.5,13.3,159.375
2000-06-19 00:00:00,14,13.2,156.25
2000-06-19 00:00:00,14.5,12.8,150
2000-06-19 00:00:00,15,12.6,143.75
2000-06-19 00:00:00,15.5,12.3,140.625
2000-06-19 00:00:00,16,12.2,131.25
2000-06-19 00:00:00,16.5,12,128.125
2000-06-19 00:00:00,17,11.7,118.75
2000-06-19 00:00:00,17.5,11.4,93.75
2000-06-19 00:00:00,18,11.2,90.625
2000-06-19 00:00:00,18.5,11.1,65.625
2000-06-19 00:00:00,19,10.9,62.5
2000-06-19 00:00:00,19.5,10.8,59.375
2000-06-19 00:00:00,20,10.7,46.875
2000-06-19 00:00:00,20.5,10.7,46.875
2000-06-19 00:00:00,21,10.7,40.625
2000-06-19 00:00:00,21.5,10.7,37.5
2000-06-19 00:00:00,22,10.7,37.5
2000-06-19 00:00:00,22.5,10.6,37.5
2000-06-19 00:00:00,23,10.6,37.5
2000-06-19 00:00:00,23.5,10.6,37.5
2000-06-19 00:00:00,24,10.6,37.5
2000-06-19 00:00:00,24.5,10.6,37.5
2000-06-19 00:00:00,25,10.5,6.25
2000-06-19 00:00:00,25.1,10.5,3.125
2000-07-03 00:00:00,0,21.3,268.75
2000-07-03 00:00:00,1,21.3,268.75
2000-07-03 00:00:00,2,21.3,268.75
2000-07-03 00:00:00,3,21.3,268.75
2000-07-03 00:00:00,4,21.3,268.75
2000-07-03 00:00:00,5,21.3,262.5
2000-07-03 00:00:00,6,21.3,268.75
2000-07-03 00:00:00,7,21.3,265.625
2000-07-03 00:00:00,8,21.1,256.25
2000-07-03 00:00:00,9,20.2,240.625
2000-07-03 00:00:00,10,19.1,212.5
2000-07-03 00:00:00,11,19,215.625
2000-07-03 00:00:00,12,17.9,184.375
2000-07-03 00:00:00,12.5,17.2,162.5
2000-07-03 00:00:00,13,15.7,118.75
2000-07-03 00:00:00,13.5,14.5,78.125
2000-07-03 00:00:00,14,14.2,68.75
2000-07-03 00:00:00,14.5,13.5,53.125
2000-07-03 00:00:00,15,12.9,37.5
2000-07-03 00:00:00,15.5,12.6,28.125
2000-07-03 00:00:00,16,12.3,15.625
2000-07-03 00:00:00,17,11.9,9.375
2000-07-03 00:00:00,18,11.9,9.375
2000-07-03 00:00:00,19,11.7,3.125
2000-07-03 00:00:00,20,11.6,3.125
2000-07-03 00:00:00,21,11.5,3.125
2000-07-03 00:00:00,22,11.4,3.125
2000-07-03 00:00:00,23,11.3,3.125
2000-07-03 00:00:00,24,11.1,3.125
2000-07-03 00:00:00,25,11,3.125
2000-07-03 00:00:00,25.2,11,3.125
2000-07-17 00:00:00,0,25.2,375
2000-07-17 00:00:00,1,25.2,375
2000-07-17 00:00:00,2,25.2,378.125
2000-07-17 00:00:00,3,25.1,371.875
2000-07-17 00:00:00,4,25.1,371.875
2000-07-17 00:00:00,5,25,362.5
2000-07-17 00:00:00,6,24.7,346.875
2000-07-17 00:00:00,7,24.2,306.25
2000-07-17 00:00:00,8,21.2,165.625
2000-07-17 00:00:00,8.5,20.6,150
2000-07-17 00:00:00,9,19.7,128.125
2000-07-17 00:00:00,9.5,19.4,121.875
2000-07-17 00:00:00,10,18.8,103.125
2000-07-17 00:00:00,11,17.8,71.875
2000-07-17 00:00:00,12,16.9,40.625
2000-07-17 00:00:00,13,15.5,9.375
2000-07-17 00:00:00,14,14.4,6.25
2000-07-17 00:00:00,15,13.6,3.125
2000-07-17 00:00:00,16,13.1,3.125
2000-07-17 00:00:00,17,12.7,3.125
2000-07-17 00:00:00,18,12.4,3.125
2000-07-17 00:00:00,19,12.1,3.125
2000-07-17 00:00:00,20,12,3.125
2000-07-17 00:00:00,21,11.8,3.125
2000-07-17 00:00:00,22,11.3,3.125
2000-07-17 00:00:00,23,11.2,3.125
2000-07-31 00:00:00,0,22.7,256.25
2000-07-31 00:00:00,1,22.7,256.25
2000-07-31 00:00:00,2,22.7,256.25
2000-07-31 00:00:00,3,22.7,256.25
2000-07-31 00:00:00,4,22.7,256.25
2000-07-31 00:00:00,5,22.7,256.25
2000-07-31 00:00:00,6,22.7,256.25
2000-07-31 00:00:00,7,22.7,256.25
2000-07-31 00:00:00,8,22.7,253.125
2000-07-31 00:00:00,9,22.7,256.25
2000-07-31 00:00:00,9.5,22.2,200
2000-07-31 00:00:00,10,21.1,53.125
2000-07-31 00:00:00,10.5,19.2,9.375
2000-07-31 00:00:00,11,18.7,6.25
2000-07-31 00:00:00,11.5,18.2,6.25
2000-07-31 00:00:00,12,17.4,6.25
2000-07-31 00:00:00,12.5,17.1,6.25
2000-07-31 00:00:00,13,16.3,6.25
2000-07-31 00:00:00,13.5,15.7,6.25
2000-07-31 00:00:00,14,15,6.25
2000-07-31 00:00:00,14.5,14.3,3.125
2000-07-31 00:00:00,15,13.8,6.25
2000-07-31 00:00:00,15.5,13.6,3.125
2000-07-31 00:00:00,16,13.4,3.125
2000-07-31 00:00:00,17,12.9,3.125
2000-07-31 00:00:00,18,12.5,3.125
2000-07-31 00:00:00,19,12.1,3.125
2000-07-31 00:00:00,20,11.8,3.125
2000-07-31 00:00:00,21,11.5,3.125
2000-07-31 00:00:00,22,11.4,3.125
2000-07-31 00:00:00,23,11.4,3.125
2000-07-31 00:00:00,24,11.3,3.125
2000-07-31 00:00:00,24.2,11.3,3.125
2000-08-16 00:00:00,0,24.7,268.75
2000-08-16 00:00:00,1,24.7,265.625
2000-08-16 00:00:00,2,24.7,265.625
2000-08-16 00:00:00,3,24.8,265.625
2000-08-16 00:00:00,4,24.8,265.625
2000-08-16 00:00:00,5,24.8,265.625
2000-08-16 00:00:00,6,24.8,265.625
2000-08-16 00:00:00,7,24.8,268.75
2000-08-16 00:00:00,8,24.7,262.5
2000-08-16 00:00:00,8.5,23.8,109.375
2000-08-16 00:00:00,9,23.2,81.25
2000-08-16 00:00:00,9.5,22.8,53.125
2000-08-16 00:00:00,10,20.9,9.375
2000-08-16 00:00:00,10.5,18.8,6.25
2000-08-16 00:00:00,11,18.2,6.25
2000-08-16 00:00:00,11.5,17.7,6.25
2000-08-16 00:00:00,12,16.9,6.25
2000-08-16 00:00:00,12.5,16.2,6.25
2000-08-16 00:00:00,13,15.7,6.25
2000-08-16 00:00:00,13.5,15,6.25
2000-08-16 00:00:00,14,14.8,6.25
2000-08-16 00:00:00,15,14.1,6.25
2000-08-16 00:00:00,16,13.3,6.25
2000-08-16 00:00:00,17,12.6,6.25
2000-08-16 00:00:00,18,12.5,6.25
2000-08-16 00:00:00,19,12.2,6.25
2000-08-16 00:00:00,20,12,6.25
2000-08-16 00:00:00,21,11.9,6.25
2000-08-16 00:00:00,22,11.8,6.25
2000-08-16 00:00:00,23,11.7,6.25
2000-08-16 00:00:00,24,11.5,6.25
2000-08-16 00:00:00,24.5,11.4,3.125
2000-08-28 00:00:00,0,22.8,246.875
2000-08-28 00:00:00,1,22.8,246.875
2000-08-28 00:00:00,2,22.8,246.875
2000-08-28 00:00:00,3,22.8,243.75
2000-08-28 00:00:00,4,22.8,243.75
2000-08-28 00:00:00,5,22.7,240.625
2000-08-28 00:00:00,6,22.7,240.625
2000-08-28 00:00:00,7,22.7,237.5
2000-08-28 00:00:00,8,22.7,237.5
2000-08-28 00:00:00,8.5,22.6,234.375
2000-08-28 00:00:00,9,22.6,225
2000-08-28 00:00:00,9.5,22.3,196.875
2000-08-28 00:00:00,10,21.9,131.25
2000-08-28 00:00:00,10.5,20.2,6.25
2000-08-28 00:00:00,11,19.5,3.125
2000-08-28 00:00:00,11.5,18.8,3.125
2000-08-28 00:00:00,12,18.4,3.125
2000-08-28 00:00:00,13,16.8,3.125
2000-08-28 00:00:00,14,14.8,3.125
2000-08-28 00:00:00,15,13.8,3.125
2000-08-28 00:00:00,16,13.4,3.125
2000-08-28 00:00:00,17,13.2,3.125
2000-08-28 00:00:00,18,12.6,3.125
2000-08-28 00:00:00,19,12.3,3.125
2000-08-28 00:00:00,20,12.1,3.125
2000-08-28 00:00:00,21,11.9,3.125
2000-08-28 00:00:00,22,11.8,3.125
2000-08-28 00:00:00,23,11.7,3.125
2000-08-28 00:00:00,23.2,11.7,3.125
2000-09-25 00:00:00,0,17.3,206.25
2000-09-25 00:00:00,1,17.4,203.125
2000-09-25 00:00:00,2,17.4,203.125
2000-09-25 00:00:00,3,17.4,203.125
2000-09-25 00:00:00,4,17.4,203.125
2000-09-25 00:00:00,5,17.4,203.125
2000-09-25 00:00:00,6,17.4,203.125
2000-09-25 00:00:00,7,17.4,200
2000-09-25 00:00:00,8,17.4,200
2000-09-25 00:00:00,9,17.4,200
2000-09-25 00:00:00,10,17.4,200
2000-09-25 00:00:00,11,17.4,200
2000-09-25 00:00:00,12,17.4,200
2000-09-25 00:00:00,13,17.4,200
2000-09-25 00:00:00,14,17.4,200
2000-09-25 00:00:00,15,17.4,196.875
2000-09-25 00:00:00,15.5,17.1,187.5
2000-09-25 00:00:00,16,14.6,12.5
2000-09-25 00:00:00,16.5,14.4,6.25
2000-09-25 00:00:00,17,14.1,3.125
2000-09-25 00:00:00,17.5,13.6,3.125
2000-09-25 00:00:00,18,13.4,3.125
2000-09-25 00:00:00,19,12.9,3.125
2000-09-25 00:00:00,20,12.6,3.125
2000-09-25 00:00:00,21,12.5,3.125
2000-09-25 00:00:00,22,12.3,3.125
2000-09-25 00:00:00,23,12.2,3.125
2000-09-25 00:00:00,24,12.2,3.125
2000-09-25 00:00:00,24.2,12.1,3.125
2000-10-24 00:00:00,0,14.9,243.75
2000-10-24 00:00:00,0.5,14.7,237.5
2000-10-24 00:00:00,1,14.4,228.125
2000-10-24 00:00:00,2,14.2,225
2000-10-24 00:00:00,3,14.1,221.875
2000-10-24 00:00:00,4,14.1,221.875
2000-10-24 00:00:00,5,14,221.875
2000-10-24 00:00:00,6,14,221.875
2000-10-24 00:00:00,7,14,221.875
2000-10-24 00:00:00,8,14,221.875
2000-10-24 00:00:00,9,14,221.875
2000-10-24 00:00:00,10,13.9,221.875
2000-10-24 00:00:00,11,13.9,221.875
2000-10-24 00:00:00,12,13.9,218.75
2000-10-24 00:00:00,13,13.9,218.75
2000-10-24 00:00:00,14,13.9,212.5
2000-10-24 00:00:00,15,13.9,212.5
2000-10-24 00:00:00,16,13.8,190.625
2000-10-24 00:00:00,16.5,13.8,131.25
2000-10-24 00:00:00,17,13.7,87.5
2000-10-24 00:00:00,18,13.7,75
2000-10-24 00:00:00,19,13.6,56.25
2000-10-24 00:00:00,19.5,13.5,12.5
2000-10-24 00:00:00,20,13.5,12.5
2000-10-24 00:00:00,21,13.5,9.375
2000-10-24 00:00:00,22,13.3,3.125
2000-10-24 00:00:00,22.3,13.2,3.125
2000-11-28 00:00:00,0,5.9,350
2000-11-28 00:00:00,1,5.7,353.125
2000-11-28 00:00:00,2,5.5,356.25
2000-11-28 00:00:00,3,5.5,356.25
2000-11-28 00:00:00,4,5.5,359.375
2000-11-28 00:00:00,5,5.4,362.5
2000-11-28 00:00:00,6,5.4,359.375
2000-11-28 00:00:00,7,5.4,359.375
2000-11-28 00:00:00,8,5.4,359.375
2000-11-28 00:00:00,9,5.4,359.375
2000-11-28 00:00:00,10,5.4,362.5
2000-11-28 00:00:00,11,5.3,359.375
2000-11-28 00:00:00,12,5.4,359.375
2000-11-28 00:00:00,13,5.4,362.5
2000-11-28 00:00:00,14,5.3,359.375
2000-11-28 00:00:00,15,5.4,362.5
2000-11-28 00:00:00,16,5.4,359.375
2000-11-28 00:00:00,17,5.3,362.5
2000-11-28 00:00:00,18,5.3,362.5
2000-11-28 00:00:00,19,5.3,362.5
2000-11-28 00:00:00,20,5.4,362.5
2000-11-28 00:00:00,21,5.3,362.5
2000-11-28 00:00:00,22,5.3,362.5
2000-11-28 00:00:00,23,5.3,362.5
2000-11-28 00:00:00,23.9,5.6,15.625
2001-01-17 00:00:00,0,0.8,325
2001-01-17 00:00:00,1,0.5,334.375
2001-01-17 00:00:00,2,0.8,340.625
2001-01-17 00:00:00,3,0.9,331.25
2001-01-17 00:00:00,4,1,318.75
2001-01-17 00:00:00,5,1.1,315.625
2001-01-17 00:00:00,6,1.2,306.25
2001-01-17 00:00:00,7,1.2,303.125
2001-01-17 00:00:00,8,1.3,300
2001-01-17 00:00:00,9,1.3,296.875
2001-01-17 00:00:00,10,1.4,290.625
2001-01-17 00:00:00,11,1.5,287.5
2001-01-17 00:00:00,12,1.6,281.25
2001-01-17 00:00:00,13,1.7,271.875
2001-01-17 00:00:00,14,1.9,262.5
2001-01-17 00:00:00,15,2,231.25
2001-01-17 00:00:00,16,2.2,206.25
2001-01-17 00:00:00,17,2.3,178.125
2001-01-17 00:00:00,18,2.6,150
2001-01-17 00:00:00,19,2.7,106.25
2001-01-17 00:00:00,20,2.9,71.875
2001-01-17 00:00:00,21,3.1,40.625
2001-01-17 00:00:00,21.9,3.1,18.75
2001-03-07 00:00:00,0,0.9,387.5
2001-03-07 00:00:00,1,2.2,400
2001-03-07 00:00:00,2,2.1,403.125
2001-03-07 00:00:00,3,2.1,396.875
2001-03-07 00:00:00,4,2.1,396.875
2001-03-07 00:00:00,5,2.1,396.875
2001-03-07 00:00:00,6,2.1,396.875
2001-03-07 00:00:00,7,2.1,387.5
2001-03-07 00:00:00,8,2.2,387.5
2001-03-07 00:00:00,9,2.2,387.5
2001-03-07 00:00:00,10,2.2,390.625
2001-03-07 00:00:00,11,2.2,387.5
2001-03-07 00:00:00,11.5,2.2,193.75
2001-03-07 00:00:00,12,2.2,178.125
2001-03-07 00:00:00,13,2.3,165.625
2001-03-07 00:00:00,14,2.4,156.25
2001-03-07 00:00:00,15,2.6,156.25
2001-03-07 00:00:00,16,2.6,153.125
2001-03-07 00:00:00,17,2.5,153.125
2001-03-07 00:00:00,18,2.5,131.25
2001-03-07 00:00:00,19,2.5,131.25
2001-03-07 00:00:00,20,2.6,96.875
