"","GLM.rmse","GLM.nse","GLM.r","GLM.bias","GLM.mae","GLM.nmae","GOTM.rmse","GOTM.nse","GOTM.r","GOTM.bias","GOTM.mae","GOTM.nmae","Simstrat.rmse","Simstrat.nse","Simstrat.r","Simstrat.bias","Simstrat.mae","Simstrat.nmae","ensemble_mean.rmse","ensemble_mean.nse","ensemble_mean.r","ensemble_mean.bias","ensemble_mean.mae","ensemble_mean.nmae"
"1",2.38716569240864,0.858797835136015,0.958718763790895,1.48623808997592,1.74156125549074,Inf,2.25227435336753,0.874220410918201,0.950790303001679,-1.09421300097355,1.82676149098619,Inf,1.72812286179884,0.925951405492148,0.962643342528722,0.00662205477280273,1.16199341273847,0.133107182984302,1.44169575622803,0.948463510959553,0.974120232350433,0.132344311573303,1.03455872816891,Inf
