!datetime	Flow_metersCubedPerSecond
1995-05-09 00:00:00	-13.982372
1995-05-10 00:00:00	-14.816457
1995-05-11 00:00:00	-14.736399
1995-05-12 00:00:00	-14.553882
1995-05-13 00:00:00	-15.027377
1995-05-14 00:00:00	-14.896195
1995-05-15 00:00:00	-14.517536
1995-05-16 00:00:00	-14.123875
1995-05-17 00:00:00	-13.983381
1995-05-18 00:00:00	-13.740854
1995-05-19 00:00:00	-13.323414
1995-05-20 00:00:00	-12.929263
1995-05-21 00:00:00	-12.5461
1995-05-22 00:00:00	-12.295501
1995-05-23 00:00:00	-12.659411
1995-05-24 00:00:00	-12.506573
1995-05-25 00:00:00	-12.132331
1995-05-26 00:00:00	-12.369441
1995-05-27 00:00:00	-13.210215
1995-05-28 00:00:00	-14.033792
1995-05-29 00:00:00	-13.924053
1995-05-30 00:00:00	-13.55575
1995-05-31 00:00:00	-13.16585
1995-06-01 00:00:00	-12.986838
1995-06-02 00:00:00	-12.909928
1995-06-03 00:00:00	-12.536147
1995-06-04 00:00:00	-12.080572
1995-06-05 00:00:00	-11.774521
1995-06-06 00:00:00	-11.705717
1995-06-07 00:00:00	-11.795203
1995-06-08 00:00:00	-11.702919
1995-06-09 00:00:00	-11.440516
1995-06-10 00:00:00	-11.050309
1995-06-11 00:00:00	-10.641185
1995-06-12 00:00:00	-10.22396
1995-06-13 00:00:00	-9.7728
1995-06-14 00:00:00	-9.319433
1995-06-15 00:00:00	-8.888273
1995-06-16 00:00:00	-8.478853
1995-06-17 00:00:00	-8.125267
1995-06-18 00:00:00	-7.726003
1995-06-19 00:00:00	-7.297364
1995-06-20 00:00:00	-6.877254
1995-06-21 00:00:00	-6.491176
1995-06-22 00:00:00	-6.122048
1995-06-23 00:00:00	-5.775494
1995-06-24 00:00:00	-5.447643
1995-06-25 00:00:00	-5.219162
1995-06-26 00:00:00	-5.636228
1995-06-27 00:00:00	-5.5614
1995-06-28 00:00:00	-5.357075
1995-06-29 00:00:00	-5.268602
1995-06-30 00:00:00	-5.008567
1995-07-01 00:00:00	-4.744987
1995-07-02 00:00:00	-4.450741
1995-07-03 00:00:00	-4.232165
1995-07-04 00:00:00	-4.892497
1995-07-05 00:00:00	-5.268065
1995-07-06 00:00:00	-5.184709
1995-07-07 00:00:00	-5.021116
1995-07-08 00:00:00	-4.992618
1995-07-09 00:00:00	-4.971378
1995-07-10 00:00:00	-4.678638
1995-07-11 00:00:00	-4.382008
1995-07-12 00:00:00	-4.09059
1995-07-13 00:00:00	-3.816451
1995-07-14 00:00:00	-3.53083
1995-07-15 00:00:00	-3.492146
1995-07-16 00:00:00	-3.627431
1995-07-17 00:00:00	-3.380966
1995-07-18 00:00:00	-3.334296
1995-07-19 00:00:00	-3.299791
1995-07-20 00:00:00	-3.207871
1995-07-21 00:00:00	-2.961127
1995-07-22 00:00:00	-3.327831
1995-07-23 00:00:00	-3.331098
1995-07-24 00:00:00	-3.192311
1995-07-25 00:00:00	-3.02803
1995-07-26 00:00:00	-3.102136
1995-07-27 00:00:00	-3.124426
1995-07-28 00:00:00	-3.021453
1995-07-29 00:00:00	-2.780488
1995-07-30 00:00:00	-2.592211
1995-07-31 00:00:00	-2.521516
1995-08-01 00:00:00	-2.648864
1995-08-02 00:00:00	-2.637955
1995-08-03 00:00:00	-2.750792
1995-08-04 00:00:00	-2.687572
1995-08-05 00:00:00	-2.571558
1995-08-06 00:00:00	-2.467861
1995-08-07 00:00:00	-2.413147
1995-08-08 00:00:00	-2.336526
1995-08-09 00:00:00	-2.303519
1995-08-10 00:00:00	-2.161283
1995-08-11 00:00:00	-1.996894
1995-08-12 00:00:00	-1.842392
1995-08-13 00:00:00	-1.680368
1995-08-14 00:00:00	-1.561406
1995-08-15 00:00:00	-1.897147
1995-08-16 00:00:00	-2.363417
1995-08-17 00:00:00	-2.480402
1995-08-18 00:00:00	-2.434499
1995-08-19 00:00:00	-2.618419
1995-08-20 00:00:00	-2.636011
1995-08-21 00:00:00	-2.533543
1995-08-22 00:00:00	-2.429163
1995-08-23 00:00:00	-2.325892
1995-08-24 00:00:00	-2.295148
1995-08-25 00:00:00	-2.235895
1995-08-26 00:00:00	-2.118782
1995-08-27 00:00:00	-2.084008
1995-08-28 00:00:00	-2.558285
1995-08-29 00:00:00	-2.692455
1995-08-30 00:00:00	-2.590774
1995-08-31 00:00:00	-2.487809
1995-09-01 00:00:00	-2.371838
1995-09-02 00:00:00	-2.256251
1995-09-03 00:00:00	-2.201601
1995-09-04 00:00:00	-2.083436
1995-09-05 00:00:00	-2.007009
1995-09-06 00:00:00	-1.992038
1995-09-07 00:00:00	-2.257572
1995-09-08 00:00:00	-2.121126
1995-09-09 00:00:00	-2.02511
1995-09-10 00:00:00	-1.954938
1995-09-11 00:00:00	-1.850677
1995-09-12 00:00:00	-1.856541
1995-09-13 00:00:00	-1.690607
1995-09-14 00:00:00	-1.575425
1995-09-15 00:00:00	-1.493256
1995-09-16 00:00:00	-1.613781
1995-09-17 00:00:00	-1.531991
1995-09-18 00:00:00	-1.502616
1995-09-19 00:00:00	-2.054201
1995-09-20 00:00:00	-2.201249
1995-09-21 00:00:00	-2.227065
1995-09-22 00:00:00	-2.129421
1995-09-23 00:00:00	-2.042857
1995-09-24 00:00:00	-1.982163
1995-09-25 00:00:00	-1.920497
1995-09-26 00:00:00	-1.818358
1995-09-27 00:00:00	-1.687416
1995-09-28 00:00:00	-1.562931
1995-09-29 00:00:00	-1.53928
1995-09-30 00:00:00	-1.68429
1995-10-01 00:00:00	-1.777146
1995-10-02 00:00:00	-1.715906
1995-10-03 00:00:00	-1.699939
1995-10-04 00:00:00	-1.624644
1995-10-05 00:00:00	-2.08921
1995-10-06 00:00:00	-3.400363
1995-10-07 00:00:00	-3.564921
1995-10-08 00:00:00	-3.618448
1995-10-09 00:00:00	-3.641973
1995-10-10 00:00:00	-3.576162
1995-10-11 00:00:00	-3.504981
1995-10-12 00:00:00	-3.402546
1995-10-13 00:00:00	-3.315853
1995-10-14 00:00:00	-3.345814
1995-10-15 00:00:00	-3.285087
1995-10-16 00:00:00	-3.231045
1995-10-17 00:00:00	-3.144837
1995-10-18 00:00:00	-3.104061
1995-10-19 00:00:00	-3.292298
1995-10-20 00:00:00	-3.489864
1995-10-21 00:00:00	-3.539058
1995-10-22 00:00:00	-3.612251
1995-10-23 00:00:00	-3.83361
1995-10-24 00:00:00	-3.897137
1995-10-25 00:00:00	-3.818461
1995-10-26 00:00:00	-3.885283
1995-10-27 00:00:00	-4.836996
1995-10-28 00:00:00	-5.083541
1995-10-29 00:00:00	-5.118999
1995-10-30 00:00:00	-5.173338
1995-10-31 00:00:00	-5.519669
1995-11-01 00:00:00	-6.785981
1995-11-02 00:00:00	-7.506095
1995-11-03 00:00:00	-7.783058
1995-11-04 00:00:00	-7.973325
1995-11-05 00:00:00	-8.120989
1995-11-06 00:00:00	-8.149409
1995-11-07 00:00:00	-8.099943
1995-11-08 00:00:00	-8.160466
1995-11-09 00:00:00	-8.261237
1995-11-10 00:00:00	-8.790319
1995-11-11 00:00:00	-8.931618
1995-11-12 00:00:00	-8.93929
1995-11-13 00:00:00	-8.902204
1995-11-14 00:00:00	-8.852553
1995-11-15 00:00:00	-8.791157
1995-11-16 00:00:00	-8.716525
1995-11-17 00:00:00	-8.641189
1995-11-18 00:00:00	-8.542882
1995-11-19 00:00:00	-8.459445
1995-11-20 00:00:00	-8.329761
1995-11-21 00:00:00	-8.206471
1995-11-22 00:00:00	-8.085254
1995-11-23 00:00:00	-7.953584
1995-11-24 00:00:00	-7.817239
1995-11-25 00:00:00	-7.66763
1995-11-26 00:00:00	-7.619855
1995-11-27 00:00:00	-8.456288
1995-11-28 00:00:00	-8.33609
1995-11-29 00:00:00	-8.205677
1995-11-30 00:00:00	-8.021477
1995-12-01 00:00:00	-7.970085
1995-12-02 00:00:00	-7.814127
1995-12-03 00:00:00	-7.7912
1995-12-04 00:00:00	-7.697419
1995-12-05 00:00:00	-7.583129
1995-12-06 00:00:00	-7.467468
1995-12-07 00:00:00	-7.382023
1995-12-08 00:00:00	-7.362912
1995-12-09 00:00:00	-7.265751
1995-12-10 00:00:00	-7.154359
1995-12-11 00:00:00	-7.116158
1995-12-12 00:00:00	-7.101343
1995-12-13 00:00:00	-7.055124
1995-12-14 00:00:00	-6.98658
1995-12-15 00:00:00	-6.83992
1995-12-16 00:00:00	-6.701652
1995-12-17 00:00:00	-6.565464
1995-12-18 00:00:00	-6.43904
1995-12-19 00:00:00	-6.309857
1995-12-20 00:00:00	-6.18715
1995-12-21 00:00:00	-6.066879
1995-12-22 00:00:00	-5.955846
1995-12-23 00:00:00	-5.848755
1995-12-24 00:00:00	-5.738674
1995-12-25 00:00:00	-5.632437
1995-12-26 00:00:00	-5.537189
1995-12-27 00:00:00	-5.432293
1995-12-28 00:00:00	-5.328736
1995-12-29 00:00:00	-5.237834
1995-12-30 00:00:00	-5.245376
1995-12-31 00:00:00	-5.1789
1996-01-01 00:00:00	-5.077277
1996-01-02 00:00:00	-4.975519
1996-01-03 00:00:00	-4.883565
1996-01-04 00:00:00	-4.800754
1996-01-05 00:00:00	-4.7159
1996-01-06 00:00:00	-4.636564
1996-01-07 00:00:00	-4.565858
1996-01-08 00:00:00	-4.490528
1996-01-09 00:00:00	-4.414151
1996-01-10 00:00:00	-4.472619
1996-01-11 00:00:00	-4.451718
1996-01-12 00:00:00	-4.353444
1996-01-13 00:00:00	-4.264087
1996-01-14 00:00:00	-4.177729
1996-01-15 00:00:00	-4.103055
1996-01-16 00:00:00	-4.069222
1996-01-17 00:00:00	-4.087884
1996-01-18 00:00:00	-4.724682
1996-01-19 00:00:00	-5.070568
1996-01-20 00:00:00	-5.182088
1996-01-21 00:00:00	-5.245964
1996-01-22 00:00:00	-5.368602
1996-01-23 00:00:00	-5.643932
1996-01-24 00:00:00	-5.702574
1996-01-25 00:00:00	-5.991519
1996-01-26 00:00:00	-6.453513
1996-01-27 00:00:00	-6.27203
1996-01-28 00:00:00	-6.228581
1996-01-29 00:00:00	-6.182374
1996-01-30 00:00:00	-6.131674
1996-01-31 00:00:00	-6.08724
1996-02-01 00:00:00	-6.042937
1996-02-02 00:00:00	-6.005782
1996-02-03 00:00:00	-5.967579
1996-02-04 00:00:00	-5.922781
1996-02-05 00:00:00	-5.869908
1996-02-06 00:00:00	-5.810627
1996-02-07 00:00:00	-5.738769
1996-02-08 00:00:00	-5.656035
1996-02-09 00:00:00	-5.598798
1996-02-10 00:00:00	-5.505708
1996-02-11 00:00:00	-5.509008
1996-02-12 00:00:00	-5.456605
1996-02-13 00:00:00	-5.412409
1996-02-14 00:00:00	-5.398503
1996-02-15 00:00:00	-5.391989
1996-02-16 00:00:00	-5.320757
1996-02-17 00:00:00	-5.259934
1996-02-18 00:00:00	-5.192708
1996-02-19 00:00:00	-5.082208
1996-02-20 00:00:00	-4.971792
1996-02-21 00:00:00	-5.06552
1996-02-22 00:00:00	-5.004374
1996-02-23 00:00:00	-4.87897
1996-02-24 00:00:00	-5.106213
1996-02-25 00:00:00	-5.428301
1996-02-26 00:00:00	-5.719551
1996-02-27 00:00:00	-5.946179
1996-02-28 00:00:00	-6.193125
1996-02-29 00:00:00	-6.303943
1996-03-01 00:00:00	-6.372694
1996-03-02 00:00:00	-6.434945
1996-03-03 00:00:00	-6.488228
1996-03-04 00:00:00	-6.542454
1996-03-05 00:00:00	-6.673792
1996-03-06 00:00:00	-6.754466
1996-03-07 00:00:00	-6.76123
1996-03-08 00:00:00	-6.781544
1996-03-09 00:00:00	-6.771495
1996-03-10 00:00:00	-6.717977
1996-03-11 00:00:00	-6.663716
1996-03-12 00:00:00	-6.627786
1996-03-13 00:00:00	-6.517453
1996-03-14 00:00:00	-6.424892
1996-03-15 00:00:00	-6.325166
1996-03-16 00:00:00	-6.271028
1996-03-17 00:00:00	-6.246153
1996-03-18 00:00:00	-6.185853
1996-03-19 00:00:00	-6.126791
1996-03-20 00:00:00	-6.038023
1996-03-21 00:00:00	-5.95314
1996-03-22 00:00:00	-5.82768
1996-03-23 00:00:00	-5.861675
1996-03-24 00:00:00	-5.966577
1996-03-25 00:00:00	-6.09876
1996-03-26 00:00:00	-6.061341
1996-03-27 00:00:00	-5.990723
1996-03-28 00:00:00	-5.917123
1996-03-29 00:00:00	-5.823353
1996-03-30 00:00:00	-5.775721
1996-03-31 00:00:00	-5.707859
1996-04-01 00:00:00	-5.610294
1996-04-02 00:00:00	-5.508343
1996-04-03 00:00:00	-5.391956
1996-04-04 00:00:00	-5.449612
1996-04-05 00:00:00	-5.353349
1996-04-06 00:00:00	-5.3686
1996-04-07 00:00:00	-5.294974
1996-04-08 00:00:00	-5.18544
1996-04-09 00:00:00	-5.058676
1996-04-10 00:00:00	-4.882894
1996-04-11 00:00:00	-4.686603
1996-04-12 00:00:00	-4.587272
1996-04-13 00:00:00	-4.484176
1996-04-14 00:00:00	-4.504076
1996-04-15 00:00:00	-4.735675
1996-04-16 00:00:00	-4.658419
1996-04-17 00:00:00	-4.54548
1996-04-18 00:00:00	-4.486576
1996-04-19 00:00:00	-4.673046
1996-04-20 00:00:00	-5.083296
1996-04-21 00:00:00	-4.947041
1996-04-22 00:00:00	-4.896256
1996-04-23 00:00:00	-4.817235
1996-04-24 00:00:00	-4.700686
1996-04-25 00:00:00	-4.64061
1996-04-26 00:00:00	-4.585885
1996-04-27 00:00:00	-4.449428
1996-04-28 00:00:00	-4.492782
1996-04-29 00:00:00	-5.217582
1996-04-30 00:00:00	-5.345901
1996-05-01 00:00:00	-5.278664
1996-05-02 00:00:00	-5.147316
1996-05-03 00:00:00	-5.071081
1996-05-04 00:00:00	-5.048677
1996-05-05 00:00:00	-5.052353
1996-05-06 00:00:00	-4.993028
1996-05-07 00:00:00	-4.957668
1996-05-08 00:00:00	-5.202926
1996-05-09 00:00:00	-5.79186
1996-05-10 00:00:00	-6.770091
1996-05-11 00:00:00	-6.914973
1996-05-12 00:00:00	-6.924896
1996-05-13 00:00:00	-6.889763
1996-05-14 00:00:00	-7.138749
1996-05-15 00:00:00	-7.314558
1996-05-16 00:00:00	-7.249797
1996-05-17 00:00:00	-7.0789
1996-05-18 00:00:00	-6.846428
1996-05-19 00:00:00	-6.78577
1996-05-20 00:00:00	-7.251432
1996-05-21 00:00:00	-7.115616
1996-05-22 00:00:00	-6.960162
1996-05-23 00:00:00	-7.286732
1996-05-24 00:00:00	-7.317402
1996-05-25 00:00:00	-7.359774
1996-05-26 00:00:00	-7.354762
1996-05-27 00:00:00	-7.513867
1996-05-28 00:00:00	-8.121446
1996-05-29 00:00:00	-7.815395
1996-05-30 00:00:00	-7.489911
1996-05-31 00:00:00	-7.445027
1996-06-01 00:00:00	-8.16501
1996-06-02 00:00:00	-8.625355
1996-06-03 00:00:00	-8.60374
1996-06-04 00:00:00	-8.656007
1996-06-05 00:00:00	-8.791809
1996-06-06 00:00:00	-10.643531
1996-06-07 00:00:00	-12.552571
1996-06-08 00:00:00	-13.072312
1996-06-09 00:00:00	-13.503838
1996-06-10 00:00:00	-13.76227
1996-06-11 00:00:00	-13.778512
1996-06-12 00:00:00	-13.580782
1996-06-13 00:00:00	-13.239387
1996-06-14 00:00:00	-12.887085
1996-06-15 00:00:00	-12.555795
1996-06-16 00:00:00	-14.707557
1996-06-17 00:00:00	-23.365619
1996-06-18 00:00:00	-27.834185
1996-06-19 00:00:00	-29.93125
1996-06-20 00:00:00	-30.658636
1996-06-21 00:00:00	-30.987731
1996-06-22 00:00:00	-31.173879
1996-06-23 00:00:00	-31.490051
1996-06-24 00:00:00	-30.946606
1996-06-25 00:00:00	-30.179176
1996-06-26 00:00:00	-29.313413
1996-06-27 00:00:00	-28.306936
1996-06-28 00:00:00	-27.232988
1996-06-29 00:00:00	-26.758695
1996-06-30 00:00:00	-26.179403
1996-07-01 00:00:00	-25.123134
1996-07-02 00:00:00	-24.517794
1996-07-03 00:00:00	-23.36118
1996-07-04 00:00:00	-22.211007
1996-07-05 00:00:00	-21.043839
1996-07-06 00:00:00	-20.025118
1996-07-07 00:00:00	-19.081041
1996-07-08 00:00:00	-18.302504
1996-07-09 00:00:00	-17.618361
1996-07-10 00:00:00	-16.765437
1996-07-11 00:00:00	-16.125981
1996-07-12 00:00:00	-16.006869
1996-07-13 00:00:00	-15.384328
1996-07-14 00:00:00	-14.72709
1996-07-15 00:00:00	-14.059194
1996-07-16 00:00:00	-13.239343
1996-07-17 00:00:00	-13.547805
1996-07-18 00:00:00	-16.876319
1996-07-19 00:00:00	-16.681529
1996-07-20 00:00:00	-16.149597
1996-07-21 00:00:00	-15.757079
1996-07-22 00:00:00	-15.492946
1996-07-23 00:00:00	-15.120391
1996-07-24 00:00:00	-14.704832
1996-07-25 00:00:00	-14.150573
1996-07-26 00:00:00	-13.496244
1996-07-27 00:00:00	-12.965632
1996-07-28 00:00:00	-12.77305
1996-07-29 00:00:00	-12.522234
1996-07-30 00:00:00	-12.020821
1996-07-31 00:00:00	-11.613951
1996-08-01 00:00:00	-11.138018
1996-08-02 00:00:00	-10.683276
1996-08-03 00:00:00	-10.186124
1996-08-04 00:00:00	-9.877282
1996-08-05 00:00:00	-10.478966
1996-08-06 00:00:00	-11.546465
1996-08-07 00:00:00	-11.236629
1996-08-08 00:00:00	-10.804896
1996-08-09 00:00:00	-10.421531
1996-08-10 00:00:00	-10.104942
1996-08-11 00:00:00	-9.757231
1996-08-12 00:00:00	-9.349462
1996-08-13 00:00:00	-8.981885
1996-08-14 00:00:00	-8.598293
1996-08-15 00:00:00	-8.24373
1996-08-16 00:00:00	-7.886017
1996-08-17 00:00:00	-7.590436
1996-08-18 00:00:00	-7.381693
1996-08-19 00:00:00	-7.49271
1996-08-20 00:00:00	-7.40169
1996-08-21 00:00:00	-7.154416
1996-08-22 00:00:00	-6.861802
1996-08-23 00:00:00	-6.537145
1996-08-24 00:00:00	-6.213416
1996-08-25 00:00:00	-5.909682
1996-08-26 00:00:00	-5.649311
1996-08-27 00:00:00	-5.411413
1996-08-28 00:00:00	-5.169379
1996-08-29 00:00:00	-4.92547
1996-08-30 00:00:00	-4.672215
1996-08-31 00:00:00	-4.427305
1996-09-01 00:00:00	-4.182806
1996-09-02 00:00:00	-3.939876
1996-09-03 00:00:00	-3.703527
1996-09-04 00:00:00	-3.471044
1996-09-05 00:00:00	-3.259259
1996-09-06 00:00:00	-3.069105
1996-09-07 00:00:00	-2.912675
1996-09-08 00:00:00	-2.92504
1996-09-09 00:00:00	-2.756286
1996-09-10 00:00:00	-2.570268
1996-09-11 00:00:00	-2.418809
1996-09-12 00:00:00	-2.306132
1996-09-13 00:00:00	-2.187159
1996-09-14 00:00:00	-2.118575
1996-09-15 00:00:00	-2.029629
1996-09-16 00:00:00	-1.937876
1996-09-17 00:00:00	-1.831548
1996-09-18 00:00:00	-1.691367
1996-09-19 00:00:00	-1.564147
1996-09-20 00:00:00	-1.627199
1996-09-21 00:00:00	-1.479061
1996-09-22 00:00:00	-1.35526
1996-09-23 00:00:00	-1.373278
1996-09-24 00:00:00	-1.302608
1996-09-25 00:00:00	-1.32194
1996-09-26 00:00:00	-1.688659
1996-09-27 00:00:00	-1.63238
1996-09-28 00:00:00	-1.557181
1996-09-29 00:00:00	-1.44421
1996-09-30 00:00:00	-1.314746
1996-10-01 00:00:00	-1.197823
1996-10-02 00:00:00	-1.125188
1996-10-03 00:00:00	-1.052358
1996-10-04 00:00:00	-1.003589
1996-10-05 00:00:00	-0.914734
1996-10-06 00:00:00	-0.884825
1996-10-07 00:00:00	-0.930691
1996-10-08 00:00:00	-0.885552
1996-10-09 00:00:00	-0.882282
1996-10-10 00:00:00	-0.86905
1996-10-11 00:00:00	-0.843125
1996-10-12 00:00:00	-0.81551
1996-10-13 00:00:00	-0.787448
1996-10-14 00:00:00	-0.76901
1996-10-15 00:00:00	-0.757491
1996-10-16 00:00:00	-0.80903
1996-10-17 00:00:00	-0.89229
1996-10-18 00:00:00	-0.870546
1996-10-19 00:00:00	-0.858748
1996-10-20 00:00:00	-0.839666
1996-10-21 00:00:00	-0.868161
1996-10-22 00:00:00	-0.930187
1996-10-23 00:00:00	-1.172966
1996-10-24 00:00:00	-1.172253
1996-10-25 00:00:00	-1.132396
1996-10-26 00:00:00	-1.089406
1996-10-27 00:00:00	-1.045466
1996-10-28 00:00:00	-1.005597
1996-10-29 00:00:00	-1.872703
1996-10-30 00:00:00	-2.277558
1996-10-31 00:00:00	-2.385928
1996-11-01 00:00:00	-2.414829
1996-11-02 00:00:00	-2.459107
1996-11-03 00:00:00	-2.456065
1996-11-04 00:00:00	-2.543974
1996-11-05 00:00:00	-2.588536
1996-11-06 00:00:00	-2.656537
1996-11-07 00:00:00	-2.669816
1996-11-08 00:00:00	-2.660371
1996-11-09 00:00:00	-2.670417
1996-11-10 00:00:00	-2.68662
1996-11-11 00:00:00	-2.678423
1996-11-12 00:00:00	-2.675591
1996-11-13 00:00:00	-2.690326
1996-11-14 00:00:00	-2.702337
1996-11-15 00:00:00	-2.730616
1996-11-16 00:00:00	-2.800567
1996-11-17 00:00:00	-2.862563
1996-11-18 00:00:00	-2.841233
1996-11-19 00:00:00	-2.837449
1996-11-20 00:00:00	-2.979332
1996-11-21 00:00:00	-2.993596
1996-11-22 00:00:00	-3.030967
1996-11-23 00:00:00	-3.084632
1996-11-24 00:00:00	-3.101999
1996-11-25 00:00:00	-3.070663
1996-11-26 00:00:00	-3.049535
1996-11-27 00:00:00	-3.108725
1996-11-28 00:00:00	-3.06981
1996-11-29 00:00:00	-3.101585
1996-11-30 00:00:00	-3.334283
1996-12-01 00:00:00	-3.421075
1996-12-02 00:00:00	-3.424643
1996-12-03 00:00:00	-3.436891
1996-12-04 00:00:00	-3.573939
1996-12-05 00:00:00	-3.600746
1996-12-06 00:00:00	-3.605795
1996-12-07 00:00:00	-3.568708
1996-12-08 00:00:00	-3.543452
1996-12-09 00:00:00	-3.541091
1996-12-10 00:00:00	-3.497422
1996-12-11 00:00:00	-3.457184
1996-12-12 00:00:00	-3.441615
1996-12-13 00:00:00	-3.415427
1996-12-14 00:00:00	-3.426888
1996-12-15 00:00:00	-3.718862
1996-12-16 00:00:00	-3.7815
1996-12-17 00:00:00	-3.807697
1996-12-18 00:00:00	-3.831211
1996-12-19 00:00:00	-3.852934
1996-12-20 00:00:00	-3.859115
1996-12-21 00:00:00	-3.856293
1996-12-22 00:00:00	-3.903845
1996-12-23 00:00:00	-3.999854
1996-12-24 00:00:00	-4.013467
1996-12-25 00:00:00	-4.235336
1996-12-26 00:00:00	-4.206845
1996-12-27 00:00:00	-4.199053
1996-12-28 00:00:00	-4.148778
1996-12-29 00:00:00	-4.109471
1996-12-30 00:00:00	-4.072999
1996-12-31 00:00:00	-4.034199
1997-01-01 00:00:00	-3.98684
1997-01-02 00:00:00	-3.872164
1997-01-03 00:00:00	-3.938672
