"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-16","2.7",,"12.4","0.0","0.0","18.7","25.0","15.6","  160","  340","10.3","13.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-17","4.6",,"9.4","0.0","0.0","14.2","17.2","6.7","   70","   70","8.9","12.1"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-18","3.8",,"3.8","0.0","0.0","10.9","21.1","6.1","   60","   60","7.6","9.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-19","4.2",,"9.1","0.0","0.0","13.6","18.9","7.8","  190","  290","8.9","14.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-20","3.8",,"0.0","0.0","0.0","9.5","14.4","5.0","  350","  340","7.6","12.1"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-21","6.4",,"8.4","0.0","0.0","10.1","12.2","7.2","  110","  110","13.9","18.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-22","5.7",,"0.5","0.0","0.0","14.7","25.6","7.8","   90","   80","15.7","20.6"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-23","3.4",,"0.0","0.0","0.0","18.6","21.7","11.1","  320","  290","7.6","13.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-24","4.1",,"32.8","0.0","0.0","14.8","22.2","11.1","  100","  190","9.8","12.1"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-25","3.0",,"30.5","0.0","0.0","21.9","26.7","17.8","  170","  170","10.3","16.1"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-26","1.7",,"0.0","0.0","0.0","19.7","24.4","14.4","  130","   10","5.4","8.1"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-27","3.4",,"6.9","0.0","0.0","16.6","18.9","12.8","  120","  120","8.9","11.6"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-28","4.3",,"0.0","0.0","0.0","14.4","16.1","11.1","   20","   20","11.6","15.2"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-29","1.3",,"0.0","0.0","0.0","15.0","22.2","12.2","   80","   90","6.3","8.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-30","1.2",,"0.0","0.0","0.0","19.6","25.0","15.0","  170","  180","7.6","9.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-05-31","2.6",,"0.0","0.0","0.0","20.8","27.8","13.3","  220","  230","6.3","9.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-01","2.3",,"11.9","0.0","0.0","20.8","22.8","12.8","  350","  350","9.8","14.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-02","3.4",,"0.0","0.0","0.0","16.8","22.8","8.3","  350","  350","7.6","12.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-03","3.6",,"0.0","0.0","0.0","13.6","20.0","7.2","  150","  170","6.7","9.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-04","3.6",,"13.5","0.0","0.0","17.4","25.6","11.1","  170","  230","8.1","13.0"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-05","2.2",,"0.8","0.0","0.0","22.2","27.8","16.7","   10","   20","6.7","12.1"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-06","1.5",,"0.0","0.0","0.0","21.3","28.9","13.9","  100","  110","5.8","7.2"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-07","2.9",,"0.0","0.0","0.0","21.3","28.3","12.8","  110","  110","7.2","9.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-08","3.1",,"0.0","0.0","0.0","21.2","27.8","12.2","  110","  110","9.8","13.0"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-09","2.0",,"0.5","0.0","0.0","20.3","25.0","16.7","  340","  340","8.1","13.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-10","4.3",,"0.0","0.0","0.0","18.7","23.3","11.7","  340","  340","9.8","15.2"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-11","1.9",,"1.3","0.0","0.0","17.2","25.6","8.9","  300","  240","7.6","14.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-12","3.4",,"8.9","0.0","0.0","15.4","16.7","11.7","   10","  360","9.8","14.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-13","3.9",,"0.0","0.0","0.0","14.2","20.6","9.4","  360","   10","9.8","13.0"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-14","4.6",,"0.0","0.0","0.0","17.6","25.6","8.9","  220","  200","9.4","16.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-15","3.9",,"0.3","0.0","0.0","19.9","25.6","13.3","   70","   70","8.9","11.6"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-16","3.1",,"8.4","0.0","0.0","13.9","16.1","12.2","   30","   40","5.8","7.6"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-17","1.2",,"0.0","0.0","0.0","16.7","23.9","12.2","  110","   90","4.0","5.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-18","1.5",,"0.0","0.0","0.0","19.6","25.6","13.3","  340","  290","4.0","6.7"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-19","2.3",,"6.6","0.0","0.0","18.8","20.0","14.4","   90","   80","5.4","7.2"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-20","3.4",,"0.0","0.0","0.0","17.7","23.9","13.3","   20","  360","6.7","8.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-21","3.5",,"0.0","0.0","0.0","18.7","23.9","11.7","  110","  140","7.6","10.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-22","4.3",,"0.0","0.0","0.0","18.9","26.1","12.2","  110","  110","10.3","13.0"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-23","3.8",,"6.4","0.0","0.0","21.4","26.7","18.3","   60","   60","16.1","19.2"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-24","1.9",,"12.4","0.0","0.0","20.8","23.9","16.7","  240","  240","9.4","13.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-25","2.2",,"1.0","0.0","0.0","20.1","27.2","15.6","  220","  230","6.3","11.2"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-26","0.7",,"0.0","0.0","0.0","23.2","29.4","14.4","  220","  210","3.6","5.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-27","3.0",,"9.1","0.0","0.0","22.7","31.1","15.6","  270","  270","14.3","20.1"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-28","2.0",,"28.4","0.0","0.0","21.9","27.8","18.3","   20","   20","12.5","14.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-29","0.8",,"0.0","0.0","0.0","25.3","32.2","20.0","  150","  120","3.6","5.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-06-30","2.5",,"21.6","0.0","0.0","24.1","27.8","18.9","   20","   20","14.8","19.2"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-01","1.1",,"0.0","0.0","0.0","23.6","30.0","18.9","  350","  350","5.8","8.1"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-02","1.8",,"0.0","0.0","0.0","26.9","32.2","21.7","  360","  350","10.3","16.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-03","2.0",,"33.0","0.0","0.0","24.9","30.0","20.0","  120","  300","7.2","13.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-04","2.7",,"3.6","0.0","0.0","24.5","30.6","20.0","  160","  200","7.2","9.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-05","1.8",,"0.0","0.0","0.0","27.2","30.6","21.7","  350","  350","5.8","7.2"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-06","3.6",,"11.2","0.0","0.0","23.2","25.6","17.2","   20","   30","8.1","10.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-07","2.6",,"0.0","0.0","0.0","21.0","27.2","14.4","   30","   20","5.8","7.2"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-08","1.4",,"0.0","0.0","0.0","21.4","28.9","14.4","  120","   90","4.5","6.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-09","3.7",,"6.6","0.0","0.0","22.6","30.0","13.9","  180","  160","10.3","13.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-10","2.8",,"0.0","0.0","0.0","26.6","30.6","21.7","  300","  240","7.2","13.0"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-11","2.6",,"0.0","0.0","0.0","23.8","27.8","16.1","  360","  340","7.2","10.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-12","2.1",,"0.0","0.0","0.0","21.9","29.4","13.9","  230","  240","4.5","9.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-13","1.6",,"0.0","0.0","0.0","27.0","32.2","20.0","  360","   10","6.3","8.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-14","3.1",,"0.0","0.0","0.0","24.8","31.7","17.2","  180","  170","7.2","9.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-15","4.4",,"0.0","0.0","0.0","27.1","31.1","23.3","  200","  200","8.9","13.0"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-16","2.1",,"2.0","0.0","0.0","26.5","32.2","21.7","  190","  200","8.1","12.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-17","2.2",,"0.5","0.0","0.0","25.9","31.7","20.6","  170","  210","5.8","8.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-18","4.7",,"31.0","0.0","0.0","25.5","29.4","21.7","  170","  180","13.0","17.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-19","3.8",,"48.5","0.0","0.0","28.1","33.9","21.1","  180","  180","14.3","19.7"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-20","3.9",,"4.8","0.0","0.0","28.0","32.2","20.0","  340","  350","12.5","21.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-21","2.9",,"0.0","0.0","0.0","22.5","27.8","18.9","   20","   20","6.7","9.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-22","3.8",,"0.0","0.0","0.0","21.3","25.0","16.7","  360","   30","7.6","13.0"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-23","2.7",,"0.0","0.0","0.0","20.8","27.2","15.6","  350","   10","7.2","9.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-24","0.5",,"0.0","0.0","0.0","21.7","28.9","14.4","  220","  220","3.6","5.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-25","2.5",,"0.0","0.0","0.0","23.6","28.9","17.8","  190","  220","6.3","8.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-26","4.7",,"0.3","0.0","0.0","23.8","28.3","21.1","  190","  180","9.4","13.0"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-27","3.3",,"0.0","0.0","0.0","26.2","29.4","22.8","  230","  230","5.8","10.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-28","3.0",,"0.0","0.0","0.0","26.6","31.1","21.1","  200","  200","6.7","12.1"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-29","2.6",,"5.1","0.0","0.0","25.7","28.3","20.0","  310","  190","6.3","10.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-30","2.6",,"0.0","0.0","0.0","21.0","25.0","14.4","   10","  340","5.8","8.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-07-31","1.2",,"0.0","0.0","0.0","19.1","26.7","11.7","   90","   80","3.6","5.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-01","0.9",,"0.0","0.0","0.0","19.9","27.2","11.7","   20","   20","5.4","7.2"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-02","1.0",,"0.0","0.0","0.0","20.7","29.4","12.8","   80","   20","3.6","5.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-03","1.7",,"2.8","0.0","0.0","22.8","30.6","16.7","  100","  120","8.9","11.2"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-04","0.7",,"0.0","0.0","0.0","22.5","29.4","17.2","  360","  360","6.7","8.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-05","2.4",,"30.5","0.0","0.0","24.9","30.0","18.3","   20","   20","12.5","16.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-06","2.0",,"0.0","0.0","0.0","23.0","28.3","18.9","  350","  310","5.4","7.2"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-07","2.1",,"3.8","0.0","0.0","22.9","28.9","16.7","  310","  300","7.2","12.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-08","2.4",,"0.0","0.0","0.0","22.3","25.6","15.6","  330","  300","6.3","9.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-09","1.3",,"0.0","0.0","0.0","19.3","25.6","12.2","  340","  280","5.4","7.6"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-10","1.5",,"0.0","0.0","0.0","20.2","26.7","14.4","  170","  170","4.0","5.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-11","1.6",,"5.3","0.0","0.0","21.8","24.4","17.8","  170","  160","6.3","8.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-12","1.0",,"1.0","0.0","0.0","21.1","25.0","16.1","   70","   70","4.0","5.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-13","1.7",,"6.1","0.0","0.0","22.3","27.2","17.8","   10","  360","4.5","6.7"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-14","2.6",,"1.0","0.0","0.0","19.7","22.2","16.7","   20","   30","6.7","8.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-15","1.7",,"0.0","0.0","0.0","19.4","26.1","12.8","  180","  170","4.5","6.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-16","2.9",,"0.5","0.0","0.0","21.1","26.7","16.7","  180","  210","7.6","11.6"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-17","1.9",,"0.0","0.0","0.0","21.1","27.2","13.9","  170","  170","7.2","8.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-18","3.1",,"12.2","0.0","0.0","22.4","25.6","17.2","  150","  290","8.1","14.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-19","1.0",,"0.0","0.0","0.0","21.4","28.3","15.6","  150","   40","4.0","5.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-20","1.7",,"0.0","0.0","0.0","20.7","27.8","14.4","  180","  180","6.3","8.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-21","2.4",,"0.0","0.0","0.0","23.4","26.1","16.1","  340","  350","6.3","9.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-22","1.6",,"0.0","0.0","0.0","19.0","25.6","11.7","  130","  130","5.8","7.6"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-23","2.8",,"0.0","0.0","0.0","18.4","23.9","11.7","   40","   10","6.3","8.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-24","3.1",,"0.0","0.0","0.0","17.1","23.3","10.0","  110","  130","6.7","9.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-25","3.4",,"0.0","0.0","0.0","17.3","23.9","11.1","  120","  140","7.6","10.7"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-26","2.5",,"9.1","0.0","0.0","18.6","20.0","17.2","  100","  110","7.2","9.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-27","2.4",,"0.0","0.0","0.0","20.1","25.6","15.6","  270","  280","6.3","11.6"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-28","2.9",,"0.0","0.0","0.0","18.5","22.8","12.8","  280","  310","7.2","13.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-29","3.2",,"0.0","0.0","0.0","19.3","28.3","10.6","  190","  240","7.6","14.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-30","1.7",,"0.0","0.0","0.0","17.9","23.3","10.6","  360","  360","6.3","8.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-08-31","2.2",,"0.0","0.0","0.0","15.1","21.7","8.9","  120","  130","7.2","10.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-01","1.0",,"0.0","0.0","0.0","17.7","25.0","11.7","  170","  170","5.4","6.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-02","1.7",,"4.1","0.0","0.0","21.2","28.3","15.6","  120","  120","6.3","8.1"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-03","4.9",,"4.8","0.0","0.0","22.3","27.2","16.7","  160","  170","11.6","14.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-04","2.0",,"0.0","0.0","0.0","17.2","18.9","10.6","  360","   10","6.3","8.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-05","3.4",,"0.0","0.0","0.0","15.6","22.8","8.9","  170","  170","7.6","9.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-06","3.6",,"0.0","0.0","0.0","19.8","23.3","12.2","  350","  340","8.9","13.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-07","1.5",,"0.0","0.0","0.0","16.5","22.8","10.0","  340","  310","5.4","8.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-08","3.6",,"0.5","0.0","0.0","15.3","17.8","12.8","   90","   80","6.7","8.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-09","4.4",,"8.9","0.0","0.0","16.3","21.1","13.9","  110","  290","8.9","13.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-10","2.1",,"20.6","0.0","0.0","21.8","27.2","18.3","  160","  230","6.7","10.7"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-11","3.4",,"7.9","0.0","0.0","22.8","28.3","16.7","   60","  190","6.7","9.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-12","4.3",,"43.7","0.0","0.0","18.3","22.2","15.6","  130","  130","9.4","13.0"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-13","3.4",,"0.0","0.0","0.0","19.7","21.7","14.4","  240","  260","7.6","14.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-14","2.6",,"0.0","0.0","0.0","17.3","25.0","10.0","  190","  200","5.8","8.1"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-15","1.8",,"0.3","0.0","0.0","21.2","23.3","16.1","  200","  190","6.3","8.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-16","1.6",,"0.0","0.0","0.0","20.2","27.8","15.6","  130","  160","4.0","4.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-17","3.5",,"0.0","0.0","0.0","20.4","26.1","15.0","  170","  170","6.7","8.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-18","4.3",,"0.0","0.0","0.0","21.3","27.8","16.7","  170","  170","9.4","13.0"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-19","2.2",,"2.3","0.0","0.0","21.7","23.9","17.2","  150","  150","6.7","8.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-20","1.4",,"0.0","0.0","0.0","21.0","28.3","15.0","  190","  180","5.4","6.3"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-21","4.8",,"0.8","0.0","0.0","22.9","24.4","21.7","  200","  190","8.1","13.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-22","2.2",,"48.0","0.0","0.0","21.3","23.3","16.1","  320","  320","6.3","13.4"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-23","1.7",,"0.0","0.0","0.0","17.8","23.3","12.2","  300","  300","6.7","9.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-24","4.0",,"0.0","0.0","0.0","18.4","27.2","11.7","  220","  230","7.6","13.9"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-25","3.1",,"0.0","0.0","0.0","20.8","23.9","15.0","  190","  170","7.2","11.6"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-26","2.4",,"0.0","0.0","0.0","16.2","21.1","11.1","  260","  260","6.3","11.2"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-27","3.6",,"7.6","0.0","0.0","16.6","18.3","15.0","  190","  220","7.6","12.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-28","4.4",,"0.3","0.0","0.0","15.5","18.9","11.1","   30","   40","7.6","9.8"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-29","4.1",,"22.9","0.0","0.0","13.2","16.1","10.6","  100","   80","7.6","11.2"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-09-30","4.3",,"0.3","0.0","0.0","20.7","29.4","16.1","  190","  190","9.4","12.5"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","43.1405","-89.3452","264.0","2019-10-01","2.3",,"61.0","0.0","0.0","23.2","24.4","16.1","  340","  340","9.8","13.9"
