"","GLM.rmse","GLM.nse","GLM.r","GLM.bias","GLM.mae","GLM.nmae","GOTM.rmse","GOTM.nse","GOTM.r","GOTM.bias","GOTM.mae","GOTM.nmae","Simstrat.rmse","Simstrat.nse","Simstrat.r","Simstrat.bias","Simstrat.mae","Simstrat.nmae","ensemble_mean.rmse","ensemble_mean.nse","ensemble_mean.r","ensemble_mean.bias","ensemble_mean.mae","ensemble_mean.nmae"
"1",1.83877290809097,0.916213031865145,0.965082920049543,0.615945335453021,1.35792131381893,Inf,2.30770509048871,0.867953101632239,0.953020794170174,-1.27399413359107,1.87803831600162,Inf,1.77576710229513,0.921812090696684,0.962115447635301,-0.3738171061038,1.19776594106011,0.136353513032484,1.34184547665551,0.955355023211681,0.978931785390862,-0.344332950689433,1.0023982120951,Inf
