datetime,ln_null_GLM,ln_01_GLM,ln_05_GLM,ln_1_GLM,ln_15_GLM,ln_2_GLM,ln_25_GLM,ln_3_GLM,ln_35_GLM,ln_4_GLM,ln_45_GLM,ln_5_GLM,ln_10_GLM,id
2006-06-06,1.65489701292003,1.15072625936282,1.48313010773815,1.61066626739692,2.1506340883639,1.74640510499605,1.7400664847285,1.4138287155011,2.88065702950294,1.93805222532522,0.804403523895155,1.62265908250061,2.55670346326899,mendota
2006-06-07,2.7958933471832,2.30196500133061,2.7364141430774,3.10382480027796,3.12748810769824,2.25022381320392,3.18343597627443,2.49712428893467,2.8991583891487,3.50599346589424,1.76232663395411,2.95786854535137,4.69105474040556,mendota
2006-06-08,4.76612770630705,3.79223326772468,4.56008597171386,5.06500808113325,5.24734702613439,3.92231819319627,5.35446889055613,4.03656927032123,4.72393790658539,5.87105891609565,2.73906685508624,4.93408331223586,7.56987832490734,mendota
2006-06-09,4.54570083617936,3.66372160699882,4.42719825036366,4.89324496690962,5.14759998041917,3.87069681014074,5.1516971198545,3.80898405511502,4.52655212038567,5.64685012533008,2.73990477390483,4.77619785343912,7.45625545349884,mendota
2006-06-10,3.1517401641044,2.54388703104055,2.99989075950766,3.3348445423711,3.46769854787492,2.60487448075086,3.52217424281003,2.63556932122439,3.07942775325387,3.89753557090053,1.83954953948434,3.23083924633861,5.07402392322557,mendota
2006-06-11,6.1505660116146,6.77475335892537,7.71184031360719,8.60327293196008,9.11458231583311,6.98744728850746,8.63012527481502,6.92278712153571,15.0765604728216,10.0369849055352,5.04359298947213,8.38625475897805,13.4432766721464,mendota
2006-06-12,14.1105424685265,11.6379480269996,13.1448321172656,14.6419539926482,15.6205723642002,12.1194654057968,14.6798427815416,12.1374130830589,25.5987335947634,16.9915484547211,8.49163351531113,14.2685990638379,23.1587869789471,mendota
2006-06-13,17.3469668939958,14.2427108913428,15.9704281711777,17.6082200186325,19.1001824007922,15.5350996002951,17.8674700275912,14.7158764420073,30.3649341138034,20.914836612753,10.1248174288282,17.3222650061987,28.0939035675988,mendota
2006-06-14,12.1908218103625,9.95933251230898,11.1496569193279,12.2428723738269,13.36135009767,11.1950904494138,12.707461931354,10.2212951839829,21.000246350173,14.7160545501076,7.06190436055472,12.1178347977465,19.4668534022546,mendota
2006-06-15,3.24188905283716,2.64088714025318,2.95069206281851,3.24607240791746,3.54414244633514,2.99903858072204,3.39045594086949,2.70094144551539,5.54830017943856,3.90973309959499,1.86735878586534,3.21159761171509,5.15452255355562,mendota
2006-06-16,0.894687483051262,1.0227626617841,1.0447312159313,1.21687992741597,0.889445408588239,0.997260546518317,1.2039903834178,0.976848194464437,1.11223535797403,1.37725903211789,0.719860712855407,1.18389585159074,1.97840917920432,mendota
2006-06-17,1.07608122734185,1.08650748622319,1.17315130632845,1.3388842823922,1.04090529215599,1.21780218603186,1.2173961442126,1.09327572019481,1.25784810428649,1.56946950477011,0.800876332207345,1.35862027564479,2.24581811213147,mendota
2006-06-18,3.21958239005932,3.26807969453896,3.44686114569021,3.94574768070606,2.97835119833005,3.75458745122747,3.8430784668449,3.14423450571473,3.68854106747299,4.73175370746558,2.44298875930791,4.05147746581672,6.70630543294107,mendota
2006-06-19,2.88717455393324,3.05686402221586,3.23656561973263,3.69685169922754,2.75332398965862,3.6417955823578,3.65097728495402,2.94176727558615,3.39383655987039,4.49852951423622,2.22266892961455,3.80768410345991,6.1936835762148,mendota
2006-06-20,9.68001791134136,7.80961704962557,8.27596201161986,9.48794065338402,6.88981870862009,9.20057174030799,9.5420224065892,7.70917796213504,16.8216187306963,11.6428128267019,5.94035612845044,9.80936909221833,15.9121371920364,mendota
2006-06-21,2.36611866249396,1.87648666555476,2.04762849802863,2.31842815208446,1.74502006089358,2.20120586735908,2.39309029565628,1.92834430935836,2.09558994130711,2.84661119484713,1.45414169880576,2.37828879013402,3.87547214512925,mendota
2006-06-22,6.53899010249322,5.05826982102461,5.24278116011391,5.82751235395452,4.86025064624977,6.00025805122939,6.46784703799524,5.05235693562157,5.00465937585279,4.83793460738358,4.10798876202294,4.59861210507547,10.3953808909016,mendota
2006-06-23,21.3061043959835,16.742439506852,17.2274198892405,18.4055273654256,16.2375279352274,19.9040622843921,21.438442678657,16.6723178890784,16.668170383256,16.0369262016701,13.9400577530306,15.1398253295829,33.6020884617744,mendota
2006-06-24,17.4143130610704,13.6902309714942,14.0197430363503,15.108518435468,13.2599985507898,16.4211431937655,17.5385970642633,13.5640794359056,13.5896216933549,19.9883573358488,11.6564109198936,12.3241276257824,27.1868345193651,mendota
2006-06-25,13.8665180764862,10.8975828190582,11.1537726432984,12.1064910557733,10.5896658359843,13.208728004909,14.0082849921068,10.7939064523162,10.8931216721449,15.9727444848009,9.43899525977806,9.82984571217048,21.4860302609298,mendota
2006-06-26,10.1188812355493,7.94385992553703,8.10910384799232,8.80324103771246,7.72229939289857,9.60565939678574,10.1566836379461,7.83256967876886,7.92880601422709,11.6218402123917,6.89098621384453,7.17268721354561,15.8139390112588,mendota
2006-06-27,8.97641613655664,6.95024878157877,7.24720999511884,7.85676251264017,6.90121655593347,8.60524447556114,9.03234196007587,6.98774652270042,7.06840724671544,6.71855489768653,6.21366645330256,6.40424488534988,13.956214034563,mendota
2006-06-28,7.19688543448909,5.66120812892885,5.83196619502028,6.34491451908534,5.59664076208594,6.92135255643919,7.33681426562988,5.63541116080365,5.73421562408267,5.4736833608391,5.08190011075962,5.06690075080594,11.1913261177756,mendota
2006-06-29,29.3917774350388,22.992760403943,23.4467543945646,25.9584975225144,22.7318105843716,28.1049084281938,29.9115787618355,22.9696659449134,23.2399953780353,34.0458072206154,20.7869288562422,20.9738123782836,44.7878058290764,mendota
2006-06-30,13.4974989299767,10.6447610662036,10.856017908619,11.9184199377869,10.4544639445634,12.9165788204507,13.7923308065087,10.5426898044205,10.7094629509904,15.7085722343576,9.67460551578957,9.57314925575841,20.3592613778855,mendota
2006-07-01,2.07981336589742,1.63846874264619,1.6735785480664,1.82807423849602,1.60881164294903,2.0197636059371,2.1236227072811,1.62386226137599,1.64765332145105,2.4260673321649,1.50497263912192,1.48943235744422,3.12046351917404,mendota
