datetime,ssi_null_GOTM,ssi_01_GOTM,ssi_05_GOTM,ssi_1_GOTM,ssi_15_GOTM,ssi_2_GOTM,ssi_25_GOTM,ssi_3_GOTM,ssi_35_GOTM,ssi_4_GOTM,ssi_45_GOTM,ssi_5_GOTM,ssi_10_GOTM,id
1995-01-21,3.97639076351626,3.99071204010535,3.59310591822166,2.63513619308846,1.46638759938682,0.931821895068286,0.701649631653684,0.576595760201557,0.416763964419807,0.170166677936399,0.101979697568783,0.0724935657365074,0.0285391544452753,mendota
1995-01-22,3.9457543077574,3.96123051461815,3.5263707361256,2.53231537335246,1.40006761194393,0.998427581725651,0.675368806000248,0.532707959345464,0.33500293743274,0.140766470118151,0.0851697547831007,0.0674390697764081,0.0341770512490734,mendota
1995-01-23,3.99664786946169,4.01377392860668,3.55170315129684,2.57994122718076,1.69603860037859,0.912104507127968,0.588757184906236,0.396439731612152,0.135221805777905,0.0740321786741067,0.0525178337798504,0.0441685663212888,0.0254680211919432,mendota
1995-01-24,3.8786287426761,3.89606391139623,3.40900352214136,2.46682390297269,1.41468897660947,0.674590557940693,0.430233033927336,0.182675505819787,0.0682287219972306,0.0367287784803632,0.0269282951233559,0.0224524767289994,0.00998346718182827,mendota
1995-01-25,3.4927712553045,3.50850764817197,2.98654103082414,1.81135089563501,0.797801018791473,0.547010050731474,0.362363479639226,0.134545732999674,0.0737131582050373,0.0489857203515192,0.0329102033385166,0.0252777679913229,0.00622179480147971,mendota
1995-01-26,3.17926165403152,3.19371306223055,2.62275236743291,1.07220687653367,0.790897948456986,0.568575732399071,0.404578103696955,0.260246571581956,0.133284305781804,0.100304662530473,0.0764020819010224,0.0603457346414348,0.0263396092651119,mendota
1995-01-27,2.95396176626185,2.96767200664929,2.35025933444445,0.990428456173065,0.743444748369648,0.541104665981423,0.407596338501706,0.293612244809798,0.147437141115456,0.119111634895015,0.0918760469393662,0.0712138559539305,0.0292004658956947,mendota
1995-01-28,2.81614090655467,2.82963259555272,2.168786494151,1.01775089846788,0.736271471219153,0.536778142400763,0.423276461528716,0.323687708128962,0.183083012860306,0.136468161171012,0.101399825130335,0.0778922531536772,0.0336984507771649,mendota
1995-01-29,2.69181508465958,2.70503329112066,2.01334083210678,0.979815190540354,0.689845183342212,0.505029836098915,0.408875851197971,0.31255918771964,0.167379584428918,0.127221750940526,0.0942438002395671,0.0714398459697237,0.029008701836895,mendota
1995-01-30,2.64444705346474,2.65784799748903,1.95069437271729,1.03441915823832,0.685708247086272,0.501393147371412,0.41274998445459,0.326750427174575,0.180493136002626,0.131927206497044,0.0932334298446866,0.0730293922006776,0.0335035266091891,mendota
1995-01-31,2.57696706026632,2.59034978878918,1.88667646518249,0.995859450115903,0.62440216494349,0.455945680141523,0.378098060019449,0.282771657538237,0.128949103440688,0.105309316864912,0.0751416699983256,0.0577865424081923,0.0248017387122438,mendota
1995-02-01,2.48703450645939,2.50015234958101,1.80115362693856,0.874398890012154,0.60595253017617,0.449786488511393,0.374294561390241,0.287242681175225,0.133381638974469,0.10816477218669,0.0777511014491573,0.0605661974492036,0.0267273396781813,mendota
1995-02-02,2.41049066075993,2.4233269939762,1.72668207817519,0.840061239764896,0.57111780303275,0.434445153693408,0.366917144329819,0.286366101332392,0.135169042114727,0.112953084693939,0.0854680757522945,0.0662896575334389,0.0278884502748807,mendota
1995-02-03,2.38765159557725,2.40053032357843,1.70644931112059,0.865604920112932,0.562397890130027,0.431947435674872,0.369398812464207,0.301912959886382,0.178696206164581,0.114984620515404,0.0920856026136952,0.0702809850843524,0.0303551778771152,mendota
1995-02-04,2.44378246773966,2.4572658816221,1.77875854559722,0.984071587610192,0.554370232599371,0.427884870275622,0.364794523299214,0.274668200263133,0.120233823989379,0.094047083347765,0.071338415260767,0.0590354890237927,0.0301383943732508,mendota
1995-02-05,2.45370400667428,2.46743064111849,1.80658762349008,0.965135649532909,0.495559505205643,0.379307493347129,0.308559197695343,0.16909450373388,0.088644762224852,0.0597336999268555,0.0457577924586658,0.0380082079104221,0.0184285378831423,mendota
1995-02-06,2.32383552132847,2.33678453475134,1.67777269989682,0.711613699365397,0.440771254509613,0.339787305837181,0.276042596816607,0.143131187190237,0.0853470340506412,0.0604218895308433,0.0441696168434649,0.0363414784799504,0.0157684868443091,mendota
1995-02-07,2.22249630543401,2.23493718558864,1.56389257850166,0.671611147797003,0.440335502542581,0.35083146528916,0.292282601528062,0.177230575126572,0.103198809478699,0.0770699271910221,0.0574825173890825,0.0478953697265756,0.0230301925699103,mendota
1995-02-08,2.32745430701198,2.34093677873412,1.6652417142169,0.882271043511836,0.501529917198702,0.390885047349132,0.319163814966175,0.19612458983651,0.107774636020025,0.0830867585865493,0.066516505044789,0.0575207186245786,0.0333106729584968,mendota
1995-02-09,2.30536043580741,2.31896372377117,1.64573722274363,0.839068158762911,0.37770109323873,0.293170959181449,0.23442547780055,0.111151053864903,0.0681573115181709,0.0469925053252303,0.036022845414295,0.0300399768854309,0.0134669444205348,mendota
1995-02-10,2.33813552181849,2.35221851223669,1.68403937824628,0.810511122147173,0.420002558350255,0.321683076938061,0.23331438022735,0.0886246135578354,0.0653897361569002,0.0503675089884917,0.0422593168401587,0.0375292016784814,0.0227596990038731,mendota
1995-02-11,2.29028256171588,2.304203620895,1.63789490392018,0.725914858800866,0.330421249921595,0.249430491479258,0.134738572171488,0.0604422879887448,0.0378823304165124,0.0290657336184889,0.0242228730889991,0.0211669903808896,0.0105260669608783,mendota
1995-02-12,2.22588984486724,2.23951124262319,1.56573250869382,0.578639792887693,0.328680843989674,0.245431693171895,0.129323242871038,0.0662239441221417,0.0443058181609638,0.0354279050927407,0.0302988402384959,0.0269819586708528,0.0152858943329511,mendota
1995-02-13,2.19921031569817,2.21284347735264,1.53055270965587,0.567148767536408,0.306373041908344,0.228896622251022,0.100643519048723,0.0603583405079234,0.042313993994473,0.0345914831381123,0.030041296997778,0.0270290758614104,0.016118353756255,mendota
1995-02-14,2.16292036358101,2.17650036539784,1.48610699174726,0.523262291214548,0.277646124022258,0.202200695523525,0.0708213409133344,0.0502040985752229,0.035876232569215,0.0296644305993371,0.02591170219974,0.0233462837776891,0.0137109228907907,mendota
1995-02-15,2.14970713966825,2.163391637768,1.46451136053934,0.519363336870151,0.265962563594552,0.189855888819953,0.0679588186737062,0.0515991022887787,0.038123962487805,0.0321335055390386,0.0285212584719037,0.0260087897559763,0.0162956428809869,mendota
1995-02-16,2.18201711824979,2.19612164042897,1.49031793966306,0.590155852256197,0.256873382274151,0.177573067883002,0.0631656961436279,0.0471850397952324,0.0368411702644591,0.0305212911617864,0.0268821357645766,0.0244175179546257,0.0155513377351425,mendota
1995-02-17,2.09660896802673,2.11025349668081,1.40201258443479,0.480106718288904,0.190529279773673,0.0911561732806321,0.0348002783407792,0.02261704936048,0.0173752974311556,0.0144425088187177,0.0125414494265905,0.011158104811867,0.00571895914790303,mendota
1995-02-18,1.98238945793377,1.99533811602445,1.27946660700364,0.355822126697587,0.185088716868545,0.0798646061539971,0.0391553311511879,0.0265139887940658,0.0210645880902656,0.0178885695521239,0.0157895358491955,0.0142530456108049,0.00808049802579428,mendota
1995-02-19,1.87022011300666,1.88245561291392,1.15467375258361,0.331549350255369,0.177351909860286,0.0645206250768865,0.039146460319697,0.0271473197726269,0.0219747829525025,0.0188842008681696,0.0167840986696523,0.0152213656986452,0.00883904253644537,mendota
1995-02-20,1.73647416775511,1.74779433940248,0.996576970203469,0.300844625918034,0.173840353573538,0.0716811985298188,0.0530341936401974,0.0387561033832144,0.0301969390221252,0.0242415838887386,0.0209072602742412,0.0188044210289812,0.0103062256938228,mendota
1995-02-21,1.57972758816458,1.58991046743746,0.793646800436451,0.279474886538203,0.182926815481444,0.143151572726026,0.115175613495247,0.0713628110215137,0.0573429084697361,0.0521431106273262,0.041428288243336,0.0339753325625932,0.0152893293857308,mendota
1995-02-22,1.51598309067649,1.5257373901454,0.718860028080026,0.306374376951652,0.219915600804977,0.183874341575841,0.159818989380824,0.123061087902182,0.0788402600087329,0.0605474418958556,0.053968856920092,0.0458302668107896,0.0219502006915229,mendota
1995-02-23,1.38711223887802,1.39592908231987,0.620196410122861,0.263488462609422,0.19926932930793,0.170621863994371,0.133152450856212,0.0701026927327319,0.0547530618223528,0.0405502714430717,0.0321292018640185,0.0268368442770418,0.0116063956362321,mendota
1995-02-24,1.16598499789265,1.17307240213732,0.467721702995328,0.269272841481707,0.214164848828777,0.187164292991526,0.138528837745443,0.0739534459813567,0.0623554651711472,0.0468615583098974,0.0351393201850795,0.0288229425072205,0.0115995425277759,mendota
1995-02-25,0.975961979690214,0.981517818580597,0.453442116407232,0.293882361098046,0.250170227898122,0.228854562669582,0.195691113707523,0.127008330011117,0.0868018122817173,0.0740520182424343,0.057853698695554,0.0456557765230743,0.019925910874974,mendota
1995-02-26,1.04272011235662,1.0488916718875,0.613022747705164,0.372538755657911,0.325390927880106,0.291960594741514,0.246545887895281,0.185400113024666,0.10838736613722,0.0896447356875662,0.0708408584902865,0.05902942324174,0.0310297854982149,mendota
1995-02-27,0.946012450551485,0.951433332894919,0.512962048408083,0.277575864898773,0.245813215973044,0.225637846987251,0.19004257147758,0.120029907450082,0.0772681062836921,0.0618194160588262,0.0465435123444062,0.0353157194090139,0.0135890350756575,mendota
1995-02-28,0.847798554563572,0.852435590652635,0.457958197234218,0.317167120760071,0.281681977811535,0.26056585247997,0.229448517957315,0.180019471760426,0.107871691905896,0.0863785876225363,0.0688097615885,0.0530990331940865,0.0228478099534734,mendota
1995-03-01,0.908693242882194,0.913968875858426,0.553393768327298,0.359303334616669,0.319307669305832,0.293984402500692,0.255150400726703,0.198848467512101,0.109413864321881,0.0918796488634424,0.0709397452301174,0.0568877530011367,0.0283030679790562,mendota
1995-03-02,0.707534526046155,0.711596390476338,0.44653562743008,0.27725569170994,0.245837111462118,0.230215620775118,0.203778673511184,0.161319564836503,0.0859131664080601,0.0758568692227565,0.0613968131809718,0.0489442531385397,0.0108546749782047,mendota
1995-03-03,0.549040264037778,0.55313613034004,0.433130974494058,0.318668357370319,0.293007210667804,0.281877183885376,0.263129746343139,0.236321003344625,0.194492994676921,0.149841157231406,0.102339165835247,0.0804714114117653,0.0226818894688692,mendota
1995-03-04,0.578909390503474,0.583670271615018,0.474871727827984,0.376640216941348,0.359679209759748,0.348627130358782,0.32280451882459,0.258975380583674,0.142085195815572,0.117932879148888,0.0893035007648031,0.068067984534624,0.026715910390768,mendota
1995-03-05,0.63112886376876,0.636067893969067,0.518568293495817,0.423165264195377,0.401434924516409,0.382908102845171,0.349276151848569,0.275887156270225,0.147192527434653,0.121237207609431,0.087846279879893,0.0698360778296259,0.0309771906194998,mendota
1995-03-06,0.855029185202294,0.861505704966171,0.688525912900412,0.519824161179871,0.482163880217344,0.442672331407286,0.38515179708376,0.297478234839942,0.159734570206008,0.1343914872654,0.10738312005985,0.0890811482469907,0.0454309004368596,mendota
1995-03-07,0.789501440128727,0.794816099019087,0.568788040594294,0.39149577384971,0.353981863696176,0.32306945481127,0.286618378546117,0.251467142057445,0.21000235828121,0.168420643640448,0.109042597320597,0.0922515345080182,0.0266684266664247,mendota
1995-03-08,0.678152433179886,0.68124390000902,0.51948956983422,0.424925620910803,0.383291449378702,0.35507770246353,0.323720795330174,0.296516533664255,0.266004916803571,0.23927097917895,0.188601495181428,0.132082935501244,0.0387384909526991,mendota
1995-03-09,0.650218563030408,0.653641470010016,0.530284967157221,0.437649870292689,0.400056243720671,0.376258543466013,0.349583344385727,0.326532921032398,0.295119933682188,0.264107273071228,0.207221523147019,0.157065860786693,0.0363424055093589,mendota
1995-03-10,0.626601406385856,0.631759986052959,0.532341432843327,0.441931113506506,0.414418250338249,0.397537284948317,0.364391718205648,0.301205069983257,0.184228946669901,0.12242435184291,0.0842257655432128,0.0637113985937963,0.0218497749647517,mendota
1995-03-11,0.637060809579668,0.643996830433088,0.534603532398451,0.453868587404456,0.429627811198407,0.411135119557052,0.365545179816788,0.227959760594023,0.151059349041713,0.1135622571568,0.0851845029474272,0.0619655527677928,0.0214771899986041,mendota
1995-03-12,0.653542001678968,0.660386520650531,0.530409086161455,0.467667669397747,0.448125440958804,0.441260923860498,0.41307490383443,0.344028235203064,0.210990941210433,0.16867767832802,0.13491394796416,0.113680995280621,0.0292237981898511,mendota
1995-03-13,0.724270299383061,0.732241507115118,0.604740119842416,0.543134942679579,0.524005575887311,0.517922708862848,0.496683099018421,0.473630921750311,0.412198234790395,0.317630424865496,0.234239538538149,0.191644528859003,0.0539373858670037,mendota
1995-03-14,0.768839033930011,0.778036603517325,0.655854832413712,0.588977428957537,0.568440904048286,0.558158916060637,0.542297424781511,0.529693142086834,0.501174223174234,0.427342089381951,0.321111607696379,0.253931844827162,0.0679769269756729,mendota
1995-03-15,0.66340625455191,0.670282968370378,0.568715825554396,0.552971844485652,0.538018078272726,0.545334841892079,0.536239140994272,0.534006221060713,0.521618649483193,0.503732464142394,0.456899356965242,0.382078780570777,0.147798541131403,mendota
1995-03-16,0.430237569980181,0.420556206348449,0.227375179871172,0.378936939856484,0.380599682093532,0.399836418529596,0.407073783017956,0.405678514664592,0.42024952361336,0.405123436388834,0.398513844078344,0.398579771325746,0.053842144651091,mendota
1995-03-17,-0.155737297505653,-0.154718433720198,-0.153214911503817,-0.149278938005078,-0.149277179787765,-0.151600930924074,-0.154017469743724,-0.154766297094133,-0.155763396424242,-0.155512583343954,-0.155185772800239,-0.154887789002793,-0.155296298507273,mendota
1995-03-18,0.141352893261559,0.141099047339259,0.159097126581606,0.178300073338807,0.174723417974299,0.158335392480569,0.126255927247372,0.0862476607312882,0.0427999461558405,0.00516081609684507,-0.0164304958146037,-0.0324627629133969,-0.0605896717794913,mendota
1995-03-19,0.154379787474968,0.149963137623117,0.156086479190809,0.1493040326683,0.144592137490931,0.133859419823641,0.109719217779037,0.0665396153705984,0.0044351822741867,-0.0209755119265263,-0.0458944269558424,-0.0619586165051577,-0.0861766439811348,mendota
1995-03-20,-0.139567303791528,-0.139082455943622,-0.14054797901136,-0.151267436197986,-0.176774336852939,-0.163510337606452,-0.162522537457215,-0.157057292856491,-0.155920738188996,-0.150222920415798,-0.145903338471244,-0.143309854810212,-0.139283970464874,mendota
1995-03-21,-0.143966115187578,-0.143166874651727,-0.136462178897069,-0.136752947444616,-0.140669961418703,-0.146587507521503,-0.164576277735114,-0.178050799221799,-0.178081727035806,-0.176619777058769,-0.175300936994003,-0.174109281865256,-0.167679803918107,mendota
1995-03-22,-0.146574841932996,-0.144978660115678,-0.145084839040435,-0.144560174454925,-0.145735954335208,-0.146402898939344,-0.148618550755574,-0.148454804648779,-0.150352599391991,-0.150110832076828,-0.149835502919541,-0.149662431951109,-0.155665317095007,mendota
1995-03-23,0.0791844609869091,0.0785811426332257,0.0936505754946303,0.109676809873258,0.123228957526838,0.132388814660642,0.140685409892106,0.143904283575795,0.144062050059269,0.139724370986688,0.132336991719559,0.120067921780415,0.0258393816864557,mendota
1995-03-24,0.0667213555720878,0.0637207604323833,0.0570692469278915,0.0488990005830814,0.0415979836726,0.0326234194232917,0.0250141238579855,0.0168705191123258,0.00957358413378433,0.00260007619882785,-0.00440473956647659,-0.0115990308938246,-0.0538393821042653,mendota
1995-03-25,0.40997898632487,0.406585922422963,0.41585753320775,0.432919392062663,0.449551105797134,0.460881358061202,0.472755151178585,0.476400616878735,0.472552369868174,0.460746865016846,0.446299642420754,0.426401654241768,0.117969629841585,mendota
1995-03-26,0.316195828199095,0.308986774337492,0.311289462618425,0.305019234102037,0.289531481387906,0.270703138295884,0.250997931980423,0.222023181244324,0.19175672469457,0.159366754713427,0.127921645012758,0.0974370797753357,-0.00322867201274912,mendota
1995-03-27,-0.0142956003648538,-0.0138616478385174,-0.0166345607389911,-0.0195894556305781,-0.023011589070889,-0.0257154873272641,-0.0286040225446021,-0.0296275248698208,-0.0312825489667403,-0.03172298255656,-0.0320909177451348,-0.032450678557597,-0.0380110631703207,mendota
1995-03-28,0.0341536999042673,0.0346188525384211,0.0340856073471393,0.0335776833536382,0.0326330871206975,0.0318540959339102,0.0307230089380077,0.0303029893100756,0.0293661066836522,0.02901057578833,0.0286613203726843,0.0282834862925648,0.0233356402360911,mendota
1995-03-29,0.229158799429693,0.227554280875097,0.209948142452481,0.18315137545452,0.153382373042696,0.124387908000829,0.100106420493813,0.0820352164724833,0.0714068481189629,0.0637126687763684,0.0576271038201163,0.0529247636431332,0.0299614111449463,mendota
1995-03-30,0.247390779885906,0.245739868812509,0.23041021158945,0.199609807399001,0.15773643261403,0.112510826015324,0.0788834111244711,0.0613176548966269,0.049169474814485,0.0405758650789256,0.0339988348199114,0.0286217881731572,0.00223542051735277,mendota
1995-03-31,0.307497090028974,0.303729507627465,0.293002507525639,0.270173789054606,0.241654349048686,0.207138007455958,0.17290417420625,0.13469542593606,0.100235633181331,0.0687847725289288,0.0473907097579701,0.0352419836892971,-0.001280268333032,mendota
1995-04-01,0.225084524374294,0.221473510018547,0.209764780768297,0.193580236854541,0.177838610797428,0.161204173803734,0.14474783469289,0.127834646267876,0.112802958527193,0.0979530059844325,0.084868433450482,0.0735731921219655,0.0285191331513559,mendota
1995-04-02,0.355205899643157,0.35195866091048,0.34293855999202,0.323508066809717,0.29506003246118,0.250610085742893,0.187051650893962,0.109497636831164,0.0687228874085043,0.0478371833200317,0.0353225704200856,0.0265976068337715,-0.00779571553170468,mendota
1995-04-03,-0.00720943851125376,-0.0108165113404211,0.00563961234303883,0.0203042044922432,0.0334307456041821,0.0200769242024759,-0.0282354082350259,-0.0784512527647295,-0.0900033992670325,-0.0959862813202468,-0.0997374615006672,-0.102451865565237,-0.11126523277774,mendota
1995-04-04,-0.150421067760649,-0.150359303950583,-0.146954917668373,-0.144995342845801,-0.144496266048752,-0.143963317640842,-0.144297517877279,-0.1435736858551,-0.143902391829376,-0.14323045526887,-0.142555684103468,-0.141950612014362,-0.140249628591533,mendota
1995-04-05,0.382157537032437,0.378262405741533,0.376619519908293,0.373562421032082,0.373101159682701,0.37186795884347,0.372965284881191,0.370449672746047,0.370950166176077,0.368240390549054,0.365466835687461,0.362832974573948,0.346504945425242,mendota
1995-04-06,2.4531162203698,2.41861197784571,2.37245359269034,2.30407248695385,2.26158197584414,2.20783715176677,2.16669483741049,2.10524620622056,2.05797001677517,1.98934784331241,1.91475628593319,1.84157449413341,0.889232165399606,mendota
1995-04-07,0.102053928050081,0.0982090425663664,0.0859357737901821,0.0670802637519426,0.0473308642923438,0.0256137574466455,0.00329490949574287,-0.0201875314536264,-0.0399198955657213,-0.0523536891146202,-0.0594497749307072,-0.0651229419884246,-0.0906829026895164,mendota
1995-04-08,0.181493815605617,0.177039301304499,0.155334032474726,0.127125399909007,0.100151079359405,0.0733761539567745,0.0494061610152787,0.0285686171019454,0.0140838143810675,0.00506439487048634,-0.00142822245377234,-0.00608805152860422,-0.0254274097349797,mendota
1995-04-09,-0.0467257758839346,-0.0473207438423735,-0.0487845122810591,-0.0519390715280375,-0.0538119977777207,-0.0536186454840606,-0.0534486880105763,-0.0528485630741659,-0.0525708135431664,-0.0519119201293166,-0.0512435559857461,-0.0505773201623083,-0.0455811588197033,mendota
1995-04-10,0.0581778969565419,0.0569920283039171,0.0555485110939448,0.0613950432362954,0.0563278529245957,0.0524006974518728,0.0477971908763963,0.0447128080607973,0.0431461480215778,0.0412697277511717,0.040004603320467,0.0390369668054127,0.0351560555900573,mendota
1995-04-11,0.0929115655951316,0.0925691881344658,0.0922137685027641,0.0916812330854472,0.0913988582780078,0.0910511620951011,0.0909237079924496,0.0904810621658465,0.0903388560445336,0.0899280596776735,0.0895218512787872,0.0891353611429938,0.0872636621880716,mendota
1995-04-12,-0.0963068353064064,-0.0964549411404567,-0.093405907295077,-0.0902018234269511,-0.0878050703834202,-0.0855465920776125,-0.0838625889697123,-0.0816563931366524,-0.0800899114862541,-0.0781119875246572,-0.0762549236196241,-0.0745269227820898,-0.0634731622974346,mendota
1995-04-13,-0.0713120437511156,-0.0707886978278225,-0.0630060846821333,-0.0589009125745282,-0.0574283851062704,-0.0565890282422837,-0.0566978379642303,-0.0562594552935609,-0.0566298347979669,-0.0562122608687311,-0.0557843104962932,-0.0553933907396239,-0.0540919405590779,mendota
1995-04-14,-0.095430689645596,-0.0949847419609135,-0.0961475381835416,-0.0973244218884216,-0.0989211384395949,-0.0997551213173248,-0.100948492695974,-0.101061904078019,-0.101998804103837,-0.102005516546636,-0.101979415689728,-0.101968101522197,-0.10423392433253,mendota
1995-04-15,0.00299190842604078,0.00197450523988584,0.0259548249716498,0.0188098037823904,0.000610339684642551,-0.00993243311908879,-0.0160509321690247,-0.0200432727309684,-0.0231394276962683,-0.0256243476211786,-0.0276618891848282,-0.0293368353498254,-0.0373596879662342,mendota
1995-04-16,-0.0347414278518396,-0.0346724808597598,-0.0364409424340946,-0.0378288808918475,-0.0392419298009619,-0.0403014099307643,-0.0415636527783102,-0.0419397316860598,-0.0427652755622537,-0.0429686238750229,-0.0431367809212479,-0.043310709049873,-0.0465557362652124,mendota
1995-04-17,-0.0606509049618848,-0.060939249114649,-0.0540615965913639,-0.0516255928131455,-0.0508503217545399,-0.0501567295589195,-0.0499215598675247,-0.0490880944739455,-0.0488340189302206,-0.0480432927947689,-0.0472793381949315,-0.0465796859876451,-0.0431362109933327,mendota
1995-04-18,-0.0356612776059957,-0.0361761933856065,-0.0360738061877965,-0.034167307460328,-0.0330159055480851,-0.0319573040175774,-0.0315274524563256,-0.0305425787497797,-0.0302399238304102,-0.029421783302326,-0.0286702108230414,-0.0280104051296663,-0.0254038776312308,mendota
1995-04-19,-0.020707231558719,-0.016476595718768,-0.0140097838709942,-0.0116048866748938,-0.0238890539498994,-0.0280698513023146,-0.0330512845229255,-0.0325749057049804,-0.0357253519282296,-0.0347125592304968,-0.0338023236177258,-0.0324582613964053,-0.0239185096000681,mendota
1995-04-20,0.113555571882875,0.119393467252465,0.113246760362878,0.105887909123044,0.0932776968079671,0.0825602280083367,0.0668123677119873,0.0581018601216272,0.0509624492605383,0.0479110080165569,0.0454276427358744,0.0431189053622713,0.0271946575586404,mendota
1995-04-21,0.0892929434408174,0.095424749201359,0.0692590243849276,0.0325662661277902,0.0179326041618566,0.0148156870859327,0.0134834889646654,0.0132597834064635,0.013051229878038,0.0130785638003005,0.0131105047410699,0.0131343428977498,0.0123703506625054,mendota
1995-04-22,0.197047412855175,0.203608017463381,0.179616394348798,0.157828534925524,0.179474155935051,0.167802516537501,0.144503757505939,0.123465501457505,0.104996682339126,0.0925570431133574,0.0826900781042554,0.07491825683227,0.0371064924815668,mendota
1995-04-23,1.06148584293199,1.07523522540584,1.06600282449317,1.03217128566182,0.979563749697796,0.90086935364439,0.815610893582568,0.738755224156671,0.665413802682815,0.620616841433765,0.58625957824291,0.557594381629717,0.220434004461933,mendota
