datetime,temp_null,temp_01,temp_05,temp_1,temp_15,temp_2,temp_25,temp_3,temp_35,temp_4,temp_45,temp_5,temp_10,id
1995-01-01,1.03125,1.03125,1.03125,1.03125,1.03125,1.03125,1.03125,1.03125,1.03125,1.03125,1.03125,1.03125,1.03125,mendota
1995-01-02,1.08524164557457,1.08401112258434,1.0411215176185,1.03033506373564,1.02028072377046,1.01353407402833,1.01035517950853,1.004847407341,1.00187930464745,0.997721696893374,0.994771465659142,0.990909859538078,0.97129695614179,mendota
1995-01-03,1.02690949290991,1.02481835956375,1.00625828281045,0.982054154078166,0.976127540071805,0.975988619029522,0.985379935552677,0.985928919166327,0.987447137633959,0.987592798968156,0.989082053303719,0.988881170749664,0.886045207579931,mendota
1995-01-04,0.845410242676735,0.845156916727622,0.813618212938309,0.691040885945161,0.628778140991926,0.604335168997447,0.586752697825432,0.568975086013476,0.555469294389089,0.544369262953599,0.534422613680363,0.52535255253315,0.477429945021868,mendota
1995-01-05,0.723254496852557,0.722812985380491,0.391034230589867,0.294056435426076,0.28886571029822,0.287107686201731,0.290266332527002,0.289228277901808,0.290785248080889,0.293476675947507,0.292746514081955,0.291713252663612,0.295219259957473,mendota
1995-01-06,0.608794063329697,0.620049064358075,0.221530924240748,0.185833754638831,0.193885793288549,0.192084044218063,0.192532589038213,0.205955758690834,0.193633159001668,0.208625170091788,0.2083821768562,0.206112064421177,0.202497700850169,mendota
1995-01-07,0.58972313006719,0.580706616242727,0.194157928228378,0.169571340084076,0.172960052887599,0.173370033502579,0.178486074010531,0.182853450377782,0.178011174003283,0.205188485483328,0.206708744168282,0.204745285212994,0.172352080543836,mendota
1995-01-08,0.544043784340223,0.56293045481046,0.145693759123484,0.101995045940081,0.126904716094335,0.126419025162856,0.134395072857539,0.166891160110633,0.137004440029462,0.158422783017159,0.151339759429296,0.154215385516485,0.0553629100322723,mendota
1995-01-09,0.503828878204028,0.519674370686213,0.0326641499996185,0.0562735994656881,0.034148911635081,0.036395455400149,0.0746140579382579,0.0806027501821518,0.0633352746566137,0.0759473765889804,0.0723673154910405,0.0631769249836604,-0.144915714859962,mendota
1995-01-10,0.467406451702118,0.494594007730484,0.0179047783215841,-0.00227724512418111,-0.028257817029953,-0.000884373982747396,0.0256610562403997,0.0285688365499179,0.00511687994003296,0.0402170370022456,0.0100821306308111,0.00306183596452077,-0.159974947571754,mendota
1995-01-11,0.465274055798848,0.482137352228165,-0.00618685285250346,-0.0154654582341512,-0.00289215644200643,-0.00569015244642894,0.0161391894022624,0.0414195607105891,0.0263923058907191,0.0165576835473378,0.00725836555163066,-0.0123343616724014,-0.135676986227433,mendota
1995-01-12,0.430245906114578,0.464032510916392,-0.00793899595737457,-0.037700355052948,-0.0126470426718394,-0.0389303291837374,-0.00456584244966507,0.00173050661881765,-0.0100238720575968,-0.00577061871687571,-0.0544273083408674,-0.105133081475894,-0.140334580093622,mendota
1995-01-13,0.410581906636556,0.434041738510132,-0.0461211701234182,-0.0590937038262685,-0.0593651831150055,-0.0709163298209508,-0.0323771660526594,-0.0248894989490509,-0.0555737937490145,-0.0395508805910746,-0.140124961733818,-0.170617870986462,-0.153524267176787,mendota
1995-01-14,0.390160113573074,0.420949061711629,-0.0831909080346425,-0.0941389054059982,-0.0926626722017924,-0.101101736227671,-0.0644312699635824,-0.0780266374349594,-0.123698780934016,-0.1295205950737,-0.181180760264397,-0.176265224814415,-0.164806130031745,mendota
1995-01-15,0.378452991445859,0.40523757537206,-0.106871763865153,-0.11356694996357,-0.112825493017832,-0.125923315684001,-0.0986412142713865,-0.125263142089049,-0.178214420874914,-0.148701173563798,-0.187809730569522,-0.186134410401185,-0.169149106989304,mendota
1995-01-16,0.36253248155117,0.389312108357747,-0.143367384870847,-0.141417612632116,-0.136647085348765,-0.161821792523066,-0.151053120692571,-0.184518235425154,-0.188896263639132,-0.172148540616035,-0.196637410670519,-0.199377288420995,-0.181884760657946,mendota
1995-01-17,0.346265395482381,0.372622509797414,-0.174034769336383,-0.172762195269267,-0.175076494614283,-0.210569724440575,-0.20028097430865,-0.197063863277435,-0.206493837138017,-0.188729537030061,-0.213853048781554,-0.21438938130935,-0.193612273782492,mendota
1995-01-18,0.331456462542216,0.356220319867134,-0.204176714022954,-0.195935060580572,-0.176281437277794,-0.242361401518186,-0.205954442421595,-0.194761974116166,-0.205608477195104,-0.189524129033089,-0.213222707311312,-0.214594957729181,-0.191625170409679,mendota
1995-01-19,0.31146073838075,0.340110431114833,-0.231929411490758,-0.234291185935338,-0.219561959306399,-0.255859732627869,-0.228008608023326,-0.205882042646408,-0.221821136772633,-0.211627384026845,-0.235455160339673,-0.233429148793221,-0.219944926599661,mendota
1995-01-20,0.301280279954274,0.329580595095952,-0.232541630665461,-0.233258669575055,-0.225504398345947,-0.243234549959501,-0.221445627510548,-0.208772351344426,-0.22120863199234,-0.212020698934793,-0.223428952197234,-0.227021423478921,-0.214304809768995,mendota
1995-01-21,0.299786905447642,0.321310708920161,-0.253766576449076,-0.244417235255241,-0.233631432056427,-0.262000133593877,-0.236104518175125,-0.211417761941751,-0.23005719234546,-0.217552517851194,-0.236597068607807,-0.237176885207494,-0.224912441025178,mendota
1995-01-22,0.297181308269501,0.319768821199735,-0.242645531892776,-0.259373565514882,-0.249064142505328,-0.275272520879904,-0.249298291901747,-0.229538304110368,-0.247565358877182,-0.235402586559455,-0.251337935527166,-0.249151039247712,-0.229391538227598,mendota
1995-01-23,0.294883817434311,0.319052239259084,-0.261898949742317,-0.258917068441709,-0.247286528348923,-0.271989991267522,-0.251466922461987,-0.235571994135777,-0.251241609454155,-0.238017290830612,-0.249691996723413,-0.251128296057383,-0.230466227978468,mendota
1995-01-24,0.287115126848221,0.315728237231572,-0.273072903354963,-0.263382037480672,-0.262993069986502,-0.288112950821718,-0.262523810068766,-0.246844702710708,-0.261181196818749,-0.244715902333458,-0.258884062369664,-0.249383009970188,-0.239357284580668,mendota
1995-01-25,0.273973147074382,0.309969613949458,-0.30523951848348,-0.314156144857407,-0.29532332221667,-0.307894761363665,-0.301403149962425,-0.287341689070066,-0.284408221642176,-0.284612106159329,-0.294684280951818,-0.28832525635759,-0.262879756589731,mendota
1995-01-26,0.251361504197121,0.280146593848864,-0.343866392970085,-0.326488584280014,-0.30373008052508,-0.318070943156878,-0.280582599341869,-0.275698150197665,-0.306372821331024,-0.285054976741473,-0.314241676280896,-0.301588357736667,-0.284374138961236,mendota
1995-01-27,0.250514447689056,0.292597532272339,-0.366765876611074,-0.354110931356748,-0.334019765257835,-0.345999146501223,-0.308103350301584,-0.264435871193806,-0.327849465111891,-0.288938419272502,-0.33084786683321,-0.308732970307271,-0.285340167582035,mendota
1995-01-28,0.256673604249954,0.277836183706919,-0.358769829074542,-0.351905087629954,-0.334876348574956,-0.329534153143565,-0.316693410277367,-0.278777208179235,-0.297646299004555,-0.295620805273453,-0.319344175358613,-0.300181853274504,-0.293081680312753,mendota
1995-01-29,0.237194364269574,0.25413013001283,-0.371263826886813,-0.346734181046486,-0.310110785067081,-0.311389210323493,-0.30444818114241,-0.279722891747952,-0.293299612899621,-0.297108347217242,-0.310474400719007,-0.294074691832066,-0.294089376926422,mendota
1995-01-30,0.228041157126427,0.265305047233899,-0.386637101570765,-0.350147247314453,-0.305430422226588,-0.325821712613106,-0.311845096449057,-0.286587251971165,-0.273565955460072,-0.311823652436336,-0.324456589917342,-0.298405177891254,-0.301445081209143,mendota
1995-01-31,0.22118146220843,0.247863699992498,-0.381797353426615,-0.350372095902761,-0.303657315671444,-0.316603635748227,-0.319735574225585,-0.305398639291525,-0.274420571823915,-0.290636748075485,-0.325939428061247,-0.323984576389194,-0.319992379595836,mendota
1995-02-01,0.21251368522644,0.234858890374502,-0.381848225990931,-0.356386671463648,-0.298928519090017,-0.301070409516493,-0.309665034214656,-0.298799052834511,-0.252941391120354,-0.296317465603352,-0.324441223094861,-0.303360852102439,-0.314294992635647,mendota
1995-02-02,0.202049811681112,0.21846146384875,-0.378545423348745,-0.337261994679769,-0.30894993742307,-0.312160501877467,-0.319160190721353,-0.301111184060574,-0.270221079389254,-0.29335127522548,-0.319315681854884,-0.304085493087769,-0.31543550764521,mendota
1995-02-03,0.195695688327154,0.219975764552752,-0.371788288156192,-0.333492254217466,-0.304536029696465,-0.310611632963022,-0.309509555498759,-0.28020395586888,-0.283220464984576,-0.289789032191038,-0.329690897837281,-0.312539762506882,-0.321598454688986,mendota
1995-02-04,0.191810846328735,0.220503767331441,-0.377719198664029,-0.332588111360868,-0.314992884794871,-0.30815564841032,-0.310016515354315,-0.278328947722912,-0.272261514017979,-0.290068270638585,-0.326962973301609,-0.319219547634323,-0.325385223453244,mendota
1995-02-05,0.189332415660222,0.202567944924037,-0.37404387195905,-0.330755904316902,-0.305677225192388,-0.315796865771214,-0.314713341494401,-0.254378930975993,-0.291410821800431,-0.301407976076007,-0.330092431977391,-0.318259265273809,-0.337091447785497,mendota
1995-02-06,0.180616135398547,0.236724575360616,-0.407701869805654,-0.350247472524643,-0.3480118115743,-0.361359549065431,-0.357493498673042,-0.313586490849654,-0.334480664382378,-0.329999990140398,-0.357311648006241,-0.364426088208954,-0.37693819993486,mendota
1995-02-07,0.165108660856883,0.238800356785456,-0.42276006937027,-0.37880943218867,-0.377858092387517,-0.348424725234509,-0.387954322000345,-0.348317448049784,-0.351736593991518,-0.360281956692537,-0.389926955103874,-0.384272454306483,-0.393470268696547,mendota
1995-02-08,0.178899303078651,0.250214676062266,-0.39281465113163,-0.368196606636047,-0.35183621942997,-0.340481792887052,-0.360012028366327,-0.321622734268506,-0.331187167515357,-0.337179026256005,-0.364666059613228,-0.354909718036652,-0.369880586862564,mendota
1995-02-09,0.157502844929695,0.228311389684677,-0.388867124915123,-0.365628955264886,-0.355870102842649,-0.344091894725959,-0.372149990871549,-0.339775701363881,-0.349686508377393,-0.350338283926249,-0.376820726320148,-0.370023454849919,-0.390438564897825,mendota
1995-02-10,0.167323529720306,0.213606288035711,-0.360614736874898,-0.364910684525967,-0.350756106277307,-0.33938751121362,-0.359255807474256,-0.312246967107058,-0.33720593030254,-0.342489146627486,-0.370519201581677,-0.352492022017638,-0.378589792332302,mendota
1995-02-11,0.154610633850098,0.212395201126734,-0.385012527306875,-0.360641106963158,-0.334024724860986,-0.342112146938841,-0.367413750539223,-0.309964374949535,-0.341366201639175,-0.348421735999485,-0.381680144307514,-0.347830242477357,-0.391430369112641,mendota
1995-02-12,0.152125279108683,0.234510446588198,-0.390593061844508,-0.345399647951126,-0.344751405219237,-0.352094085266193,-0.340670675039291,-0.317955364783605,-0.33979340766867,-0.332303966395557,-0.37015062260131,-0.355197528377175,-0.382539223491525,mendota
1995-02-13,0.146420155962308,0.233384152253469,-0.331019774079323,-0.355484927694003,-0.349303636699915,-0.324016444385052,-0.349055331821243,-0.329858668148518,-0.345644138132532,-0.346205603331327,-0.384805774937073,-0.370175693805019,-0.398751942634893,mendota
1995-02-14,0.138106043140093,0.231428354978561,-0.34356081734101,-0.322000920772552,-0.357467939456304,-0.34163879789412,-0.360717222094536,-0.310350865125656,-0.356111812715729,-0.346230774496992,-0.380813699526091,-0.363799688095848,-0.379763453999961,mendota
1995-02-15,0.131827513376872,0.213546546796958,-0.335847397645315,-0.301186246176561,-0.333991532524427,-0.318368418763081,-0.33691593259573,-0.302635529078543,-0.334617176403602,-0.33765935835739,-0.368605033184091,-0.360476902220398,-0.370897877806177,mendota
1995-02-16,0.129808137814204,0.212337508797646,-0.324363050361474,-0.304166074842215,-0.306991625577211,-0.321452441314856,-0.340696435421705,-0.302501099494596,-0.334923453939458,-0.333676114833603,-0.367888822220266,-0.357914364741494,-0.377169054622451,mendota
1995-02-17,0.117969073355198,0.192952434221903,-0.34603974968195,-0.316514241198699,-0.32998415765663,-0.336694953342279,-0.351777823641896,-0.300621970246236,-0.351099036168307,-0.338784492264191,-0.377755167428404,-0.380045112222433,-0.389390824052195,mendota
1995-02-18,0.111615560948849,0.0750988523165385,-0.340912153323491,-0.3137268597881,-0.312352156887452,-0.324873741095265,-0.353325866783659,-0.313171739379565,-0.324702270328999,-0.343925696487228,-0.36844609087954,-0.375148216728121,-0.402742120126883,mendota
1995-02-19,0.106572101513545,-0.0746697410941124,-0.350215713183085,-0.295924755434195,-0.330775691817204,-0.326874004056056,-0.34509580830733,-0.31901993509382,-0.30367825490733,-0.351247002060215,-0.371491820551455,-0.375030252151191,-0.39585170444722,mendota
1995-02-20,0.0912089745203654,-0.105064230660597,-0.288854288558165,-0.301139873762925,-0.311900758494933,-0.31634673414131,-0.342780105148753,-0.297125479206443,-0.313931757273773,-0.344893460782866,-0.374146550893784,-0.377323791074256,-0.409003583248705,mendota
1995-02-21,0.0863238573074341,-0.106419493754705,-0.307043179869652,-0.306108292192221,-0.278483871991436,-0.334247889618079,-0.35689046420157,-0.316189318274458,-0.326332330082854,-0.354621844987075,-0.387330766146382,-0.394406882425149,-0.422999169318549,mendota
1995-02-22,0.0851033180952072,-0.0985352918505669,-0.301649490992228,-0.306420368452867,-0.281753691534201,-0.335001316542427,-0.351345258454482,-0.296594912186265,-0.343728582685192,-0.35170106155177,-0.39387876385202,-0.407724988025924,-0.441305535205174,mendota
1995-02-23,0.0782843430836995,-0.106283510724703,-0.319318083425363,-0.323404445002476,-0.285672411943475,-0.348353328804175,-0.368051557491223,-0.320844693109393,-0.347263966376583,-0.372095858678222,-0.406426278253396,-0.412894576167067,-0.461544854023183,mendota
1995-02-24,0.059155136346817,-0.0875612149635951,-0.324973796804746,-0.326380630334218,-0.300270389765501,-0.35736841460069,-0.378346475462119,-0.331980066373944,-0.360899745797118,-0.380493760108948,-0.418448283026616,-0.430378300448259,-0.474481857381761,mendota
1995-02-25,0.0550900648037593,-0.109150225917498,-0.322326252857844,-0.296773275981347,-0.292336240410805,-0.354618735611439,-0.378920037299395,-0.33516218761603,-0.375445938979586,-0.392752637465795,-0.434463956082861,-0.439446364839872,-0.486734877030055,mendota
1995-02-26,0.0548316637674967,-0.0507090290387472,-0.27717932065328,-0.291336576143901,-0.288665716846784,-0.346565250307322,-0.370971776545048,-0.33262660043935,-0.366674423838655,-0.386882542942961,-0.422514448563258,-0.435565705721577,-0.481416314064215,mendota
1995-02-27,0.0513614043593407,-0.039489691456159,-0.290080140034358,-0.282386980950832,-0.281843431293964,-0.342432446777821,-0.367878764867783,-0.333628789832195,-0.368520254890124,-0.386689474185308,-0.424333109830817,-0.439312393466632,-0.484807150748869,mendota
1995-02-28,0.0468513518571854,-0.039334791402022,-0.284816225369771,-0.286604039371014,-0.28838657339414,-0.349246624857187,-0.373050697147846,-0.340567859510581,-0.37730294962724,-0.394657300164302,-0.428731530283888,-0.445026359210412,-0.492807560910781,mendota
1995-03-01,0.0464466611544291,-0.0393467843532562,-0.231185421347618,-0.285588815808296,-0.286935730526845,-0.345568425953388,-0.369841875508428,-0.341112722953161,-0.375369895249605,-0.393109408517679,-0.427615108589331,-0.445004550119241,-0.493536499173691,mendota
1995-03-02,0.036275327205658,-0.0464514444271723,-0.225884785254796,-0.299729301283757,-0.29685660948356,-0.350107888380686,-0.380852077156305,-0.35531393935283,-0.385414268821478,-0.401933966825406,-0.438359354933103,-0.456689460823933,-0.507889859378338,mendota
1995-03-03,0.0319591214259466,-0.0580587834119797,-0.221244181195895,-0.310556853810946,-0.307522094498078,-0.359218480686347,-0.391018826514482,-0.36800903826952,-0.401148247222106,-0.417121358215809,-0.453669217725595,-0.475610196590424,-0.52782502087454,mendota
1995-03-04,0.0294932027657827,-0.0568632930517197,-0.212299771606922,-0.311731055378914,-0.309546381235123,-0.359165836125612,-0.387573901563883,-0.362427995850643,-0.401689432561398,-0.417086839675903,-0.452024582773447,-0.480312071740627,-0.537526517485579,mendota
1995-03-05,0.0362202127774557,-0.0500573565562566,-0.185552353660266,-0.275373933215936,-0.325854254265626,-0.371747667590777,-0.400176752358675,-0.373365148901939,-0.403551602115234,-0.410984533528487,-0.455401457846165,-0.48603792861104,-0.542739663273096,mendota
1995-03-06,0.0389942030111949,-0.0265241364638011,-0.209132671356201,-0.271827938656012,-0.235890127718449,-0.252687122672796,-0.273935824632645,-0.255875612298648,-0.285346250981092,-0.30114387969176,-0.337692561248938,-0.366197559982538,-0.43801780603826,mendota
1995-03-07,0.0311719179153442,-0.0145168006420135,-0.162202497323354,-0.180855219562848,-0.187967471778393,-0.247526346395413,-0.273015029728413,-0.236807574828466,-0.283663609375556,-0.299511134624481,-0.344178964694341,-0.372501873100797,-0.447600208222866,mendota
1995-03-08,0.0294323265552521,-0.00938627123832703,-0.178077491621176,-0.195115156471729,-0.200420474012693,-0.255797356367111,-0.283388718962669,-0.248527100930611,-0.292885486036539,-0.307537876069546,-0.350823630889257,-0.375652991235256,-0.460000066707532,mendota
1995-03-09,0.0286986331144969,-0.013347198565801,-0.187481020887693,-0.204340976973375,-0.215191463629405,-0.261189269522826,-0.294168201585611,-0.261443292101224,-0.302858013659716,-0.318402051925659,-0.361989834656318,-0.3907238903145,-0.474040911222498,mendota
1995-03-10,0.0296469827493032,-0.0380515158176422,-0.187886672715346,-0.209874351819356,-0.223073499898116,-0.269856790701548,-0.300324261188507,-0.270568139851093,-0.310470685362816,-0.328068471203248,-0.371026857445637,-0.398295549054941,-0.483926536515355,mendota
1995-03-11,0.0358731100956599,0.00332493583361308,-0.16612767179807,-0.195821575820446,-0.206683839360873,-0.260371034344037,-0.301737621426582,-0.264229570825895,-0.311660042653481,-0.316891470303138,-0.372758906334639,-0.40257727727294,-0.490280024707317,mendota
1995-03-12,0.0306231429179509,-0.0291604499022166,-0.131065398454666,-0.125665605068207,-0.151257502535979,-0.210642402370771,-0.177935635050138,-0.225406100352605,-0.260076890389125,-0.288709300259749,-0.330412767827511,-0.359307852884134,-0.473549421876669,mendota
1995-03-13,0.0671061327060064,0.0258658826351166,-0.0701395124197006,-0.111390481392543,-0.122577910621961,-0.188738599419594,-0.175732215245565,-0.193360681335131,-0.2389034156998,-0.257196930547555,-0.30957043170929,-0.354457239309947,-0.467839786161979,mendota
1995-03-14,0.101030121246974,0.104695682724317,-0.0410059591134389,-0.0711006273825963,-0.102945536375046,-0.182307849327723,-0.171713553369045,-0.182435467839241,-0.242674556871255,-0.248117263118426,-0.308910816907883,-0.349635484317939,-0.481691380341848,mendota
