datetime,ssi_null_Simstrat,ssi_01_Simstrat,ssi_05_Simstrat,ssi_1_Simstrat,ssi_15_Simstrat,ssi_2_Simstrat,ssi_25_Simstrat,ssi_3_Simstrat,ssi_35_Simstrat,ssi_4_Simstrat,ssi_45_Simstrat,ssi_5_Simstrat,ssi_10_Simstrat,id
1995-01-29,4.91119662067343,4.99274583830769,0.928013768290625,0.742378630801477,1.04293444711101,0.0496114642849824,0.0522082345824356,0.716921417030728,-0.349991330725022,-0.58421100356815,-1.51525112221197,-0.901837315177633,-1.68925146975654,mendota
1995-01-30,4.59891294361557,5.51487524511123,0.225701023794679,-0.0808575714969431,0.966615751367682,-0.481302580904841,-0.320527697336013,0.476063941031988,0.459408387968272,-1.0423254958037,-1.87290945507098,-0.999726865599909,-2.0653686593469,mendota
1995-01-31,4.60441089547538,4.96747540645196,0.112764632369253,0.148466452684053,1.1306321459158,-0.0662687968936568,-0.524606833027222,-0.0301041118564866,0.657486814177228,-0.194614079494693,-1.72291892299337,-1.73099559487532,-2.42867131483795,mendota
1995-02-01,4.36144430367419,4.51064645656723,-0.291908384541118,-0.648474300304549,0.813967373593808,-0.0499205996102553,-0.714929242248549,-0.451497299131863,0.942144784738512,-0.814744471003048,-2.35865263946091,-1.35859722606539,-2.92856095279957,mendota
1995-02-02,4.27885300430797,4.1795215168282,-0.432381292351492,-0.34805343194258,0.030802072771083,-0.812893027623015,-1.49625404573507,-1.08705504903432,0.198127252143718,-1.25380823920115,-2.67142374610894,-2.08889596077016,-3.46387913745154,mendota
1995-02-03,4.04513795140695,4.03422742573873,-0.598327122436408,-0.648960580410544,-0.196741549249572,-0.922201613905313,-1.51034879396919,-0.591678003424335,-0.612418118552938,-1.38134188249306,-3.13538022897872,-2.46203142602586,-3.81426582609209,mendota
1995-02-04,3.95461412431052,4.2623409379867,-0.866196588421511,-0.814824136325614,-0.659933039423164,-1.02762749420237,-1.64180645922715,-0.651864709870401,-0.234719260021217,-1.33871609700666,-2.94408992918591,-2.66528565738765,-3.9044323192324,mendota
1995-02-05,3.95347361862815,3.95418695110504,-1.10514795679418,-0.947530151724449,-0.574500869781657,-1.50296018091533,-1.91765385233895,0.129144246337307,-0.979484607837728,-1.9747671526517,-3.29661949034355,-2.85237253169442,-4.28012746554246,mendota
1995-02-06,3.82873344076144,5.10516916954788,-1.59093720213829,-0.655089204994624,-1.11031436704097,-2.12356756878348,-2.50155465194861,-0.845351724767387,-1.52421591602588,-1.89787510304977,-3.26293565564574,-3.45018971580138,-4.79700236228685,mendota
1995-02-07,3.49998761294869,5.20498456968876,-1.58449619216401,-0.937673598160465,-1.49457324925703,-0.960407414766847,-2.91452011662742,-1.53011512155085,-1.7903979142931,-2.35056635707535,-3.88658014100833,-3.73996968679595,-4.63655019265848,mendota
1995-02-08,3.90037234205186,5.54363639837003,-1.29386742394333,-1.3936646926599,-1.36989182023828,-1.49086394044436,-2.93024737560772,-1.4526396387918,-2.03509636445677,-2.67505299486024,-3.94581600028332,-3.70123684384599,-4.84730416241378,mendota
1995-02-09,3.22394030388862,4.69116082678348,-1.29691092152181,-1.50282659268901,-1.6458112924227,-1.71225544551248,-3.38681144381516,-2.08876987068275,-2.68303174571217,-3.06999059316509,-4.38682347198031,-4.21668656772904,-5.25333668873813,mendota
1995-02-10,3.61679077824307,4.13328050043727,-1.43005300967795,-1.9362501972325,-1.99833439725038,-2.02140124519048,-3.51547496063707,-1.69551576255173,-2.70210810087597,-3.2383060120827,-4.50930905925742,-3.9241082601263,-5.26827383709191,mendota
1995-02-11,3.36203832210476,4.20771980217661,-1.93811727727989,-2.18483219115087,-1.84667653322229,-2.46560626692878,-4.01465048148493,-1.74024871085548,-3.16531964395768,-3.70185460294916,-4.98288254728201,-3.8034562553333,-5.75619769918439,mendota
1995-02-12,3.35723778884042,5.01147269033643,-2.40612411513656,-1.78306763686974,-2.31025952486878,-2.87862413831277,-3.264845202416,-2.23587268937586,-3.28272021423559,-3.25201871252849,-4.85676320967621,-4.28704569460659,-5.56972884219433,mendota
1995-02-13,3.32474325182134,4.9673474778124,-0.900350709643678,-2.40818708428082,-2.65433449500209,-2.09426764843307,-3.60906050391479,-2.69262274426992,-3.57095171078566,-3.78263983982108,-5.18249789526507,-4.69414523177676,-5.94339789662741,mendota
1995-02-14,3.1940455398438,4.88423855769496,-1.47741608971521,-1.43409610797944,-3.01285936078108,-2.63890807789951,-3.94917113253018,-2.13924244859228,-4.00460104142099,-3.87816955218529,-5.23269347959713,-4.714477617616,-5.65471729817749,mendota
1995-02-15,3.12543060106576,4.31302629036252,-2.04360496251691,-1.58091545495394,-3.23236659690026,-2.7996158282567,-4.11071980331234,-2.62005064556267,-4.05818689233172,-4.28405635565983,-5.51063639276032,-5.09482731356561,-5.79063230316904,mendota
1995-02-16,3.13860882763199,4.2310020317116,-2.16868811114041,-1.91896739400414,-2.58938144279712,-3.10505989336817,-4.3223146770904,-2.93416669307943,-4.26159773750485,-4.36177473373266,-5.64718366450147,-5.20038973047318,-6.00813966055978,mendota
1995-02-17,2.92661411409412,3.57532741591935,-2.76373497662184,-2.24372091010831,-3.20574774747176,-3.35378964555549,-4.61632068722572,-2.63518312650563,-4.65672182872658,-4.47352331439453,-5.78182047887835,-5.64710110666135,-6.03072845707565,mendota
1995-02-18,2.93733250572869,3.87191281303088,-2.64536441532326,-2.45486680783427,-2.98579034099667,-3.39467185390599,-4.84124980380277,-3.20772224115115,-3.99702185050196,-4.6789641366657,-5.61507302759343,-5.64786121154634,-6.44844505746781,mendota
1995-02-19,3.03017355597772,3.79944682649828,-3.17299843394002,-2.1450278757073,-3.64318545859558,-3.78191738007439,-4.93217481990386,-3.54386077312218,-3.59150792644135,-5.16146304699089,-5.99662147430119,-5.90302684800395,-6.45589210110699,mendota
1995-02-20,2.70973871444826,3.68232901566718,-1.66919955008419,-2.70690170952152,-3.48565590752354,-3.87637079811666,-5.17754288460676,-3.39540793182316,-4.11599212152721,-5.35169217912618,-6.12516035211832,-6.29342473580587,-6.73191213989257,mendota
1995-02-21,2.83443093456234,3.42255585783829,-2.53283607741558,-3.1189854875386,-2.66026735139841,-4.38702955813899,-5.71550961034424,-4.03355518738239,-4.58647980473702,-5.65684824254456,-6.45005595913404,-6.52601907187538,-7.05923859570686,mendota
1995-02-22,3.0149072733008,3.5076078977559,-2.0693385315272,-2.9385549789186,-2.68988075443983,-4.46814718228412,-5.49743700194031,-3.2396566716429,-4.87655935476868,-5.35427670564893,-6.5839345368936,-6.74203028747247,-7.29092422324398,mendota
1995-02-23,3.08170475467685,3.24556299778368,-2.42578765116062,-3.16750880909916,-2.51802781645851,-4.70233234530042,-5.75360777216669,-3.76924392146491,-4.71935678405213,-5.73816507490936,-6.64209379249457,-6.66676031252777,-7.54415440422954,mendota
1995-02-24,2.66654214756368,3.97910434803022,-2.42241485903184,-3.20255815722181,-2.93870783194076,-4.88767332196607,-5.95731946073002,-3.98717886178129,-5.06641697612883,-5.86587799450681,-6.85690770855752,-6.86749501428325,-7.45126056492335,mendota
1995-02-25,2.98762614426786,3.36659115977834,-2.58675034211228,-3.29719303911694,-3.31652299737899,-5.13901040053269,-6.20603046772848,-4.21684796957384,-5.38980355081477,-6.02828029010944,-7.18703369393367,-7.0745618249094,-7.76483639648375,mendota
1995-02-26,2.98231451122126,3.44194192202274,-2.4587663544872,-3.20240325912712,-3.23001729824964,-4.99042073121332,-6.0219383854047,-4.15006287401787,-5.23383636017299,-5.86573310998304,-6.86205294448006,-6.90004959706846,-7.55413184469,mendota
1995-02-27,2.88189399188183,3.39403510762352,-2.38221700766563,-3.21683883034567,-3.21888553706399,-4.96223171788764,-5.95466542309117,-4.13489384646163,-5.22532849573858,-5.89818224272599,-6.80067377695156,-6.84196217580413,-7.48030298581212,mendota
1995-02-28,2.90963688669634,3.40659237891568,-2.26727722781716,-3.27821348571492,-3.37582041447573,-5.07627468942949,-6.02262633732482,-4.25520956744096,-5.33406834605571,-6.00174408091114,-6.79603602508862,-6.81098941024786,-7.46435952428348,mendota
1995-03-01,2.89600247886318,3.39976655216004,-2.22353693714234,-3.17886690886315,-3.25464511664407,-4.88881966772265,-5.81348352234407,-4.16686950899912,-5.17254235281869,-5.8235045967815,-6.6393915904576,-6.65096868066903,-7.27864409517581,mendota
1995-03-02,2.76951143250562,3.40667846212438,-2.31178837548187,-3.18339716073192,-3.33712811265113,-4.81286863286993,-5.88109290535251,-4.31144386873188,-5.24163641339343,-5.84144357476359,-6.67024217134305,-6.6828806224587,-7.27663008119688,mendota
1995-03-03,2.95211551459936,3.26752556850747,-2.22907696059435,-3.31213848505744,-3.45935720492057,-4.66737216952174,-5.91060969518231,-4.34076042441563,-5.36452379206116,-5.8371362713929,-6.72511018875592,-6.76609680532469,-7.31452787560786,mendota
1995-03-04,2.84455893540737,3.21770525074412,-2.20090138090036,-3.33910007824144,-3.51640479749725,-4.82523443092758,-5.80053348578998,-4.30375406670125,-5.37586336087913,-5.88815544349724,-6.67604706767517,-6.73651236074967,-7.29164214780221,mendota
1995-03-05,3.0731466998156,3.28934262298297,-2.0356265064532,-3.2233020018663,-3.32715044653689,-4.80656077795849,-5.88337139501029,-4.51322767186081,-5.50273886838766,-5.83542292885319,-6.74137290217002,-6.73260605220649,-7.32458412661029,mendota
1995-03-06,2.97278631840317,3.19211118043726,-2.086216331498,-3.33044395543952,-3.40314086806002,-4.87112861990379,-5.76956978007042,-4.63294417438548,-5.49170290350352,-5.87402679819303,-6.57832194398223,-6.69024679869117,-7.18812328505552,mendota
1995-03-07,2.75271761469755,3.18664341231151,-1.87811488501632,-3.01448389702943,-3.2604570313453,-5.03398666900764,-5.84559976302674,-4.27580172475257,-5.62687334747707,-6.02506905986479,-6.77942785991852,-6.83466227753538,-7.38092925097972,mendota
1995-03-08,2.90323349072121,3.22170738268504,-2.04370803421007,-3.20682541526766,-3.43899473152883,-5.02371853774061,-5.8537622203325,-4.42306550401533,-5.65816739687223,-6.05766425226538,-6.72669588715372,-6.78089977572555,-7.30786353562529,mendota
1995-03-09,2.91758906400803,3.17320728317381,-2.03069419605543,-3.23167184001556,-3.45941852734282,-4.91809328676389,-5.87883551864665,-4.49733577647575,-5.67186708667957,-6.07234501981049,-6.73463214525483,-6.76798211115945,-7.26802079906586,mendota
1995-03-10,2.92224660942595,3.16958391335165,-1.84714354881382,-3.27476407461592,-3.52595386866788,-4.94863032834512,-5.81796651486077,-4.55797376980836,-5.66037457954041,-6.02552789453267,-6.64433664149438,-6.68975094760247,-7.18562585877575,mendota
1995-03-11,3.0283191321175,3.35783594840551,-1.6402254807178,-3.2229683667056,-3.39757371784303,-4.92611055775031,-5.98362230937461,-4.42140544777041,-5.82543218478629,-5.81675267069826,-6.70905118056046,-6.71753177115065,-7.22950341543142,mendota
1995-03-12,2.68874699283295,3.3719235222578,-1.54479524695427,-3.25814562810023,-3.72564429626004,-5.17235288844637,-4.14950943969974,-5.07942173938088,-5.82871822071631,-6.33145733477419,-6.70164244642138,-6.99732124168805,-7.53488620749539,mendota
1995-03-13,3.29779328167055,2.57799310244313,-1.84371942476777,-3.51238123363623,-3.6705092990357,-5.18490319519611,-4.67554617220326,-4.92903980524528,-6.09522381492488,-6.17077720225675,-6.83591636345524,-7.16292964072251,-7.45557758570445,mendota
1995-03-14,3.45016588940907,3.76747114834986,-1.60327471603644,-2.97297503712959,-3.37256789260668,-5.41824856669758,-4.75050742397172,-4.9003586759191,-6.27642751122675,-6.15945260852711,-6.81560675884366,-7.14237002671553,-7.4874605276561,mendota
1995-03-15,3.35467188488233,2.70200968576962,-1.5130453814296,-3.73840288924942,-3.99023644070111,-5.82106942939461,-4.8821262294769,-5.06995300079257,-6.57912871712833,-6.55590686367636,-7.17995988527587,-7.46691140516973,-7.73091427613936,mendota
1995-03-16,2.55361359679899,2.31611110476779,-1.97792386733477,-2.0279132003537,-4.42840277965428,-5.52163428013109,-3.54447288570451,-5.38750123818286,-6.3273625669259,-6.91734644216013,-7.32500112243235,-7.64574586511397,-7.84923948000274,mendota
1995-03-17,2.81094084709345,2.14551396133196,-1.82120571290088,-2.9592657873051,-4.46564220521778,-5.18903235603373,-4.1804153153075,-4.74319354671043,-6.82678163724836,-7.22343896681753,-7.56396384722027,-7.74049527385566,-8.07233422586901,mendota
1995-03-18,2.95230722045394,2.53035165803815,-1.52113401898832,-2.18309889578945,-4.50647329378214,-5.61245942335214,-4.41705830351517,-5.21326938667505,-6.58500922000011,-7.193055806595,-7.37346420613146,-7.75965213743132,-8.03158824349251,mendota
1995-03-19,3.1528805349986,3.51103679740245,-1.29582819136252,-1.81170216897759,-4.53162270804096,-5.13278688545222,-4.62546338136336,-4.9456501265001,-6.66178522320934,-7.26196586281503,-7.44145294512862,-7.75234801660197,-7.94160414239521,mendota
1995-03-20,3.13012909230522,2.23287528633744,-0.99958858810935,-2.94192158621324,-4.05844205073672,-4.88268861641842,-5.16726000394233,-5.56495189581242,-6.61236433997709,-7.68280360906904,-7.71961712327901,-8.02930996569957,-8.07213711457335,mendota
1995-03-21,2.99854738616607,3.05389343575792,-1.07787507924953,-2.70987322515968,-4.22692797327085,-5.14103591772087,-5.20028120245934,-5.6344080941575,-6.6204570801097,-7.15322109715076,-7.60739831740426,-7.89788112499331,-7.8601302616733,mendota
1995-03-22,3.56433586686771,3.18893058797356,-1.40387021028192,-2.76057152195795,-4.09581142056075,-5.23928768985229,-5.75175914212375,-6.1324206205806,-6.80273430874355,-7.56913978586102,-7.64537335019989,-8.12616892934139,-7.861974761294,mendota
1995-03-23,2.49325054415241,2.57637168965353,-1.94314127396691,-2.56993152724742,-4.67482319456135,-5.0974816792869,-5.25446650287596,-6.33874176854024,-7.25597362150834,-7.87990311374416,-8.04655529563026,-8.42806175859335,-7.92105599927962,mendota
1995-03-24,2.17683033788292,1.63349296414141,-0.964750248956088,-3.41526450359683,-4.98417019321407,-6.04793127865682,-6.05500852935905,-5.82418986724265,-7.59220177335818,-8.37190164495634,-8.44340660893495,-8.67275406172767,-7.94809114078544,mendota
1995-03-25,3.07997452835838,2.24263673779277,-1.30003832991721,-4.33591205641777,-5.76657667311281,-6.59508369472525,-6.97280207149777,-6.89803288454297,-8.24348912880705,-8.81608698585422,-8.74549161599886,-8.9003405288216,-7.90825531169316,mendota
1995-03-26,2.97201562807997,2.78028042126813,-0.636563201195763,-6.29025426637491,-6.16763838936579,-6.51761597288256,-8.26547285145687,-7.36276357540862,-8.47918580333047,-8.95517377895407,-8.68171454755995,-8.78048636611169,-7.3734601352919,mendota
1995-03-27,-1.43640785500588,-1.14815631173698,-4.73826224539069,-7.38223206239605,-9.37684925223594,-10.3372459377025,-10.0430753946619,-10.9447438051763,-10.748596498519,-9.58957851254476,-8.78104905481563,-8.32804368855117,-7.00967835094721,mendota
1995-03-28,-0.143664840464944,-0.0643448458069131,-1.83245044647091,-3.06101736268333,-7.9235625056724,-9.16246239271122,-8.68405704061962,-9.97523860967882,-10.4421597440191,-11.3484067994248,-11.1355553271468,-11.1908893050846,-9.88223028027641,mendota
1995-03-29,-0.537485312656863,-0.0812783227693085,-1.83256526701849,-3.08883802636621,-6.13022661982665,-7.13983853089134,-7.63893781519889,-8.49019206279167,-9.53397203155479,-10.4275125351825,-10.0243896116077,-10.3685867634765,-10.379080392426,mendota
1995-03-30,-0.322423014018536,-0.308810815748291,-1.76530147370813,-3.43998643660924,-5.71272171501759,-6.76761998805487,-7.48891968417874,-8.34894909220644,-9.68586801521833,-10.4089438760056,-9.74003973498226,-9.3141288630867,-10.2553205350849,mendota
1995-03-31,-0.280868978750634,-0.561875153508253,-1.40887059288261,-3.45392415983914,-5.12277702970461,-6.48836235161031,-7.2540858704358,-8.25149692998618,-9.20090718116999,-10.2151246643365,-9.6198588467198,-9.21102840494845,-10.2766209101714,mendota
1995-04-01,-0.246408927566604,-0.321185621210478,-1.44549872352327,-3.60591603723207,-5.41552761488181,-6.66733394943246,-7.51768767540293,-8.57993698673574,-9.34212459774153,-9.80562991258613,-9.10343279688936,-9.02594228048276,-10.1695446539664,mendota
1995-04-02,-0.265666546490503,-0.425198237861438,-1.63921588367703,-3.92260803222887,-5.74520016868601,-6.90484943435324,-7.77725371829181,-8.86261320096804,-9.53794155099967,-9.83114543527728,-9.06389338242498,-8.99173452765963,-9.99376010547817,mendota
1995-04-03,-0.918403566946287,-0.30398782007309,-2.2301441127773,-4.53678417746207,-6.20770867604395,-6.05448849407925,-7.05155781885426,-8.21314504135937,-8.89862922860515,-8.14433442351979,-7.68554307233215,-7.99980114201074,-9.68498174096761,mendota
1995-04-04,0.09059293127423,0.0294956584255984,0.16223934452363,-0.45860420467329,-2.08220827515326,-2.72046802271684,-3.66845113950096,-4.82024563135055,-6.7262541939862,-6.13663754748897,-5.36869543214569,-5.30394765350157,-7.69790541668637,mendota
1995-04-05,1.33349923299277,1.43758983687703,1.57629838283567,1.58207424816501,1.56875020629285,1.00452883598731,0.211287156189967,-0.699240213065287,-1.40054903129243,-0.980481829557991,-1.27725014276152,-1.73335793187019,-3.77530021056943,mendota
1995-04-06,0.231174730533199,0.24251061443878,0.380936342537106,0.423829662277119,0.592609567994441,0.67104662728803,0.157405303583818,-0.61344392247551,-1.14447458002609,-0.851130417895667,-1.06820663402553,-1.49250666303351,-3.26011422444892,mendota
1995-04-07,0.0608199971479498,0.0356508713229708,0.0413680656777096,0.0547049585597408,0.0359763389423925,-0.0630263429438035,-0.538582181116954,-1.35026904659114,-1.94670095093086,-1.5832892988057,-1.70866071709736,-2.14780101022652,-4.05376704270308,mendota
1995-04-08,-0.23538044042414,-0.455280054648746,-0.149748333460217,-0.198514429588386,-0.249109935322919,-0.456739393430938,-0.929919303461852,-1.7476910907913,-2.28264062404991,-1.9595724185879,-2.03169549449135,-2.42969498475626,-4.30630739697728,mendota
1995-04-09,-0.260980746839468,-0.285694819903703,-0.451857383305875,-0.538704982969216,-0.626475301468056,-0.87599258688287,-1.40247957556979,-2.24771951100394,-2.76104821052518,-2.44434898693308,-2.47831693541882,-2.86109018876874,-4.74449590135437,mendota
1995-04-10,0.145523710529557,0.145391121992745,0.178076228387772,0.185619357674668,0.198532471893743,0.187957001381128,0.0661870542648093,-0.258749247235847,-0.683328978837751,-0.329260956703748,-0.44467949115416,-0.837077530934881,-2.68394843354717,mendota
1995-04-11,0.0798816072555349,0.0982981751019167,0.152870896717427,0.155994471827157,0.161148020741851,0.144502024270937,0.164344185169932,0.240359987964851,0.1345631758339,0.232631419374118,0.16988696450487,0.00570002152120068,-1.22118372140227,mendota
1995-04-12,-0.1566010359767,-0.202118329212154,-0.327276728640163,-0.378629499158467,-0.423991603487031,-0.397713537503351,-0.416493028721914,-0.390749715748923,-0.443590629683874,-0.381049591493329,-0.375356178502139,-0.502866626579595,-1.66822318245188,mendota
1995-04-13,-0.00241581752797734,-0.042825363738901,0.0347442576786758,0.0375300241532208,0.0369609210243173,0.0361329633048085,0.0316616846615005,0.0314873978118832,-0.0295307425554538,-0.0194028876673622,-0.0415210048096485,-0.135135759161229,-1.15940492426833,mendota
1995-04-14,0.0626701897295182,0.0523155481248123,0.0838167331425416,0.0880391825036583,0.0979796470478225,0.0926478710810492,0.0935312620326959,0.0782579150072857,0.0450155532753206,0.0532398140382017,0.02597202731212,-0.0592161232248678,-0.841295453827832,mendota
1995-04-15,0.0026631974117839,-0.00515072920893296,-0.0218584794752328,-0.0274549974018611,-0.0429718665476814,-0.0442147627736561,-0.0702815111505738,-0.151468015200538,-0.229759732148137,-0.19598392781039,-0.185949680704123,-0.265248381955451,-0.955608656076783,mendota
1995-04-16,-0.00899474413421247,-0.021826797515607,-0.0222426763645863,-0.0232302394786655,-0.0278184390603035,-0.0216067772759154,-0.029134369740009,-0.0532589613607348,-0.0654789655532974,-0.0532261339877231,-0.0430235032929724,-0.0933363538705918,-0.602649697371865,mendota
1995-04-17,0.719791838738599,0.334612740300859,0.290069957504513,0.255041930758384,0.205744215844215,0.405237808540109,0.348860608594138,0.168419691396103,0.295966065250315,0.423050263670015,0.710215885315804,0.734471780249391,0.605749577885059,mendota
1995-04-18,1.86971506639032,1.05493048374206,1.30722639220252,1.35823022509472,1.30137728476816,1.78715154314296,1.70169964594145,1.32858376005114,1.66199465952496,1.96082332207724,2.61792381370638,2.73719585897832,3.10474711875901,mendota
1995-04-19,0.502128305135383,0.424966400342805,0.498188508720304,0.393314544728567,0.589950312624665,0.852320755955203,0.975065158740835,0.9763738792848,1.24074957269384,1.35139149467505,1.69274825962885,1.89497889247786,2.81919083019872,mendota
1995-04-20,0.845411682927525,0.791290059128382,0.76332040472398,0.686116236835846,0.83118965104879,1.13126317763083,1.38165015390812,1.46515054532734,1.84593165278434,1.94566913658196,2.40156197067807,2.73384997163416,4.3823569433235,mendota
1995-04-21,-0.120031134838471,-0.111191227552088,-0.105761923848902,-0.182644978575992,-0.116909992224151,0.0911228995702988,0.403997248233933,0.599128857834213,0.988959989406583,1.02422456885937,1.39194370948711,1.85208210071041,3.7455197626113,mendota
