datetime,temp_null_GLM,temp_01_GLM,temp_05_GLM,temp_1_GLM,temp_15_GLM,temp_2_GLM,temp_25_GLM,temp_3_GLM,temp_35_GLM,temp_4_GLM,temp_45_GLM,temp_5_GLM,temp_10_GLM,id
1995-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mendota
1995-01-02,0.783525109291077,0.783525109291077,0.783525109291077,0.783525109291077,0.783525109291077,0.783525109291077,0.783525109291077,0.783525109291077,0.783525109291077,0.783525109291077,0.783525109291077,0.783525109291077,0.783525109291077,mendota
1995-01-03,0.547081351280212,0.545782744884491,0.550077438354492,0.551227927207947,0.551980376243591,0.552556157112122,0.553033292293549,0.55344694852829,0.553814828395844,0.554148018360138,0.554453670978546,0.554736912250519,0.556829690933228,mendota
1995-01-04,0.335249781608582,0.335355877876282,0.34179675579071,0.343737483024597,0.343752980232239,0.343667387962341,0.343595027923584,0.343509197235107,0.343452095985413,0.343402743339539,0.343357682228088,0.343316078186035,0.343013167381287,mendota
1995-01-05,0.0986804962158203,0.0938082933425903,0.12503981590271,0.124675512313843,0.124437689781189,0.124224185943604,0.124073266983032,0.123923301696777,0.123815417289734,0.123712301254272,0.123618245124817,0.123531579971313,0.122894763946533,mendota
1995-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,mendota
1995-01-07,0,0,0.000797271728515625,0.00128352642059326,0,0,0,0,0,-0.00243151187896729,-0.0176272392272949,-0.0320581197738647,-0.147451639175415,mendota
1995-01-08,0,0,0,0,0,-0.0336509943008423,-0.0706847906112671,-0.103932023048401,-0.134236454963684,-0.162087678909302,-0.188040256500244,-0.212527513504028,-0.402817487716675,mendota
1995-01-09,0,0,0,-0.0425212383270264,-0.155586838722229,-0.229611396789551,-0.292911887168884,-0.348473787307739,-0.401552081108093,-0.445958137512207,-0.487105488777161,-0.547880172729492,-0.856834888458252,mendota
1995-01-10,0,0,0,-0.106016635894775,-0.364472031593323,-0.467114210128784,-0.572553753852844,-0.711708903312683,-0.822436034679413,-0.912237644195557,-0.953894436359406,-0.939479470252991,-0.845522701740265,mendota
1995-01-11,0,0,-0.0191493034362793,-0.439372658729553,-0.576071500778198,-0.830714285373688,-0.95702463388443,-0.930008769035339,-0.907313883304596,-0.887603223323822,-0.870240211486816,-0.854760050773621,-0.704543828964233,mendota
1995-01-12,0,0,-0.267154812812805,-0.53675389289856,-0.801801562309265,-0.941483080387115,-0.905664443969727,-0.866892457008362,-0.831093490123749,-0.807221472263336,-0.776873350143433,-0.748599886894226,-0.648201942443848,mendota
1995-01-13,0,0,-0.51829981803894,-0.899947881698608,-0.94437313079834,-0.874113261699677,-0.818306088447571,-0.777298927307129,-0.760091304779053,-0.727313995361328,-0.707120060920715,-0.691847324371338,-0.621428370475769,mendota
1995-01-14,0,0,-0.77931272983551,-0.985270500183105,-0.871728599071503,-0.800534725189209,-0.759213805198669,-0.725458979606628,-0.710516214370728,-0.687423348426819,-0.671646118164062,-0.665435314178467,-0.607263207435608,mendota
1995-01-15,0,0,-1.04759711027145,-0.917729318141937,-0.810563027858734,-0.760459423065186,-0.743417263031006,-0.72073769569397,-0.694316864013672,-0.682386159896851,-0.671989321708679,-0.653947353363037,-0.545707821846008,mendota
1995-01-16,0,0,-1.05976504087448,-0.879088521003723,-0.794417262077332,-0.761475563049316,-0.733111023902893,-0.701913833618164,-0.679457306861877,-0.656955599784851,-0.637276649475098,-0.611133813858032,-0.545516014099121,mendota
1995-01-17,0,0,-1.01429158449173,-0.866647005081177,-0.809341430664062,-0.735689163208008,-0.683486461639404,-0.671232342720032,-0.645778298377991,-0.621964573860168,-0.620371699333191,-0.603692770004272,-0.565068960189819,mendota
1995-01-18,0,0,-0.986876904964447,-0.865522980690002,-0.772333264350891,-0.69724714756012,-0.675496101379395,-0.652870774269104,-0.64158296585083,-0.62946891784668,-0.619153618812561,-0.607211112976074,-0.56042468547821,mendota
1995-01-19,0,0,-1.00232940912247,-0.853658318519592,-0.756639838218689,-0.728383421897888,-0.705259919166565,-0.686322808265686,-0.6719890832901,-0.657835960388184,-0.646594047546387,-0.635087490081787,-0.587074041366577,mendota
1995-01-20,0,0,-0.971262574195862,-0.798500180244446,-0.732551455497742,-0.717406749725342,-0.694252967834473,-0.674826860427856,-0.660965919494629,-0.646838665008545,-0.637750625610352,-0.627396464347839,-0.579954147338867,mendota
1995-01-21,0,0,-0.931386888027191,-0.788991332054138,-0.744592070579529,-0.723300933837891,-0.702553629875183,-0.685812711715698,-0.672615528106689,-0.65884256362915,-0.649722933769226,-0.638821482658386,-0.588412284851074,mendota
1995-01-22,0,0,-0.905084490776062,-0.792996048927307,-0.760233640670776,-0.732053637504578,-0.711153268814087,-0.693276524543762,-0.67965042591095,-0.666348695755005,-0.657492399215698,-0.646670818328857,-0.593688726425171,mendota
1995-01-23,0,0,-0.9066002368927,-0.802634954452515,-0.768679857254028,-0.739509344100952,-0.718783020973206,-0.701395153999329,-0.687893748283386,-0.675519704818726,-0.667179703712463,-0.652698636054993,-0.574199318885803,mendota
1995-01-24,0,0,-0.917335867881775,-0.813503623008728,-0.781245589256287,-0.753107190132141,-0.724120020866394,-0.700438857078552,-0.686137676239014,-0.669918060302734,-0.659459590911865,-0.644359111785889,-0.569169282913208,mendota
1995-01-25,0,0,-0.984831213951111,-0.885241270065308,-0.853790521621704,-0.812930107116699,-0.776081919670105,-0.751887917518616,-0.732760667800903,-0.722692728042603,-0.713366389274597,-0.699496150016785,-0.621151804924011,mendota
