datetime,ssi_null,ssi_01,ssi_05,ssi_1,ssi_15,ssi_2,ssi_25,ssi_3,ssi_35,ssi_4,ssi_45,ssi_5,ssi_10,id
1998-06-15,323.946979262432,356.23725478193,347.924692400477,363.923350227221,365.858859634329,343.089954972509,345.565563315795,359.896032682481,350.332670829955,362.215046750716,364.947615276323,360.74768983072,349.527763350392,mendota
1998-06-16,351.709531232364,389.766975283145,379.598560433826,393.768105495017,398.245524612283,370.349809883834,371.808373392618,390.824823781229,384.173730770159,394.898593382559,397.820718735346,387.559998617035,376.839740705832,mendota
1998-06-17,387.528373032248,422.836898665685,413.641956589445,427.762677989599,430.747891604074,405.290430426321,406.765512804759,424.191439333418,418.012328480595,428.778849015151,430.824965227705,422.918989672674,413.450730366997,mendota
1998-06-18,430.11280395777,462.315495769508,453.868448294553,469.605442379514,470.754922634459,447.952341266852,448.638115527431,464.681870336986,458.030016515238,469.040130720787,471.2540228512,464.938225594603,454.766783923936,mendota
1998-06-19,438.384819732385,474.33337726549,457.935584046411,469.367322843906,476.153193409133,444.483041770023,445.551760998907,476.178431494725,462.21230563407,478.228004107213,485.21121917876,472.215464767194,465.07694901751,mendota
1998-06-20,452.255766171056,485.571007665893,472.951326311438,485.030274541509,490.663688785267,461.529584625269,462.359712240527,490.475472879975,475.158311635119,480.628356187339,496.566725137465,486.133428219891,472.337088762593,mendota
1998-06-21,488.145968375361,522.690122875209,510.877832412849,523.323232676978,524.989694823789,494.476421287994,496.505422295686,526.365178556241,513.827622563738,515.249558730761,532.209084780006,525.326789950561,503.105869372416,mendota
1998-06-22,529.632841560965,564.076525426345,550.410008001691,564.934480047837,567.920904795382,537.641081177323,537.042245991895,564.108445074039,551.661657304792,556.139867069644,565.407282484479,567.634306980155,546.017278726795,mendota
1998-06-23,548.972720046893,583.254923664283,565.867080830614,583.847203733232,586.633290231809,557.807454076445,559.403705519464,584.721031702957,570.81073885697,576.771181864344,586.033551680744,586.225645300513,565.275264024661,mendota
1998-06-24,583.486361942008,614.900814255348,601.692734222828,616.933993374415,620.236295344643,592.424534413034,593.777969780734,618.064799373152,604.507653646828,610.488498410559,618.511675964902,620.33330075928,602.205201707048,mendota
1998-06-25,604.035800924911,627.032530869055,628.099354634681,634.240759838122,632.631710678835,614.375204345556,611.969829070444,640.907131335601,625.290416039361,626.766280526796,641.649591465286,614.524574408825,616.839464980148,mendota
1998-06-26,642.129681425248,666.381334980106,666.913230217631,671.548098933501,671.269310015799,655.040898998767,652.721103560063,674.878575821835,664.746099546646,665.856944903886,678.374421507403,652.01345641749,657.867298999359,mendota
1998-06-27,704.375030114909,728.875211182397,730.541922939729,736.061012169016,735.94075796805,718.474152894897,716.223899797536,739.077006490451,728.513235352341,730.66325390607,741.756085715587,717.136689743936,721.963919477863,mendota
1998-06-28,745.623946102244,768.703792905643,769.629479689722,773.910095510672,772.783455279842,757.825513691335,758.15813132293,775.028058136196,765.898303136584,769.924096388653,779.461671622853,757.405311155471,762.80991562587,mendota
1998-06-29,754.838821950505,777.853191735135,779.691460841873,784.64030271218,785.797600552385,770.471051340452,772.091546449533,789.29484649376,779.638819458414,783.659916996377,791.337792170233,772.003976135204,780.218457953722,mendota
1998-06-30,746.463363722332,769.153689847176,771.432451692027,778.375657248323,782.116997667638,769.236035443356,771.297974262127,787.896437946664,778.77283143403,783.407939273868,789.742297070129,773.394330172265,780.863858367477,mendota
1998-07-01,674.484934246633,716.409222369158,710.218492273156,732.075478519443,737.07091431524,718.246284014402,725.583975505969,736.561991756019,729.426301527262,732.174032475805,742.994903095856,732.071144649203,734.676441529178,mendota
1998-07-02,675.738649152428,720.746312785316,716.439700854091,735.643070298265,739.914604816671,724.424837182798,730.261905311039,741.049627931971,735.008134114042,737.91951302725,747.156988314164,737.151608600612,741.044886076755,mendota
1998-07-03,678.738791020436,721.217931147104,718.462037657459,737.841020748727,741.213663673612,726.599281333731,731.563451407312,742.952055377233,737.427240054624,740.509372918869,748.715730345458,739.380732397017,744.107212125637,mendota
1998-07-04,671.461088290374,710.877548337484,709.763846608246,726.901068487798,730.453693748801,718.219795109987,722.5782968354,732.962187734483,727.711636653851,731.668634212511,738.195679154344,730.765029476718,734.511339113,mendota
1998-07-05,682.237883958069,718.76535560877,718.891417744994,733.636763707565,739.133364163349,726.033644535571,730.055623148553,740.60698656055,735.296839434019,739.78621175332,744.098711318111,739.141682549176,742.67036438675,mendota
1998-07-06,669.857801519061,706.94034650974,709.084515612933,723.072795681945,726.174205951093,715.276830241819,718.625422571901,729.948648742082,724.400657680214,731.190662456064,733.191013493897,729.21672462199,734.060040833964,mendota
1998-07-07,690.542126278037,725.755957997624,729.03334121794,742.309911930389,745.227996076327,735.785486042278,738.862578686802,750.042404785182,744.972063518219,751.067130318989,752.106736811656,749.140434868686,755.054431232781,mendota
1998-07-08,710.059392870821,742.837227598024,747.863335042933,760.908872123267,763.649548806233,751.10247098352,754.436639062074,767.348040375468,763.559252679059,770.379805972367,770.262111656023,767.587282363587,773.88555023472,mendota
1998-07-09,725.175217210509,755.486398760253,762.547277658746,774.318030120569,776.578237888337,762.181567507383,766.620925533485,780.334718487267,778.667364595121,785.35149385645,784.284149842972,782.228997663966,788.701399120593,mendota
1998-07-10,747.64236370048,778.700590571832,786.228474325763,796.451191954784,799.323971314999,782.513173748967,788.149127942691,802.868575961739,802.081128057143,809.870289488509,808.222694571034,806.193661385029,813.577143300807,mendota
1998-07-11,723.144537376329,755.277822563216,762.166711909283,772.841725054226,777.539026435609,763.535445067618,767.201014819359,783.509823015975,780.065382795014,789.567041899565,787.282221098099,782.896406269875,791.555369525694,mendota
1998-07-12,716.951131874105,746.232496820346,754.940115672132,764.241639305119,770.03499307351,755.754943095145,759.953601829141,775.286558277801,773.777162571927,781.987660611994,779.518877998249,775.779277561247,784.518533436506,mendota
1998-07-13,699.44695523956,727.529356753638,736.105811635625,745.720366317529,750.430948695078,736.673375248781,740.199720464506,755.454081830764,754.786557583832,762.637987641206,759.300904832543,758.807749380689,766.086767995916,mendota
1998-07-14,705.792121882624,732.013394752865,740.198011478777,749.273705990713,754.143957711501,741.485428251464,744.332424455788,756.973928266772,758.6803107788,764.567264325915,761.911501106416,762.53601296419,769.710211617718,mendota
1998-07-15,736.810410795993,764.293078891203,771.860430056843,780.090143265486,784.150560038519,772.390680144943,775.823190787464,788.395918930562,789.252882947038,795.467490682071,792.930325687479,793.601974473139,801.9040017059,mendota
1998-07-16,744.764669887396,772.604267439297,780.123253222541,785.642177464512,790.609423300641,779.956697234479,783.791292269147,796.434291944122,796.991847862518,802.189843569021,799.45658088601,801.072083755246,809.11489447296,mendota
1998-07-17,741.121599956269,769.155987210657,776.957932517607,784.076950965986,787.784847985583,777.208270184304,781.078289809036,793.885076168071,794.016099285314,798.009852534247,796.23439712282,797.427035447007,807.231008966438,mendota
1998-07-18,720.692096421745,747.49111942678,757.230389792873,764.566402074438,766.893893378497,757.58927273236,760.976464889556,773.391504255972,772.002512920659,777.943605012001,775.314328821047,776.852883473531,785.894161107091,mendota
1998-07-19,740.914400728221,767.679998039018,777.800772052506,784.839053994894,788.235583610552,778.500193394874,782.550267819053,793.272901554371,793.059516019581,799.117306580771,795.951328222044,798.956809812355,807.414550252137,mendota
